dataset,model,label_fraction,design,method,seed,fdp,power,discoveries,true_discoveries,nonempty,reference_labels,training_labels,n_reference,cal_low,cal_high,test_low,test_high
amazon,hgb_attributes,1.0,exposure_80,stratified,2,0.057517529475627785,0.7213114754098361,140.2,132.0,1.0,5831.0,864.0,5282.0,4497.2,784.8,1566.2,377.8
amazon,hgb_attributes,1.0,exposure_80,stratified,3,0.03394963886502968,0.656989247311828,127.2,122.2,1.0,5831.0,864.0,5272.0,4514.2,757.8,1545.6,398.4
amazon,hgb_attributes,1.0,exposure_80,stratified,4,0.03593230092455254,0.6728260869565218,128.4,123.8,1.0,5831.0,864.0,5281.0,4495.8,785.2,1570.2,373.8
amazon,hgb_attributes,1.0,exposure_80,stratified,5,0.03724832394521099,0.6516129032258065,126.0,121.2,1.0,5831.0,864.0,5275.0,4498.6,776.4,1560.6,383.4
amazon,hgb_attributes,1.0,exposure_80,stratified,6,0.0310083020427848,0.6297872340425532,122.2,118.4,1.0,5831.0,864.0,5268.0,4500.2,767.8,1556.4,387.6
amazon,hgb_attributes,1.0,exposure_80,stratified,7,0.015980146288934054,0.6299465240641712,119.8,117.8,1.0,5832.0,864.0,5270.0,4501.8,768.2,1557.8,385.2
amazon,hgb_attributes,1.0,exposure_80,stratified,8,0.036234522678335664,0.6064864864864865,116.4,112.2,1.0,5832.0,864.0,5276.0,4514.0,762.0,1549.0,394.0
amazon,hgb_attributes,1.0,exposure_80,stratified,9,0.0511059010093449,0.4462365591397849,88.0,83.0,1.0,5832.0,864.0,5272.0,4501.4,770.6,1554.2,388.8
amazon,hgb_attributes,1.0,zero_exposure,filtered_low,0,0.20009566694611625,0.8151351351351351,196.6,150.8,1.0,5831.0,864.0,5276.0,221.2,5054.8,82.8,1861.2
amazon,hgb_attributes,1.0,zero_exposure,filtered_low,1,0.22638707007115233,0.794535519125683,195.8,145.4,1.0,5831.0,864.0,5283.0,214.4,5068.6,74.4,1869.6
amazon,hgb_attributes,1.0,zero_exposure,filtered_low,2,0.10940046617854218,0.766120218579235,157.8,140.2,1.0,5831.0,864.0,5282.0,195.6,5086.4,79.2,1864.8
amazon,hgb_attributes,1.0,zero_exposure,filtered_low,3,0.1288741874221366,0.8344086021505376,181.6,155.2,1.0,5831.0,864.0,5272.0,207.2,5064.8,75.8,1868.2
amazon,hgb_attributes,1.0,zero_exposure,filtered_low,4,0.2193906197548138,0.7934782608695652,193.8,146.0,1.0,5831.0,864.0,5281.0,212.2,5068.8,70.6,1873.4
amazon,hgb_attributes,1.0,zero_exposure,filtered_low,5,0.21456366474283536,0.6967741935483871,186.0,129.6,0.8,5831.0,864.0,5275.0,216.4,5058.6,82.6,1861.4
amazon,hgb_attributes,1.0,zero_exposure,filtered_low,6,0.18188046638761168,0.8095744680851065,187.6,152.2,1.0,5831.0,864.0,5268.0,227.2,5040.8,79.4,1864.6
amazon,hgb_attributes,1.0,zero_exposure,filtered_low,7,0.24474297496047984,0.8588235294117647,217.2,160.6,1.0,5832.0,864.0,5270.0,221.4,5048.6,75.0,1868.0
amazon,hgb_attributes,1.0,zero_exposure,filtered_low,8,0.36800602543590466,0.8983783783783783,269.8,166.2,1.0,5832.0,864.0,5276.0,220.4,5055.6,75.6,1867.4
amazon,hgb_attributes,1.0,zero_exposure,filtered_low,9,0.08756922749259338,0.8021505376344086,163.8,149.2,1.0,5832.0,864.0,5272.0,218.4,5053.6,83.2,1859.8
amazon,hgb_attributes,1.0,zero_exposure,full_random,0,0.11250374184920606,0.787027027027027,164.4,145.6,1.0,5831.0,864.0,5276.0,221.2,5054.8,82.8,1861.2
amazon,hgb_attributes,1.0,zero_exposure,full_random,1,0.09931795328407789,0.7814207650273224,159.0,143.0,1.0,5831.0,864.0,5283.0,214.4,5068.6,74.4,1869.6
amazon,hgb_attributes,1.0,zero_exposure,full_random,2,0.11059351613636197,0.7704918032786885,158.6,141.0,1.0,5831.0,864.0,5282.0,195.6,5086.4,79.2,1864.8
amazon,hgb_attributes,1.0,zero_exposure,full_random,3,0.08240237786341667,0.8301075268817204,168.6,154.4,1.0,5831.0,864.0,5272.0,207.2,5064.8,75.8,1868.2
amazon,hgb_attributes,1.0,zero_exposure,full_random,4,0.07083341807211997,0.7586956521739131,150.4,139.6,1.0,5831.0,864.0,5281.0,212.2,5068.8,70.6,1873.4
amazon,hgb_attributes,1.0,zero_exposure,full_random,5,0.0737982542485325,0.7655913978494624,153.8,142.4,1.0,5831.0,864.0,5275.0,216.4,5058.6,82.6,1861.4
amazon,hgb_attributes,1.0,zero_exposure,full_random,6,0.07938719147939603,0.7585106382978724,155.0,142.6,1.0,5831.0,864.0,5268.0,227.2,5040.8,79.4,1864.6
amazon,hgb_attributes,1.0,zero_exposure,full_random,7,0.1054060491019844,0.8021390374331551,167.8,150.0,1.0,5832.0,864.0,5270.0,221.4,5048.6,75.0,1868.0
amazon,hgb_attributes,1.0,zero_exposure,full_random,8,0.10058896661076064,0.7794594594594594,160.4,144.2,1.0,5832.0,864.0,5276.0,220.4,5055.6,75.6,1867.4
amazon,hgb_attributes,1.0,zero_exposure,full_random,9,0.08258235800936682,0.7978494623655914,162.0,148.4,1.0,5832.0,864.0,5272.0,218.4,5053.6,83.2,1859.8
amazon,hgb_attributes,1.0,zero_exposure,stratified,0,0.03962230094439408,0.6951351351351351,134.0,128.6,1.0,5831.0,864.0,5276.0,221.2,5054.8,82.8,1861.2
amazon,hgb_attributes,1.0,zero_exposure,stratified,1,0.04421062691437928,0.718032786885246,137.6,131.4,1.0,5831.0,864.0,5283.0,214.4,5068.6,74.4,1869.6
amazon,hgb_attributes,1.0,zero_exposure,stratified,2,0.0636228937323828,0.7147540983606557,139.8,130.8,1.0,5831.0,864.0,5282.0,195.6,5086.4,79.2,1864.8
amazon,hgb_attributes,1.0,zero_exposure,stratified,3,0.03997861021011175,0.7161290322580645,139.4,133.2,1.0,5831.0,864.0,5272.0,207.2,5064.8,75.8,1868.2
amazon,hgb_attributes,1.0,zero_exposure,stratified,4,0.044633518839366546,0.692391304347826,133.4,127.4,1.0,5831.0,864.0,5281.0,212.2,5068.8,70.6,1873.4
amazon,hgb_attributes,1.0,zero_exposure,stratified,5,0.04510580997764692,0.6720430107526882,131.0,125.0,1.0,5831.0,864.0,5275.0,216.4,5058.6,82.6,1861.4
amazon,hgb_attributes,1.0,zero_exposure,stratified,6,0.03280732922206406,0.6808510638297872,132.4,128.0,1.0,5831.0,864.0,5268.0,227.2,5040.8,79.4,1864.6
amazon,hgb_attributes,1.0,zero_exposure,stratified,7,0.03701255779770768,0.7026737967914438,136.6,131.4,1.0,5832.0,864.0,5270.0,221.4,5048.6,75.0,1868.0
amazon,hgb_attributes,1.0,zero_exposure,stratified,8,0.04797827044037531,0.6951351351351351,135.2,128.6,1.0,5832.0,864.0,5276.0,220.4,5055.6,75.6,1867.4
amazon,hgb_attributes,1.0,zero_exposure,stratified,9,0.043704697187323956,0.656989247311828,128.4,122.2,1.0,5832.0,864.0,5272.0,218.4,5053.6,83.2,1859.8
amazon,hgb_graph_features,0.25,exposure_80,filtered_low,0,0.16985001826206306,0.8432432432432433,188.0,156.0,1.0,1491.6,864.0,1347.2,1138.0,209.2,1551.6,392.4
amazon,hgb_graph_features,0.25,exposure_80,filtered_low,1,0.12518733114645686,0.8295081967213115,173.8,151.8,1.0,1448.6,864.0,1318.2,1110.8,207.4,1562.0,382.0
amazon,hgb_graph_features,0.25,exposure_80,filtered_low,2,0.1452740690758188,0.8010928961748635,171.8,146.6,1.0,1472.6,864.0,1333.6,1126.2,207.4,1560.4,383.6
amazon,hgb_graph_features,0.25,exposure_80,filtered_low,3,0.1029962370173815,0.8440860215053764,175.2,157.0,1.0,1500.0,864.0,1347.6,1138.4,209.2,1553.6,390.4
amazon,hgb_graph_features,0.25,exposure_80,filtered_low,4,0.1373653946234341,0.8032608695652174,171.6,147.8,1.0,1487.2,864.0,1352.6,1134.2,218.4,1580.4,363.6
amazon,hgb_graph_features,0.25,exposure_80,filtered_low,5,0.16428751679689052,0.8182795698924732,182.2,152.2,1.0,1468.2,864.0,1318.6,1115.6,203.0,1552.0,392.0
amazon,hgb_graph_features,0.25,exposure_80,filtered_low,6,0.09349918313397405,0.7829787234042553,162.8,147.2,1.0,1433.6,864.0,1299.6,1105.8,193.8,1555.4,388.6
amazon,hgb_graph_features,0.25,exposure_80,filtered_low,7,0.10642139393309195,0.8074866310160427,169.0,151.0,1.0,1443.0,864.0,1303.8,1105.8,198.0,1554.2,388.8
amazon,hgb_graph_features,0.25,exposure_80,filtered_low,8,0.13592647748695397,0.801081081081081,171.6,148.2,1.0,1461.8,864.0,1325.0,1125.4,199.6,1549.8,393.2
amazon,hgb_graph_features,0.25,exposure_80,filtered_low,9,0.092829121729799,0.8032258064516128,165.2,149.4,1.0,1462.0,864.0,1322.0,1117.2,204.8,1560.6,382.4
amazon,hgb_graph_features,0.25,exposure_80,full_random,0,0.12427671156920886,0.8108108108108109,171.8,150.0,1.0,1491.6,864.0,1347.2,1138.0,209.2,1551.6,392.4
amazon,hgb_graph_features,0.25,exposure_80,full_random,1,0.09201760429584976,0.8,161.6,146.4,1.0,1448.6,864.0,1318.2,1110.8,207.4,1562.0,382.0
amazon,hgb_graph_features,0.25,exposure_80,full_random,2,0.1283373985149564,0.7846994535519125,165.0,143.6,1.0,1472.6,864.0,1333.6,1126.2,207.4,1560.4,383.6
amazon,hgb_graph_features,0.25,exposure_80,full_random,3,0.04393691109036626,0.7645161290322581,149.4,142.2,1.0,1500.0,864.0,1347.6,1138.4,209.2,1553.6,390.4
amazon,hgb_graph_features,0.25,exposure_80,full_random,4,0.08873166058820067,0.7630434782608695,154.4,140.4,1.0,1487.2,864.0,1352.6,1134.2,218.4,1580.4,363.6
amazon,hgb_graph_features,0.25,exposure_80,full_random,5,0.08529435222420387,0.7623655913978494,155.2,141.8,1.0,1468.2,864.0,1318.6,1115.6,203.0,1552.0,392.0
amazon,hgb_graph_features,0.25,exposure_80,full_random,6,0.08163214425157071,0.774468085106383,159.0,145.6,1.0,1433.6,864.0,1299.6,1105.8,193.8,1555.4,388.6
amazon,hgb_graph_features,0.25,exposure_80,full_random,7,0.08320146019665957,0.7871657754010695,160.8,147.2,1.0,1443.0,864.0,1303.8,1105.8,198.0,1554.2,388.8
amazon,hgb_graph_features,0.25,exposure_80,full_random,8,0.09736329632275395,0.7556756756756757,155.2,139.8,1.0,1461.8,864.0,1325.0,1125.4,199.6,1549.8,393.2
amazon,hgb_graph_features,0.25,exposure_80,full_random,9,0.06623550120082063,0.7731182795698925,154.6,143.8,1.0,1462.0,864.0,1322.0,1117.2,204.8,1560.6,382.4
amazon,hgb_graph_features,0.25,exposure_80,stratified,0,0.035919548444625506,0.6097297297297297,117.4,112.8,1.0,1491.6,864.0,1347.2,1138.0,209.2,1551.6,392.4
amazon,hgb_graph_features,0.25,exposure_80,stratified,1,0.036931854900115725,0.6557377049180328,124.6,120.0,1.0,1448.6,864.0,1318.2,1110.8,207.4,1562.0,382.0
amazon,hgb_graph_features,0.25,exposure_80,stratified,2,0.05298463886674102,0.6404371584699453,123.8,117.2,1.0,1472.6,864.0,1333.6,1126.2,207.4,1560.4,383.6
amazon,hgb_graph_features,0.25,exposure_80,stratified,3,0.025579839429081173,0.4559139784946237,88.4,84.8,0.8,1500.0,864.0,1347.6,1138.4,209.2,1553.6,390.4
amazon,hgb_graph_features,0.25,exposure_80,stratified,4,0.05047616972165956,0.4793478260869565,91.8,88.2,1.0,1487.2,864.0,1352.6,1134.2,218.4,1580.4,363.6
amazon,hgb_graph_features,0.25,exposure_80,stratified,5,0.0210770150756932,0.33225806451612905,64.2,61.8,0.6,1468.2,864.0,1318.6,1115.6,203.0,1552.0,392.0
amazon,hgb_graph_features,0.25,exposure_80,stratified,6,0.03741096870617765,0.5191489361702127,101.4,97.6,1.0,1433.6,864.0,1299.6,1105.8,193.8,1555.4,388.6
amazon,hgb_graph_features,0.25,exposure_80,stratified,7,0.053032243376305535,0.44171122994652406,88.0,82.6,0.8,1443.0,864.0,1303.8,1105.8,198.0,1554.2,388.8
amazon,hgb_graph_features,0.25,exposure_80,stratified,8,0.03775856940979216,0.5156756756756756,99.4,95.4,1.0,1461.8,864.0,1325.0,1125.4,199.6,1549.8,393.2
amazon,hgb_graph_features,0.25,exposure_80,stratified,9,0.024454525023784986,0.435483870967742,83.8,81.0,0.8,1462.0,864.0,1322.0,1117.2,204.8,1560.6,382.4
amazon,hgb_graph_features,0.25,zero_exposure,filtered_low,0,0.0673751267844481,0.7264864864864865,146.2,134.4,1.0,1491.6,864.0,1347.2,208.2,1139.0,307.4,1636.6
amazon,hgb_graph_features,0.25,zero_exposure,filtered_low,1,0.09722008439759819,0.653551912568306,137.6,119.6,0.8,1448.6,864.0,1318.2,199.4,1118.8,306.6,1637.4
amazon,hgb_graph_features,0.25,zero_exposure,filtered_low,2,0.06557366895494417,0.5836065573770493,117.8,106.8,0.8,1472.6,864.0,1333.6,209.6,1124.0,288.2,1655.8
amazon,hgb_graph_features,0.25,zero_exposure,filtered_low,3,0.12900299577717206,0.7795698924731183,172.8,145.0,1.0,1500.0,864.0,1347.6,206.0,1141.6,291.2,1652.8
amazon,hgb_graph_features,0.25,zero_exposure,filtered_low,4,0.0821423860737037,0.7293478260869566,147.6,134.2,1.0,1487.2,864.0,1352.6,221.2,1131.4,313.2,1630.8
amazon,hgb_graph_features,0.25,zero_exposure,filtered_low,5,0.10058592173878447,0.621505376344086,133.4,115.6,0.8,1468.2,864.0,1318.6,180.2,1138.4,277.8,1666.2
amazon,hgb_graph_features,0.25,zero_exposure,filtered_low,6,0.03366552282470699,0.5851063829787234,114.8,110.0,0.8,1433.6,864.0,1299.6,226.0,1073.6,342.4,1601.6
amazon,hgb_graph_features,0.25,zero_exposure,filtered_low,7,0.05842058288605119,0.7336898395721925,146.0,137.2,1.0,1443.0,864.0,1303.8,205.4,1098.4,316.8,1626.2
amazon,hgb_graph_features,0.25,zero_exposure,filtered_low,8,0.1602281947261663,0.7491891891891893,172.2,138.6,1.0,1461.8,864.0,1325.0,198.4,1126.6,289.2,1653.8
amazon,hgb_graph_features,0.25,zero_exposure,filtered_low,9,0.056195747429715295,0.5838709677419355,117.8,108.6,0.8,1462.0,864.0,1322.0,218.8,1103.2,323.8,1619.2
amazon,hgb_graph_features,0.25,zero_exposure,full_random,0,0.12427671156920886,0.8108108108108109,171.8,150.0,1.0,1491.6,864.0,1347.2,208.2,1139.0,307.4,1636.6
amazon,hgb_graph_features,0.25,zero_exposure,full_random,1,0.09201760429584976,0.8,161.6,146.4,1.0,1448.6,864.0,1318.2,199.4,1118.8,306.6,1637.4
amazon,hgb_graph_features,0.25,zero_exposure,full_random,2,0.1283373985149564,0.7846994535519125,165.0,143.6,1.0,1472.6,864.0,1333.6,209.6,1124.0,288.2,1655.8
amazon,hgb_graph_features,0.25,zero_exposure,full_random,3,0.04393691109036626,0.7645161290322581,149.4,142.2,1.0,1500.0,864.0,1347.6,206.0,1141.6,291.2,1652.8
amazon,hgb_graph_features,0.25,zero_exposure,full_random,4,0.08873166058820067,0.7630434782608695,154.4,140.4,1.0,1487.2,864.0,1352.6,221.2,1131.4,313.2,1630.8
amazon,hgb_graph_features,0.25,zero_exposure,full_random,5,0.08529435222420387,0.7623655913978494,155.2,141.8,1.0,1468.2,864.0,1318.6,180.2,1138.4,277.8,1666.2
amazon,hgb_graph_features,0.25,zero_exposure,full_random,6,0.08163214425157071,0.774468085106383,159.0,145.6,1.0,1433.6,864.0,1299.6,226.0,1073.6,342.4,1601.6
amazon,hgb_graph_features,0.25,zero_exposure,full_random,7,0.08320146019665957,0.7871657754010695,160.8,147.2,1.0,1443.0,864.0,1303.8,205.4,1098.4,316.8,1626.2
amazon,hgb_graph_features,0.25,zero_exposure,full_random,8,0.09736329632275395,0.7556756756756757,155.2,139.8,1.0,1461.8,864.0,1325.0,198.4,1126.6,289.2,1653.8
amazon,hgb_graph_features,0.25,zero_exposure,full_random,9,0.06623550120082063,0.7731182795698925,154.6,143.8,1.0,1462.0,864.0,1322.0,218.8,1103.2,323.8,1619.2
amazon,hgb_graph_features,0.25,zero_exposure,stratified,0,0.07842494679882644,0.6183783783783785,125.2,114.4,1.0,1491.6,864.0,1347.2,208.2,1139.0,307.4,1636.6
amazon,hgb_graph_features,0.25,zero_exposure,stratified,1,0.043934878431146254,0.6644808743169399,127.2,121.6,1.0,1448.6,864.0,1318.2,199.4,1118.8,306.6,1637.4
amazon,hgb_graph_features,0.25,zero_exposure,stratified,2,0.05382727152192259,0.6404371584699453,124.0,117.2,1.0,1472.6,864.0,1333.6,209.6,1124.0,288.2,1655.8
amazon,hgb_graph_features,0.25,zero_exposure,stratified,3,0.03814930869621398,0.5,98.2,93.0,0.8,1500.0,864.0,1347.6,206.0,1141.6,291.2,1652.8
amazon,hgb_graph_features,0.25,zero_exposure,stratified,4,0.0686875283446712,0.5141304347826087,98.6,94.6,1.0,1487.2,864.0,1352.6,221.2,1131.4,313.2,1630.8
amazon,hgb_graph_features,0.25,zero_exposure,stratified,5,0.04323464064578588,0.543010752688172,105.6,101.0,1.0,1468.2,864.0,1318.6,180.2,1138.4,277.8,1666.2
amazon,hgb_graph_features,0.25,zero_exposure,stratified,6,0.047636309924262134,0.6085106382978724,120.2,114.4,1.0,1433.6,864.0,1299.6,226.0,1073.6,342.4,1601.6
amazon,hgb_graph_features,0.25,zero_exposure,stratified,7,0.04200464541162377,0.5475935828877005,108.2,102.4,0.8,1443.0,864.0,1303.8,205.4,1098.4,316.8,1626.2
amazon,hgb_graph_features,0.25,zero_exposure,stratified,8,0.031984789348225726,0.5437837837837838,104.2,100.6,1.0,1461.8,864.0,1325.0,198.4,1126.6,289.2,1653.8
amazon,hgb_graph_features,0.25,zero_exposure,stratified,9,0.02096161128167446,0.5419354838709678,103.2,100.8,1.0,1462.0,864.0,1322.0,218.8,1103.2,323.8,1619.2
amazon,hgb_graph_features,0.5,exposure_80,filtered_low,0,0.16869243487629496,0.8454054054054054,188.2,156.4,1.0,2942.4,864.0,2661.0,2257.6,403.4,1551.6,392.4
amazon,hgb_graph_features,0.5,exposure_80,filtered_low,1,0.11957973727678135,0.8174863387978142,170.6,149.6,1.0,2923.4,864.0,2653.2,2235.4,417.8,1560.8,383.2
amazon,hgb_graph_features,0.5,exposure_80,filtered_low,2,0.15686761250467862,0.8120218579234972,176.4,148.6,1.0,2898.0,864.0,2627.0,2217.0,410.0,1569.0,375.0
amazon,hgb_graph_features,0.5,exposure_80,filtered_low,3,0.12394158818875275,0.8494623655913978,180.4,158.0,1.0,2936.6,864.0,2648.0,2248.2,399.8,1549.6,394.4
amazon,hgb_graph_features,0.5,exposure_80,filtered_low,4,0.14137361239143897,0.7978260869565218,171.2,146.8,1.0,2938.6,864.0,2661.0,2255.0,406.0,1568.8,375.2
amazon,hgb_graph_features,0.5,exposure_80,filtered_low,5,0.14298873228221054,0.810752688172043,176.4,150.8,1.0,2944.0,864.0,2654.4,2249.4,405.0,1561.6,382.4
amazon,hgb_graph_features,0.5,exposure_80,filtered_low,6,0.11018745110799229,0.7925531914893618,167.6,149.0,1.0,2911.4,864.0,2632.4,2238.0,394.4,1558.0,386.0
amazon,hgb_graph_features,0.5,exposure_80,filtered_low,7,0.11123142563940236,0.8085561497326204,170.4,151.2,1.0,2890.0,864.0,2616.4,2218.6,397.8,1559.4,383.6
amazon,hgb_graph_features,0.5,exposure_80,filtered_low,8,0.14222971708844784,0.7967567567567568,172.2,147.4,1.0,2920.4,864.0,2637.6,2242.2,395.4,1547.4,395.6
amazon,hgb_graph_features,0.5,exposure_80,filtered_low,9,0.10089794951223177,0.8064516129032258,167.2,150.0,1.0,2923.0,864.0,2648.8,2258.0,390.8,1558.8,384.2
amazon,hgb_graph_features,0.5,exposure_80,full_random,0,0.11941176046787802,0.8151351351351351,171.4,150.8,1.0,2942.4,864.0,2661.0,2257.6,403.4,1551.6,392.4
amazon,hgb_graph_features,0.5,exposure_80,full_random,1,0.09781363496622204,0.8076502732240437,164.2,147.8,1.0,2923.4,864.0,2653.2,2235.4,417.8,1560.8,383.2
amazon,hgb_graph_features,0.5,exposure_80,full_random,2,0.12877781393256707,0.7956284153005464,167.2,145.6,1.0,2898.0,864.0,2627.0,2217.0,410.0,1569.0,375.0
amazon,hgb_graph_features,0.5,exposure_80,full_random,3,0.05319891149789202,0.8053763440860215,158.6,149.8,1.0,2936.6,864.0,2648.0,2248.2,399.8,1549.6,394.4
amazon,hgb_graph_features,0.5,exposure_80,full_random,4,0.07985776229961697,0.7597826086956522,152.0,139.8,1.0,2938.6,864.0,2661.0,2255.0,406.0,1568.8,375.2
amazon,hgb_graph_features,0.5,exposure_80,full_random,5,0.09165133294487629,0.7709677419354839,158.0,143.4,1.0,2944.0,864.0,2654.4,2249.4,405.0,1561.6,382.4
amazon,hgb_graph_features,0.5,exposure_80,full_random,6,0.07718209753973822,0.774468085106383,158.0,145.6,1.0,2911.4,864.0,2632.4,2238.0,394.4,1558.0,386.0
amazon,hgb_graph_features,0.5,exposure_80,full_random,7,0.08405089955146672,0.7914438502673796,161.8,148.0,1.0,2890.0,864.0,2616.4,2218.6,397.8,1559.4,383.6
amazon,hgb_graph_features,0.5,exposure_80,full_random,8,0.09697352736131284,0.7827027027027027,160.4,144.8,1.0,2920.4,864.0,2637.6,2242.2,395.4,1547.4,395.6
amazon,hgb_graph_features,0.5,exposure_80,full_random,9,0.07792666560866093,0.8021505376344086,162.2,149.2,1.0,2923.0,864.0,2648.8,2258.0,390.8,1558.8,384.2
amazon,hgb_graph_features,0.5,exposure_80,stratified,0,0.029510062881506732,0.6410810810810811,122.2,118.6,1.0,2942.4,864.0,2661.0,2257.6,403.4,1551.6,392.4
amazon,hgb_graph_features,0.5,exposure_80,stratified,1,0.06079597345467867,0.6469945355191257,126.2,118.4,1.0,2923.4,864.0,2653.2,2235.4,417.8,1560.8,383.2
amazon,hgb_graph_features,0.5,exposure_80,stratified,2,0.05225707545441891,0.6918032786885246,133.6,126.6,1.0,2898.0,864.0,2627.0,2217.0,410.0,1569.0,375.0
amazon,hgb_graph_features,0.5,exposure_80,stratified,3,0.03493116163089901,0.5451612903225806,105.6,101.4,1.0,2936.6,864.0,2648.0,2248.2,399.8,1549.6,394.4
amazon,hgb_graph_features,0.5,exposure_80,stratified,4,0.05077768491102859,0.5630434782608695,108.2,103.6,1.0,2938.6,864.0,2661.0,2255.0,406.0,1568.8,375.2
amazon,hgb_graph_features,0.5,exposure_80,stratified,5,0.0408438398854731,0.5817204301075269,112.8,108.2,1.0,2944.0,864.0,2654.4,2249.4,405.0,1561.6,382.4
amazon,hgb_graph_features,0.5,exposure_80,stratified,6,0.03270889053168492,0.6170212765957447,120.2,116.0,1.0,2911.4,864.0,2632.4,2238.0,394.4,1558.0,386.0
amazon,hgb_graph_features,0.5,exposure_80,stratified,7,0.053055034450069524,0.413903743315508,80.4,77.4,1.0,2890.0,864.0,2616.4,2218.6,397.8,1559.4,383.6
amazon,hgb_graph_features,0.5,exposure_80,stratified,8,0.023095092799259833,0.5362162162162163,101.6,99.2,1.0,2920.4,864.0,2637.6,2242.2,395.4,1547.4,395.6
amazon,hgb_graph_features,0.5,exposure_80,stratified,9,0.025742332731914445,0.556989247311828,106.6,103.6,1.0,2923.0,864.0,2648.8,2258.0,390.8,1558.8,384.2
amazon,hgb_graph_features,0.5,zero_exposure,filtered_low,0,0.18793056147491205,0.8454054054054054,198.6,156.4,1.0,2942.4,864.0,2661.0,231.8,2429.2,178.0,1766.0
amazon,hgb_graph_features,0.5,zero_exposure,filtered_low,1,0.06788359110924798,0.6557377049180328,131.4,120.0,1.0,2923.4,864.0,2653.2,239.6,2413.6,174.0,1770.0
amazon,hgb_graph_features,0.5,zero_exposure,filtered_low,2,0.1338876403210028,0.7770491803278688,166.4,142.2,1.0,2898.0,864.0,2627.0,235.0,2392.0,174.6,1769.4
amazon,hgb_graph_features,0.5,zero_exposure,filtered_low,3,0.13785916458699174,0.8397849462365592,182.6,156.2,1.0,2936.6,864.0,2648.0,228.2,2419.8,164.2,1779.8
amazon,hgb_graph_features,0.5,zero_exposure,filtered_low,4,0.09307265774624104,0.7423913043478261,152.0,136.6,1.0,2938.6,864.0,2661.0,237.4,2423.6,167.2,1776.8
amazon,hgb_graph_features,0.5,zero_exposure,filtered_low,5,0.09648873952484091,0.7376344086021506,155.8,137.2,1.0,2944.0,864.0,2654.4,230.6,2423.8,175.2,1768.8
amazon,hgb_graph_features,0.5,zero_exposure,filtered_low,6,0.05399220272086656,0.7457446808510638,148.4,140.2,1.0,2911.4,864.0,2632.4,261.2,2371.2,197.6,1746.4
amazon,hgb_graph_features,0.5,zero_exposure,filtered_low,7,0.05897361335781137,0.5946524064171123,120.6,111.2,0.8,2890.0,864.0,2616.4,243.8,2372.6,183.6,1759.4
amazon,hgb_graph_features,0.5,zero_exposure,filtered_low,8,0.25609528232772216,0.8594594594594595,214.8,159.0,1.0,2920.4,864.0,2637.6,222.0,2415.6,158.2,1784.8
amazon,hgb_graph_features,0.5,zero_exposure,filtered_low,9,0.0898934455935483,0.7666666666666666,157.4,142.6,1.0,2923.0,864.0,2648.8,260.0,2388.8,196.0,1747.0
amazon,hgb_graph_features,0.5,zero_exposure,full_random,0,0.11941176046787802,0.8151351351351351,171.4,150.8,1.0,2942.4,864.0,2661.0,231.8,2429.2,178.0,1766.0
amazon,hgb_graph_features,0.5,zero_exposure,full_random,1,0.09781363496622204,0.8076502732240437,164.2,147.8,1.0,2923.4,864.0,2653.2,239.6,2413.6,174.0,1770.0
amazon,hgb_graph_features,0.5,zero_exposure,full_random,2,0.12877781393256707,0.7956284153005464,167.2,145.6,1.0,2898.0,864.0,2627.0,235.0,2392.0,174.6,1769.4
amazon,hgb_graph_features,0.5,zero_exposure,full_random,3,0.05319891149789202,0.8053763440860215,158.6,149.8,1.0,2936.6,864.0,2648.0,228.2,2419.8,164.2,1779.8
amazon,hgb_graph_features,0.5,zero_exposure,full_random,4,0.07985776229961697,0.7597826086956522,152.0,139.8,1.0,2938.6,864.0,2661.0,237.4,2423.6,167.2,1776.8
amazon,hgb_graph_features,0.5,zero_exposure,full_random,5,0.09165133294487629,0.7709677419354839,158.0,143.4,1.0,2944.0,864.0,2654.4,230.6,2423.8,175.2,1768.8
amazon,hgb_graph_features,0.5,zero_exposure,full_random,6,0.07718209753973822,0.774468085106383,158.0,145.6,1.0,2911.4,864.0,2632.4,261.2,2371.2,197.6,1746.4
amazon,hgb_graph_features,0.5,zero_exposure,full_random,7,0.08405089955146672,0.7914438502673796,161.8,148.0,1.0,2890.0,864.0,2616.4,243.8,2372.6,183.6,1759.4
amazon,hgb_graph_features,0.5,zero_exposure,full_random,8,0.09697352736131284,0.7827027027027027,160.4,144.8,1.0,2920.4,864.0,2637.6,222.0,2415.6,158.2,1784.8
amazon,hgb_graph_features,0.5,zero_exposure,full_random,9,0.07792666560866093,0.8021505376344086,162.2,149.2,1.0,2923.0,864.0,2648.8,260.0,2388.8,196.0,1747.0
amazon,hgb_graph_features,0.5,zero_exposure,stratified,0,0.04019486078792754,0.6918918918918919,133.4,128.0,1.0,2942.4,864.0,2661.0,231.8,2429.2,178.0,1766.0
amazon,hgb_graph_features,0.5,zero_exposure,stratified,1,0.06560377942228046,0.7333333333333334,143.8,134.2,1.0,2923.4,864.0,2653.2,239.6,2413.6,174.0,1770.0
amazon,hgb_graph_features,0.5,zero_exposure,stratified,2,0.06314251648449687,0.6939890710382514,135.6,127.0,1.0,2898.0,864.0,2627.0,235.0,2392.0,174.6,1769.4
