dataset,model,label_fraction,design,method,seed,fdp,power,discoveries,true_discoveries,nonempty,reference_labels,training_labels,n_reference,cal_low,cal_high,test_low,test_high
weibo_gadbench,hgb_graph_features,1.0,exposure_80,filtered_low,5,0.31406313214502857,0.9650000000000001,282.0,193.0,1.0,5674.0,840.0,5074.0,4547.0,527.0,1501.0,390.0
weibo_gadbench,hgb_graph_features,1.0,exposure_80,filtered_low,6,0.34879446052309976,0.9823834196891191,291.6,189.6,1.0,5674.0,840.0,5094.0,4536.2,557.8,1513.4,377.6
weibo_gadbench,hgb_graph_features,1.0,exposure_80,filtered_low,7,0.29077321496142033,0.9806122448979592,271.2,192.2,1.0,5674.0,840.0,5085.0,4534.2,550.8,1515.4,375.6
weibo_gadbench,hgb_graph_features,1.0,exposure_80,filtered_low,8,0.3087842269920934,0.9783505154639176,274.8,189.8,1.0,5674.0,840.0,5091.0,4534.2,556.8,1514.4,376.6
weibo_gadbench,hgb_graph_features,1.0,exposure_80,filtered_low,9,0.3130572657169618,0.9816326530612244,280.2,192.4,1.0,5674.0,840.0,5086.0,4538.4,547.6,1510.0,381.0
weibo_gadbench,hgb_graph_features,1.0,exposure_80,full_random,0,0.08157571428224322,0.8313131313131313,179.2,164.6,1.0,5673.0,840.0,5081.0,4535.2,545.8,1512.2,379.8
weibo_gadbench,hgb_graph_features,1.0,exposure_80,full_random,1,0.10160356599132081,0.8564102564102564,186.0,167.0,1.0,5674.0,840.0,5089.0,4538.4,550.6,1509.2,381.8
weibo_gadbench,hgb_graph_features,1.0,exposure_80,full_random,2,0.10035698970361076,0.8512820512820513,184.6,166.0,1.0,5674.0,840.0,5088.0,4539.0,549.0,1509.6,381.4
weibo_gadbench,hgb_graph_features,1.0,exposure_80,full_random,3,0.08395224726177215,0.7898989898989899,171.0,156.4,1.0,5673.0,840.0,5081.0,4535.8,545.2,1511.0,381.0
weibo_gadbench,hgb_graph_features,1.0,exposure_80,full_random,4,0.07281790010572067,0.8676923076923077,182.6,169.2,1.0,5674.0,840.0,5089.0,4526.2,562.8,1523.0,368.0
weibo_gadbench,hgb_graph_features,1.0,exposure_80,full_random,5,0.1088415384445713,0.8539999999999999,192.4,170.8,1.0,5674.0,840.0,5074.0,4547.0,527.0,1501.0,390.0
weibo_gadbench,hgb_graph_features,1.0,exposure_80,full_random,6,0.0990904951838997,0.8373056994818653,179.6,161.6,1.0,5674.0,840.0,5094.0,4536.2,557.8,1513.4,377.6
weibo_gadbench,hgb_graph_features,1.0,exposure_80,full_random,7,0.07791167660759585,0.8581632653061224,182.6,168.2,1.0,5674.0,840.0,5085.0,4534.2,550.8,1515.4,375.6
weibo_gadbench,hgb_graph_features,1.0,exposure_80,full_random,8,0.10338064713064714,0.8649484536082473,187.2,167.8,1.0,5674.0,840.0,5091.0,4534.2,556.8,1514.4,376.6
weibo_gadbench,hgb_graph_features,1.0,exposure_80,full_random,9,0.10008263591661296,0.8724489795918368,190.2,171.0,1.0,5674.0,840.0,5086.0,4538.4,547.6,1510.0,381.0
weibo_gadbench,hgb_graph_features,1.0,exposure_80,stratified,0,0.011392267075455629,0.5161616161616162,103.4,102.2,1.0,5673.0,840.0,5081.0,4535.2,545.8,1512.2,379.8
weibo_gadbench,hgb_graph_features,1.0,exposure_80,stratified,1,0.015545526567248207,0.5661538461538462,112.2,110.4,1.0,5674.0,840.0,5089.0,4538.4,550.6,1509.2,381.8
weibo_gadbench,hgb_graph_features,1.0,exposure_80,stratified,2,0.02430689379061982,0.5374358974358975,107.6,104.8,1.0,5674.0,840.0,5088.0,4539.0,549.0,1509.6,381.4
weibo_gadbench,hgb_graph_features,1.0,exposure_80,stratified,3,0.016362370493162037,0.39898989898989895,81.0,79.0,1.0,5673.0,840.0,5081.0,4535.8,545.2,1511.0,381.0
weibo_gadbench,hgb_graph_features,1.0,exposure_80,stratified,4,0.02744266550285169,0.6707692307692308,134.6,130.8,1.0,5674.0,840.0,5089.0,4526.2,562.8,1523.0,368.0
weibo_gadbench,hgb_graph_features,1.0,exposure_80,stratified,5,0.023497539341968136,0.615,126.0,123.0,1.0,5674.0,840.0,5074.0,4547.0,527.0,1501.0,390.0
weibo_gadbench,hgb_graph_features,1.0,exposure_80,stratified,6,0.030290071918332707,0.6455958549222798,128.6,124.6,1.0,5674.0,840.0,5094.0,4536.2,557.8,1513.4,377.6
weibo_gadbench,hgb_graph_features,1.0,exposure_80,stratified,7,0.019468417018204936,0.6142857142857142,122.8,120.4,1.0,5674.0,840.0,5085.0,4534.2,550.8,1515.4,375.6
weibo_gadbench,hgb_graph_features,1.0,exposure_80,stratified,8,0.0282434925189588,0.4556701030927835,92.0,88.4,1.0,5674.0,840.0,5091.0,4534.2,556.8,1514.4,376.6
weibo_gadbench,hgb_graph_features,1.0,exposure_80,stratified,9,0.03369531646777059,0.6459183673469389,131.2,126.6,1.0,5674.0,840.0,5086.0,4538.4,547.6,1510.0,381.0
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,filtered_low,0,0.3071358305770734,0.9717171717171716,278.0,192.4,1.0,5673.0,840.0,5081.0,3468.6,1612.4,1176.4,715.6
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,filtered_low,1,0.3044918635816579,0.9835897435897436,275.8,191.8,1.0,5674.0,840.0,5089.0,3464.4,1624.6,1144.0,747.0
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,filtered_low,2,0.300616598214393,0.9825641025641026,274.2,191.6,1.0,5674.0,840.0,5088.0,3424.4,1663.6,1137.2,753.8
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,filtered_low,3,0.35738709030251237,0.9747474747474747,300.4,193.0,1.0,5673.0,840.0,5081.0,3404.6,1676.4,1142.6,749.4
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,filtered_low,4,0.3061480275777468,0.9825641025641026,276.2,191.6,1.0,5674.0,840.0,5089.0,3526.8,1562.2,1192.2,698.8
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,filtered_low,5,0.2930571873166857,0.96,272.2,192.0,1.0,5674.0,840.0,5074.0,3468.4,1605.6,1148.4,742.6
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,filtered_low,6,0.3434965925194733,0.9823834196891191,289.4,189.6,1.0,5674.0,840.0,5094.0,3446.4,1647.6,1161.2,729.8
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,filtered_low,7,0.2710771699523334,0.9775510204081632,263.0,191.6,1.0,5674.0,840.0,5085.0,3502.8,1582.2,1170.4,720.6
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,filtered_low,8,0.311384666702728,0.9783505154639176,275.8,189.8,1.0,5674.0,840.0,5091.0,3413.2,1677.8,1137.8,753.2
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,filtered_low,9,0.3110063477183645,0.9816326530612244,279.4,192.4,1.0,5674.0,840.0,5086.0,3422.6,1663.4,1144.0,747.0
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,full_random,0,0.08157571428224322,0.8313131313131313,179.2,164.6,1.0,5673.0,840.0,5081.0,3468.6,1612.4,1176.4,715.6
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,full_random,1,0.10160356599132081,0.8564102564102564,186.0,167.0,1.0,5674.0,840.0,5089.0,3464.4,1624.6,1144.0,747.0
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,full_random,2,0.10035698970361076,0.8512820512820513,184.6,166.0,1.0,5674.0,840.0,5088.0,3424.4,1663.6,1137.2,753.8
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,full_random,3,0.08395224726177215,0.7898989898989899,171.0,156.4,1.0,5673.0,840.0,5081.0,3404.6,1676.4,1142.6,749.4
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,full_random,4,0.07281790010572067,0.8676923076923077,182.6,169.2,1.0,5674.0,840.0,5089.0,3526.8,1562.2,1192.2,698.8
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,full_random,5,0.1088415384445713,0.8539999999999999,192.4,170.8,1.0,5674.0,840.0,5074.0,3468.4,1605.6,1148.4,742.6
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,full_random,6,0.0990904951838997,0.8373056994818653,179.6,161.6,1.0,5674.0,840.0,5094.0,3446.4,1647.6,1161.2,729.8
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,full_random,7,0.07791167660759585,0.8581632653061224,182.6,168.2,1.0,5674.0,840.0,5085.0,3502.8,1582.2,1170.4,720.6
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,full_random,8,0.10338064713064714,0.8649484536082473,187.2,167.8,1.0,5674.0,840.0,5091.0,3413.2,1677.8,1137.8,753.2
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,full_random,9,0.10008263591661296,0.8724489795918368,190.2,171.0,1.0,5674.0,840.0,5086.0,3422.6,1663.4,1144.0,747.0
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,stratified,0,0.03366040395655,0.5757575757575758,118.0,114.0,1.0,5673.0,840.0,5081.0,3468.6,1612.4,1176.4,715.6
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,stratified,1,0.02861032868909185,0.6266666666666667,126.0,122.2,1.0,5674.0,840.0,5089.0,3464.4,1624.6,1144.0,747.0
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,stratified,2,0.03232244961428915,0.6512820512820513,131.4,127.0,1.0,5674.0,840.0,5088.0,3424.4,1663.6,1137.2,753.8
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,stratified,3,0.021592775392653342,0.6050505050505051,122.6,119.8,1.0,5673.0,840.0,5081.0,3404.6,1676.4,1142.6,749.4
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,stratified,4,0.030663013207962275,0.7282051282051282,146.6,142.0,1.0,5674.0,840.0,5089.0,3526.8,1562.2,1192.2,698.8
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,stratified,5,0.04595725872034452,0.714,150.0,142.8,1.0,5674.0,840.0,5074.0,3468.4,1605.6,1148.4,742.6
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,stratified,6,0.03866918642595013,0.7191709844559585,144.4,138.8,1.0,5674.0,840.0,5094.0,3446.4,1647.6,1161.2,729.8
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,stratified,7,0.02642236891573409,0.7479591836734694,150.6,146.6,1.0,5674.0,840.0,5085.0,3502.8,1582.2,1170.4,720.6
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,stratified,8,0.0492637571790899,0.6752577319587629,138.0,131.0,1.0,5674.0,840.0,5091.0,3413.2,1677.8,1137.8,753.2
weibo_gadbench,hgb_graph_features,1.0,zero_exposure,stratified,9,0.04262782362825243,0.689795918367347,141.4,135.2,1.0,5674.0,840.0,5086.0,3422.6,1663.4,1144.0,747.0
