dataset,model,label_fraction,design,method,fdp_mean,fdp_std,power_mean,power_std,discoveries_mean,discoveries_std,true_discoveries_mean,true_discoveries_std,nonempty_mean,nonempty_std,reference_labels_mean,reference_labels_std,training_labels_mean,training_labels_std,n_reference_mean,n_reference_std,cal_low_mean,cal_low_std,cal_high_mean,cal_high_std,test_low_mean,test_low_std,test_high_mean,test_high_std
tolokers,hgb_attributes,0.5,exposure_80,filtered_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3978.34,25.581078076491508,1176.0,0.0,3108.7200000000003,24.987143360803294,2570.56,18.078790520017275,538.1600000000001,10.096776163156667,2115.16,8.169754518275965,530.24,8.07178900726336
tolokers,hgb_attributes,0.5,exposure_80,full_random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3978.34,25.581078076491508,1176.0,0.0,3108.7200000000003,24.987143360803294,2570.56,18.078790520017275,538.1600000000001,10.096776163156667,2115.16,8.169754518275965,530.24,8.07178900726336
tolokers,hgb_attributes,0.5,exposure_80,stratified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3978.34,25.581078076491508,1176.0,0.0,3108.7200000000003,24.987143360803294,2570.56,18.078790520017275,538.1600000000001,10.096776163156667,2115.16,8.169754518275965,530.24,8.07178900726336
tolokers,hgb_attributes,0.5,zero_exposure,filtered_low,0.05727303176275779,0.10082321469738015,0.002970587527959963,0.0054895692281867305,5.92,11.002706737687575,1.72,3.1793779964710773,0.08,0.13984117975602023,3978.34,25.581078076491508,1176.0,0.0,3108.7200000000003,24.987143360803294,640.1600000000001,20.868860374570843,2468.56,16.663146294876206,474.88,12.880717716373152,2170.52,13.04631067475482
tolokers,hgb_attributes,0.5,zero_exposure,full_random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3978.34,25.581078076491508,1176.0,0.0,3108.7200000000003,24.987143360803294,640.1600000000001,20.868860374570843,2468.56,16.663146294876206,474.88,12.880717716373152,2170.52,13.04631067475482
tolokers,hgb_attributes,0.5,zero_exposure,stratified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3978.34,25.581078076491508,1176.0,0.0,3108.7200000000003,24.987143360803294,640.1600000000001,20.868860374570843,2468.56,16.663146294876206,474.88,12.880717716373152,2170.52,13.04631067475482
tolokers,hgb_attributes,1.0,exposure_80,filtered_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7936.6,0.5163977794942517,1176.0,0.0,6203.7,8.895067297228428,5171.9400000000005,8.69178411553754,1031.76,6.5318365632408,2115.8599999999997,5.965120842586975,529.54,5.8378458736459145
tolokers,hgb_attributes,1.0,exposure_80,full_random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7936.6,0.5163977794942517,1176.0,0.0,6203.7,8.895067297228428,5171.9400000000005,8.69178411553754,1031.76,6.5318365632408,2115.8599999999997,5.965120842586975,529.54,5.8378458736459145
tolokers,hgb_attributes,1.0,exposure_80,stratified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7936.6,0.5163977794942517,1176.0,0.0,6203.7,8.895067297228428,5171.9400000000005,8.69178411553754,1031.76,6.5318365632408,2115.8599999999997,5.965120842586975,529.54,5.8378458736459145
tolokers,hgb_attributes,1.0,zero_exposure,filtered_low,0.065355287997338,0.0697202979000964,0.003291606666016511,0.0037208456076729467,5.68,6.505519024472819,1.9,2.146314670934033,0.1,0.10540925533894599,7936.6,0.5163977794942517,1176.0,0.0,6203.7,8.895067297228428,749.4399999999999,12.67501479289076,5454.26,17.710524178201705,274.41999999999996,4.492413357848738,2370.98,4.338407285834136
tolokers,hgb_attributes,1.0,zero_exposure,full_random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7936.6,0.5163977794942517,1176.0,0.0,6203.7,8.895067297228428,749.4399999999999,12.67501479289076,5454.26,17.710524178201705,274.41999999999996,4.492413357848738,2370.98,4.338407285834136
tolokers,hgb_attributes,1.0,zero_exposure,stratified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7936.6,0.5163977794942517,1176.0,0.0,6203.7,8.895067297228428,749.4399999999999,12.67501479289076,5454.26,17.710524178201705,274.41999999999996,4.492413357848738,2370.98,4.338407285834136
tolokers,hgb_graph_features,0.25,exposure_80,filtered_low,0.005600000000000001,0.017708754896942926,0.000621761658031088,0.0019661830011409613,0.5,1.5811388300841898,0.36,1.1384199576606167,0.02,0.06324555320336758,1987.0400000000002,21.345371603438736,1176.0,0.0,1549.6799999999998,17.737393019018096,1276.56,17.799076130830823,273.12,5.463576362298461,2115.12,9.199613518452246,530.28,8.845940688624767
tolokers,hgb_graph_features,0.25,exposure_80,full_random,0.010305882352941177,0.02182867828554821,0.0010684970532200914,0.0022900545297686223,0.8400000000000001,1.810586154321915,0.62,1.3281566172707193,0.04,0.0843274042711568,1987.0400000000002,21.345371603438736,1176.0,0.0,1549.6799999999998,17.737393019018096,1276.56,17.799076130830823,273.12,5.463576362298461,2115.12,9.199613518452246,530.28,8.845940688624767
tolokers,hgb_graph_features,0.25,exposure_80,stratified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987.0400000000002,21.345371603438736,1176.0,0.0,1549.6799999999998,17.737393019018096,1276.56,17.799076130830823,273.12,5.463576362298461,2115.12,9.199613518452246,530.28,8.845940688624767
tolokers,hgb_graph_features,0.25,zero_exposure,filtered_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987.0400000000002,21.345371603438736,1176.0,0.0,1549.6799999999998,17.737393019018096,442.76000000000005,14.0604409603682,1106.92,10.19245908611963,674.1600000000001,10.899459721574416,1971.2400000000002,11.095865095711174
tolokers,hgb_graph_features,0.25,zero_exposure,full_random,0.010305882352941177,0.02182867828554821,0.0010684970532200914,0.0022900545297686223,0.8400000000000001,1.810586154321915,0.62,1.3281566172707193,0.04,0.0843274042711568,1987.0400000000002,21.345371603438736,1176.0,0.0,1549.6799999999998,17.737393019018096,442.76000000000005,14.0604409603682,1106.92,10.19245908611963,674.1600000000001,10.899459721574416,1971.2400000000002,11.095865095711174
tolokers,hgb_graph_features,0.25,zero_exposure,stratified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987.0400000000002,21.345371603438736,1176.0,0.0,1549.6799999999998,17.737393019018096,442.76000000000005,14.0604409603682,1106.92,10.19245908611963,674.1600000000001,10.899459721574416,1971.2400000000002,11.095865095711174
