dataset,model,label_fraction,removed,mean,std,count,lower,upper,metric
tolokers,hgb_attributes,0.25,0.05,0.0,0.0,10,0.0,0.0,fdp
tolokers,hgb_attributes,0.25,0.1,0.009094736842105261,0.02876008314089978,10,-0.01147898724902788,0.029668460933238404,fdp
tolokers,hgb_attributes,0.25,0.2,-0.0008617142857142698,0.0019412295703748758,10,-0.0022503862649564037,0.0005269576935278639,fdp
tolokers,hgb_attributes,0.25,0.4,-0.00086628937936238,0.0019798586938316034,10,-0.002282594968840877,0.0005500162101161174,fdp
tolokers,hgb_attributes,0.25,0.6,0.02708588007736944,0.05751367057665427,10,-0.014056921357362005,0.06822868151210089,fdp
tolokers,hgb_attributes,0.25,0.8,0.01793288797722124,0.038766362678917796,10,-0.009798897284506041,0.04566467323894852,fdp
tolokers,hgb_attributes,0.25,0.9,0.00778944176078995,0.008636353135093333,10,0.0016113669031995338,0.013967516618380367,fdp
tolokers,hgb_attributes,0.25,0.97,0.0017941297828505801,0.002121339768113639,10,0.00027661472982028006,0.00331164483588088,fdp
tolokers,hgb_attributes,0.5,0.0,0.0,0.0,10,0.0,0.0,fdp
tolokers,hgb_attributes,0.5,0.05,-0.00035999999999999997,0.0011384199576606165,10,-0.0011743765786073538,0.0004543765786073538,fdp
tolokers,hgb_attributes,0.5,0.1,-0.0014427972027972,0.003910638638438886,10,-0.0042402995595601746,0.0013547051539657745,fdp
tolokers,hgb_attributes,0.5,0.2,-0.00071188811188811,0.002251187872763218,10,-0.002322290903306688,0.0008985146795304679,fdp
tolokers,hgb_attributes,0.5,0.4,-0.00239797385620914,0.002490080404337651,10,-0.004179270069874303,-0.0006166776425439763,fdp
tolokers,hgb_attributes,0.5,0.6,-0.00048765217391303,0.001056691606789229,10,-0.001243563812310943,0.0002682594644848829,fdp
tolokers,hgb_attributes,0.5,0.8,0.04528719298016716,0.07160218967423612,10,-0.005933927885919059,0.09650831384625339,fdp
tolokers,hgb_attributes,0.5,0.9,0.02121548297238493,0.03228942015542033,10,-0.0018829767255833726,0.04431394267035323,fdp
tolokers,hgb_attributes,0.5,0.97,0.00704677780884049,0.0058721222095611085,10,0.0028461146335272327,0.011247440984153747,fdp
tolokers,hgb_attributes,1.0,0.0,0.0,0.0,10,0.0,0.0,fdp
tolokers,hgb_attributes,1.0,0.05,-0.00017142857142857002,0.0005421047417431462,10,-0.0005592269421939734,0.0002163697993368333,fdp
tolokers,hgb_attributes,1.0,0.1,-0.00017142857142857002,0.0005421047417431462,10,-0.0005592269421939734,0.0002163697993368333,fdp
tolokers,hgb_attributes,1.0,0.2,-0.0014285714285714201,0.0037832426792459416,10,-0.004134940206132965,0.0012777973489901243,fdp
tolokers,hgb_attributes,1.0,0.4,-0.0013850000000000002,0.002985897408373793,10,-0.003520982331600103,0.0007509823316001025,fdp
tolokers,hgb_attributes,1.0,0.6,-0.00275753021488313,0.004408201177209827,10,-0.005910967369908194,0.0003959069401419332,fdp
tolokers,hgb_attributes,1.0,0.8,0.03506710091910093,0.08016642815638732,10,-0.022280507089571876,0.09241470892777373,fdp
tolokers,hgb_attributes,1.0,0.9,0.04820856220095289,0.060383218651608055,10,0.005013009733788425,0.09140411466811735,fdp
tolokers,hgb_attributes,1.0,0.97,0.01828738263902411,0.013631444398125385,10,0.008536034750469984,0.028038730527578236,fdp
tolokers,hgb_graph_features,0.25,0.0,0.0,0.0,10,0.0,0.0,fdp
tolokers,hgb_graph_features,0.25,0.05,-0.00224972912467645,0.002761289726404589,10,-0.0042250367998458195,-0.00027442144950707995,fdp
tolokers,hgb_graph_features,0.25,0.1,-0.00339685647685646,0.0045145301474174135,10,-0.006626356795024269,-0.00016735615868865034,fdp
tolokers,hgb_graph_features,0.25,0.2,-0.00418440343553384,0.006185184943265826,10,-0.008609018199404822,0.0002402113283371428,fdp
tolokers,hgb_graph_features,0.25,0.4,0.00240542274916938,0.019772161892318375,10,-0.011738729806470576,0.016549575304809334,fdp
tolokers,hgb_graph_features,0.25,0.6,-0.00386883670149743,0.004465161178499711,10,-0.00706302058680931,-0.0006746528161855501,fdp
tolokers,hgb_graph_features,0.25,0.8,6.635466830336012e-05,0.0017338244735198972,10,-0.00117394864257005,0.0013066579791767704,fdp
tolokers,hgb_graph_features,0.25,0.9,0.00584605693862811,0.006602098346226681,10,0.0011232002927573492,0.01056891358449887,fdp
tolokers,hgb_graph_features,0.25,0.97,0.006622146770173321,0.007412619506840317,10,0.0013194782146222382,0.011924815325724404,fdp
tolokers,hgb_graph_features,0.5,0.0,0.0,0.0,10,0.0,0.0,fdp
tolokers,hgb_graph_features,0.5,0.05,-0.0009684149900442609,0.0028805287529380837,10,-0.0030290211263055856,0.0010921911462170638,fdp
tolokers,hgb_graph_features,0.5,0.1,0.00040028032227117994,0.0028548141482857294,10,-0.0016419306939677776,0.0024424913385101376,fdp
tolokers,hgb_graph_features,0.5,0.2,0.0034834895999141594,0.015370713510227825,10,-0.00751205645932391,0.014479035659152229,fdp
tolokers,hgb_graph_features,0.5,0.4,0.03120533437516071,0.044598443212988365,10,-0.0006984699727910354,0.06310913872311245,fdp
tolokers,hgb_graph_features,0.5,0.6,0.01689320803251863,0.04250508052493545,10,-0.013513094859833149,0.047299510924870405,fdp
tolokers,hgb_graph_features,0.5,0.8,0.0013748348246102405,0.01580667425196364,10,-0.009932578761960641,0.01268224841118112,fdp
tolokers,hgb_graph_features,0.5,0.9,0.00472946350590637,0.010540112978120868,10,-0.0028104791027034216,0.012269406114516162,fdp
tolokers,hgb_graph_features,0.5,0.97,0.0071057879733211595,0.008850353347892661,10,0.000774626585625552,0.013436949361016767,fdp
tolokers,hgb_graph_features,1.0,0.0,0.0,0.0,10,0.0,0.0,fdp
tolokers,hgb_graph_features,1.0,0.05,0.014509754689754692,0.030014930124362363,10,-0.006961632856934864,0.03598114223644425,fdp
tolokers,hgb_graph_features,1.0,0.1,0.017361471861471873,0.06016672985563395,10,-0.02567921385042724,0.06040215757337099,fdp
tolokers,hgb_graph_features,1.0,0.2,0.021596548616502193,0.05828613075154115,10,-0.02009883753892189,0.06329193477192628,fdp
tolokers,hgb_graph_features,1.0,0.4,0.03029726368579246,0.06614718603834663,10,-0.017021582657265128,0.07761611002885005,fdp
tolokers,hgb_graph_features,1.0,0.6,0.14165505764504532,0.10681649650662703,10,0.06524313919743831,0.21806697609265235,fdp
tolokers,hgb_graph_features,1.0,0.8,0.013234197898682732,0.052483926250143524,10,-0.024310541196812484,0.050778936994177945,fdp
tolokers,hgb_graph_features,1.0,0.9,0.0032489882809497,0.02188615678868647,10,-0.012407425122993912,0.01890540168489331,fdp
tolokers,hgb_graph_features,1.0,0.97,0.01128921090265836,0.01938663976198214,10,-0.0025791557346410456,0.025157577539957766,fdp
weibo,hgb_attributes,0.25,0.0,0.0,0.0,10,0.0,0.0,fdp
weibo,hgb_attributes,0.25,0.05,0.2829654309420705,0.15783629912194605,10,0.17005614435233485,0.39587471753180614,fdp
weibo,hgb_attributes,0.25,0.1,0.5757574482430917,0.07197523564957119,10,0.524269466362305,0.6272454301238785,fdp
weibo,hgb_attributes,0.25,0.2,0.5797779695656922,0.09014229991486451,10,0.515294052801515,0.6442618863298694,fdp
weibo,hgb_attributes,0.25,0.4,0.506380365569706,0.08754458646859477,10,0.4437547410590507,0.5690059900803612,fdp
weibo,hgb_attributes,0.25,0.6,0.4271700746613418,0.09989154251158826,10,0.35571196987761494,0.4986281794450687,fdp
weibo,hgb_attributes,0.25,0.8,0.26679809581491676,0.10717939175825722,10,0.19012657774291214,0.3434696138869214,fdp
weibo,hgb_attributes,0.25,0.9,0.08185595355882186,0.04375689735294766,10,0.050554154853541255,0.11315775226410246,fdp
weibo,hgb_attributes,0.25,0.97,0.0016872194161874298,0.0017787616056598636,10,0.00041477001750317845,0.002959668814871681,fdp
weibo,hgb_attributes,0.5,0.0,0.0,0.0,10,0.0,0.0,fdp
weibo,hgb_attributes,0.5,0.05,0.4113864563177144,0.20186395848266253,10,0.2669816795505663,0.5557912330848626,fdp
weibo,hgb_attributes,0.5,0.1,0.6441666846174081,0.03891885751041348,10,0.6163258111248455,0.6720075581099707,fdp
weibo,hgb_attributes,0.5,0.2,0.6418536459445942,0.038186500071703405,10,0.6145366694034519,0.6691706224857364,fdp
weibo,hgb_attributes,0.5,0.4,0.6501935351517505,0.03380247682969843,10,0.6260126999127124,0.6743743703907886,fdp
weibo,hgb_attributes,0.5,0.6,0.6305977828023255,0.057112888693693034,10,0.5897416834553583,0.6714538821492927,fdp
weibo,hgb_attributes,0.5,0.8,0.5099493152967611,0.11455228417348659,10,0.42800354771854343,0.5918950828749788,fdp
weibo,hgb_attributes,0.5,0.9,0.3230851116397007,0.11692867223936276,10,0.2394393784472922,0.4067308448321092,fdp
weibo,hgb_attributes,0.5,0.97,0.03197151732290169,0.020719788616328803,10,0.01714947344595852,0.04679356119984486,fdp
weibo,hgb_attributes,1.0,0.0,0.0,0.0,10,0.0,0.0,fdp
weibo,hgb_attributes,1.0,0.05,0.43940034832249586,0.21211507243979466,10,0.287662366392221,0.5911383302527707,fdp
weibo,hgb_attributes,1.0,0.1,0.6491235892254044,0.049145347617152293,10,0.6139671254111455,0.6842800530396632,fdp
weibo,hgb_attributes,1.0,0.2,0.6677829903693495,0.014759924061699636,10,0.6572243767602101,0.678341603978489,fdp
weibo,hgb_attributes,1.0,0.4,0.666175308109032,0.015457984409420223,10,0.6551173322093664,0.6772332840086976,fdp
weibo,hgb_attributes,1.0,0.6,0.6668291312233023,0.01635747000228564,10,0.6551277020929593,0.6785305603536453,fdp
weibo,hgb_attributes,1.0,0.8,0.6602641953870156,0.02347823978588549,10,0.6434688744161472,0.6770595163578841,fdp
weibo,hgb_attributes,1.0,0.9,0.5682313356410943,0.11014615504525221,10,0.4894375229633575,0.6470251483188311,fdp
weibo,hgb_attributes,1.0,0.97,0.20131706857299708,0.06063207159062199,10,0.1579434974373379,0.24469063970865626,fdp
weibo,hgb_graph_features,0.25,0.0,0.0,0.0,10,0.0,0.0,fdp
weibo,hgb_graph_features,0.25,0.05,0.34139651197531273,0.18939822340751106,10,0.2059091848821749,0.47688383906845055,fdp
weibo,hgb_graph_features,0.25,0.1,0.6643551206795617,0.02138316909432113,10,0.6490585229964007,0.6796517183627228,fdp
weibo,hgb_graph_features,0.25,0.2,0.6628437702150769,0.02630498767613783,10,0.6440263156194784,0.6816612248106754,fdp
weibo,hgb_graph_features,0.25,0.4,0.6547907477586584,0.035598382278151916,10,0.6293251991545987,0.6802562963627181,fdp
weibo,hgb_graph_features,0.25,0.6,0.621699741507159,0.06621134654346386,10,0.5743349975036752,0.6690644855106428,fdp
weibo,hgb_graph_features,0.25,0.8,0.4961767988403121,0.09532121681623809,10,0.42798810810528914,0.564365489575335,fdp
weibo,hgb_graph_features,0.25,0.9,0.3076177380443347,0.12642542700869663,10,0.21717843574337337,0.398057040345296,fdp
weibo,hgb_graph_features,0.25,0.97,0.00135062128000779,0.001743687203730357,10,0.0001032625969666016,0.0025979799630489785,fdp
weibo,hgb_graph_features,0.5,0.0,0.0,0.0,10,0.0,0.0,fdp
weibo,hgb_graph_features,0.5,0.05,0.42799263052608943,0.19146756501661213,10,0.2910249856220687,0.5649602754301102,fdp
weibo,hgb_graph_features,0.5,0.1,0.6804159319585581,0.01190095077032927,10,0.6719025046373861,0.6889293592797301,fdp
weibo,hgb_graph_features,0.5,0.2,0.6769076850617188,0.01635555602640084,10,0.6652076251072429,0.6886077450161948,fdp
weibo,hgb_graph_features,0.5,0.4,0.6807189702644445,0.013494274803930601,10,0.6710657475923868,0.6903721929365022,fdp
weibo,hgb_graph_features,0.5,0.6,0.6812668074278081,0.015957606636377783,10,0.669851423317712,0.6926821915379042,fdp
weibo,hgb_graph_features,0.5,0.8,0.6755260050243658,0.018180778647786264,10,0.6625202594627478,0.6885317505859837,fdp
weibo,hgb_graph_features,0.5,0.9,0.6235035924134728,0.04279005388690519,10,0.5928934318586182,0.6541137529683273,fdp
weibo,hgb_graph_features,0.5,0.97,0.18725530352243086,0.06829450724881266,10,0.13840035612212911,0.2361102509227326,fdp
weibo,hgb_graph_features,1.0,0.0,0.0,0.0,10,0.0,0.0,fdp
weibo,hgb_graph_features,1.0,0.05,0.4949660868513851,0.17663118112154644,10,0.36861175162633153,0.6213204220764387,fdp
weibo,hgb_graph_features,1.0,0.1,0.6833159391527939,0.012315825767461857,10,0.6745057281373086,0.6921261501682792,fdp
weibo,hgb_graph_features,1.0,0.2,0.6937488057659272,0.012800128215060167,10,0.684592145649974,0.7029054658818805,fdp
weibo,hgb_graph_features,1.0,0.4,0.6926302819188004,0.015724245990586746,10,0.6813818339582526,0.7038787298793482,fdp
weibo,hgb_graph_features,1.0,0.6,0.6909299226546197,0.016047400664919487,10,0.6794503037660913,0.7024095415431482,fdp
weibo,hgb_graph_features,1.0,0.8,0.6925718309924455,0.01643198970241538,10,0.6808170936799838,0.7043265683049071,fdp
weibo,hgb_graph_features,1.0,0.9,0.6880613182688514,0.01698161589623144,10,0.675913402062941,0.7002092344747618,fdp
weibo,hgb_graph_features,1.0,0.97,0.5571881163966225,0.06452885730791522,10,0.5110269526870097,0.6033492801062352,fdp
weibo_gadbench,hgb_attributes,0.25,0.0,0.0,0.0,10,0.0,0.0,fdp
weibo_gadbench,hgb_attributes,0.25,0.05,0.06703533718046703,0.017243811809696176,10,0.054699857317142365,0.0793708170437917,fdp
weibo_gadbench,hgb_attributes,0.25,0.1,0.07609652720386498,0.02607674671587605,10,0.057442346355415196,0.09475070805231475,fdp
weibo_gadbench,hgb_attributes,0.25,0.2,0.0716600829643976,0.021735211739883655,10,0.05611164914353717,0.08720851678525804,fdp
weibo_gadbench,hgb_attributes,0.25,0.4,0.06950174375039377,0.023445661133442913,10,0.05272972814353738,0.08627375935725015,fdp
weibo_gadbench,hgb_attributes,0.25,0.6,0.06685355481387834,0.021509126720658397,10,0.0514668524728572,0.08224025715489948,fdp
weibo_gadbench,hgb_attributes,0.25,0.8,0.06297613497396909,0.023507381566213736,10,0.0461599672292906,0.07979230271864758,fdp
weibo_gadbench,hgb_attributes,0.25,0.9,0.055644071223862154,0.01864590657127164,10,0.04230559319001919,0.06898254925770513,fdp
weibo_gadbench,hgb_attributes,0.25,0.97,0.00298427677356244,0.0030913795124621053,10,0.0007728370903464466,0.005195716456778433,fdp
weibo_gadbench,hgb_attributes,0.5,0.0,0.0,0.0,10,0.0,0.0,fdp
