phase,dataset,model,label_fraction,design,scenario,mean,std,count,lower,upper,method,metric
acquisition,tfinance,hgb_graph_features,0.0,zero_exposure,moderate,-0.013067796194797875,0.006818912346785243,10,-0.01794575223327933,-0.00818984015631642,size_alpha,power
acquisition,tfinance,hgb_graph_features,0.0,zero_exposure,neutral,-0.00805596197711248,0.005091340291345841,10,-0.011698087415173423,-0.004413836539051537,size_alpha,power
acquisition,tfinance,hgb_graph_features,0.0,zero_exposure,severe,-0.3151090579210058,0.07160961098474063,10,-0.36633548767281277,-0.26388262816919883,size_alpha,power
acquisition,weibo_gadbench,hgb_attributes,0.0,exposure_80,moderate,-0.1614720275134401,0.08145220788625604,10,-0.2197394269314316,-0.10320462809544859,size_alpha,power
acquisition,weibo_gadbench,hgb_attributes,0.0,exposure_80,neutral,-0.1949013770246006,0.08276445132576155,10,-0.25410749884935707,-0.13569525519984416,size_alpha,power
acquisition,weibo_gadbench,hgb_attributes,0.0,exposure_80,severe,0.004858297503511048,0.007188767699816846,10,-0.0002842371159717831,0.01000083212299388,size_alpha,power
acquisition,weibo_gadbench,hgb_attributes,0.0,zero_exposure,moderate,-0.07868374378265189,0.09887793959512672,10,-0.149416760720176,-0.007950726845127765,size_alpha,power
acquisition,weibo_gadbench,hgb_attributes,0.0,zero_exposure,neutral,-0.3157905148553299,0.16997165668662453,10,-0.43738091328538165,-0.19420011642527812,size_alpha,power
acquisition,weibo_gadbench,hgb_attributes,0.0,zero_exposure,severe,0.005928925288424545,0.007816921568508457,10,0.00033703646096098095,0.011520814115888109,size_alpha,power
acquisition,weibo_gadbench,hgb_graph_features,0.0,exposure_80,moderate,-0.25275345679258365,0.1097751427937364,10,-0.33128186329399884,-0.17422505029116847,size_alpha,power
acquisition,weibo_gadbench,hgb_graph_features,0.0,exposure_80,neutral,-0.3489052114030855,0.10724707840927937,10,-0.42562514958834086,-0.27218527321783015,size_alpha,power
acquisition,weibo_gadbench,hgb_graph_features,0.0,exposure_80,severe,0.007412956075916843,0.006850452755552083,10,0.0025124373882068913,0.012313474763626795,size_alpha,power
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,-0.1376903780735761,0.12829355984197088,10,-0.2294660620980907,-0.04591469404906148,size_alpha,power
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,-0.34405605018460983,0.13644603005110195,10,-0.4416636600739464,-0.2464484402952732,size_alpha,power
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,0.008152314283298734,0.008124626449119715,10,0.0023403066444890276,0.01396432192210844,size_alpha,power
allocation,amazon,hgb_attributes,0.25,exposure_80,uniform,-0.3483652803827229,0.1289568297458535,10,-0.4406154391135024,-0.2561151216519434,size_alpha,power
allocation,amazon,hgb_attributes,0.25,zero_exposure,uniform,0.08728958123837935,0.0619560813529844,10,0.04296887057564164,0.13161029190111706,size_alpha,power
allocation,amazon,hgb_attributes,0.5,exposure_80,uniform,-0.30461336088063995,0.060903434831234705,10,-0.348181053584498,-0.2610456681767819,size_alpha,power
allocation,amazon,hgb_attributes,0.5,zero_exposure,uniform,0.06270646682754275,0.05289102860675049,10,0.024870504249811805,0.10054242940527369,size_alpha,power
allocation,amazon,hgb_attributes,1.0,exposure_80,uniform,-0.3495247134644005,0.10958025744755766,10,-0.42791370738755424,-0.27113571954124677,size_alpha,power
allocation,amazon,hgb_attributes,1.0,zero_exposure,uniform,0.06314949515869255,0.024693303881184913,10,0.0454849696960547,0.08081402062133039,size_alpha,power
allocation,amazon,hgb_graph_features,0.25,exposure_80,uniform,-0.29699189806199583,0.12765548491385573,10,-0.3883111307801565,-0.20567266534383516,size_alpha,power
allocation,amazon,hgb_graph_features,0.25,zero_exposure,uniform,0.07311448194802725,0.03269011979482352,10,0.04972937899579191,0.09649958490026259,size_alpha,power
allocation,amazon,hgb_graph_features,0.5,exposure_80,uniform,-0.3275336088075237,0.07486905822878173,10,-0.3810917066550025,-0.27397551096004485,size_alpha,power
allocation,amazon,hgb_graph_features,0.5,zero_exposure,uniform,0.051619772910925635,0.04019664481286394,10,0.02286482544719352,0.08037472037465775,size_alpha,power
allocation,amazon,hgb_graph_features,1.0,exposure_80,uniform,-0.3812948393537446,0.1587347744156913,10,-0.49484685644970494,-0.26774282225778423,size_alpha,power
allocation,amazon,hgb_graph_features,1.0,zero_exposure,uniform,0.06717230344837202,0.034431536371502286,10,0.04254146612183775,0.0918031407749063,size_alpha,power
allocation,tfinance,hgb_attributes,0.25,exposure_80,uniform,-0.05586775835308344,0.023305617009252304,10,-0.07253959242855947,-0.039195924277607416,size_alpha,power
allocation,tfinance,hgb_attributes,0.25,zero_exposure,uniform,0.004935582906461034,0.0019519305162301493,10,0.0035392559317009124,0.006331909881221155,size_alpha,power
allocation,tfinance,hgb_attributes,0.5,exposure_80,uniform,-0.046804149743163895,0.02005683850400232,10,-0.06115194767894029,-0.0324563518073875,size_alpha,power
allocation,tfinance,hgb_attributes,0.5,zero_exposure,uniform,0.013030390991840857,0.005159154846045157,10,0.009339753943750433,0.01672102803993128,size_alpha,power
allocation,tfinance,hgb_attributes,1.0,exposure_80,uniform,-0.051550709085801796,0.020908122597277933,10,-0.06650747897664587,-0.036593939194957716,size_alpha,power
allocation,tfinance,hgb_attributes,1.0,zero_exposure,uniform,0.017915977574304742,0.00721873276270445,10,0.012752007240147419,0.023079947908462066,size_alpha,power
allocation,tfinance,hgb_graph_features,0.25,exposure_80,uniform,-0.08273498933224861,0.029515017583080252,10,-0.10384876099015067,-0.06162121767434656,size_alpha,power
allocation,tfinance,hgb_graph_features,0.25,zero_exposure,uniform,0.008047918792473407,0.003485309738286588,10,0.005554678401743287,0.010541159183203528,size_alpha,power
allocation,tfinance,hgb_graph_features,0.5,exposure_80,uniform,-0.0689837895072424,0.012498230675793637,10,-0.0779244851335858,-0.06004309388089902,size_alpha,power
allocation,tfinance,hgb_graph_features,0.5,zero_exposure,uniform,0.015290422609354638,0.004787880961153331,10,0.01186537889882814,0.018715466319881136,size_alpha,power
allocation,tfinance,hgb_graph_features,1.0,exposure_80,uniform,-0.06178929817929418,0.012788959468415807,10,-0.07093796865520435,-0.05264062770338401,size_alpha,power
allocation,tfinance,hgb_graph_features,1.0,zero_exposure,uniform,0.022733143224055563,0.004870494098035176,10,0.019249001635536736,0.02621728481257439,size_alpha,power
allocation,weibo_gadbench,hgb_attributes,0.25,exposure_80,uniform,-0.387850864960151,0.14870985906849715,10,-0.49423148963072466,-0.2814702402895773,size_alpha,power
allocation,weibo_gadbench,hgb_attributes,0.25,zero_exposure,uniform,-0.21813879969404398,0.14714668828458938,10,-0.3234011993491377,-0.11287640003895028,size_alpha,power
allocation,weibo_gadbench,hgb_attributes,0.5,exposure_80,uniform,-0.22611394819431094,0.14096991761572714,10,-0.326957752294837,-0.1252701440937849,size_alpha,power
allocation,weibo_gadbench,hgb_attributes,0.5,zero_exposure,uniform,-0.09429683374129413,0.0677268485717716,10,-0.14274570258674038,-0.04584796489584788,size_alpha,power
allocation,weibo_gadbench,hgb_attributes,1.0,exposure_80,uniform,-0.1179989335890089,0.04785460526593253,10,-0.15223205594849387,-0.08376581122952392,size_alpha,power
allocation,weibo_gadbench,hgb_attributes,1.0,zero_exposure,uniform,-0.039475080263747686,0.01971744404836097,10,-0.05358009003183289,-0.025370070495662485,size_alpha,power
allocation,weibo_gadbench,hgb_graph_features,0.25,exposure_80,uniform,-0.4071643147993946,0.14334765061505755,10,-0.5097090466215459,-0.3046195829772432,size_alpha,power
allocation,weibo_gadbench,hgb_graph_features,0.25,zero_exposure,uniform,-0.2846380375277275,0.12264192757023641,10,-0.37237078737665014,-0.19690528767880483,size_alpha,power
allocation,weibo_gadbench,hgb_graph_features,0.5,exposure_80,uniform,-0.3749593129837241,0.11153608031312053,10,-0.45474741830061355,-0.29517120766683463,size_alpha,power
allocation,weibo_gadbench,hgb_graph_features,0.5,zero_exposure,uniform,-0.17300886784000785,0.10632863877066114,10,-0.24907179388706047,-0.09694594179295525,size_alpha,power
allocation,weibo_gadbench,hgb_graph_features,1.0,exposure_80,uniform,-0.3625505382878585,0.16171550598640744,10,-0.4782348422977754,-0.24686623427794158,size_alpha,power
allocation,weibo_gadbench,hgb_graph_features,1.0,zero_exposure,uniform,-0.051293710583380704,0.018617852901802297,10,-0.06461212023103095,-0.037975300935730455,size_alpha,power
acquisition,amazon,hgb_attributes,0.0,exposure_80,moderate,-0.060733663247088135,0.09052001631818739,10,-0.12548778204888072,0.004020455554704469,pooled_stratum,power
acquisition,amazon,hgb_attributes,0.0,exposure_80,neutral,0.051568051971311334,0.05566644729581331,10,0.01174667446739925,0.09138942947522341,pooled_stratum,power
acquisition,amazon,hgb_attributes,0.0,exposure_80,severe,0.053326701709258774,0.0336788655882252,10,0.029234292625464106,0.07741911079305344,pooled_stratum,power
acquisition,amazon,hgb_attributes,0.0,zero_exposure,moderate,0.2728572936258155,0.051619042020143176,10,0.23593125543711616,0.30978333181451484,pooled_stratum,power
acquisition,amazon,hgb_attributes,0.0,zero_exposure,neutral,0.14016819952969875,0.05563859246445274,10,0.10036674817176511,0.1799696508876324,pooled_stratum,power
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,-0.022405997253148076,0.024017440787943465,10,-0.039587039384544956,-0.005224955121751196,pooled_stratum,power
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,-0.048378766765742945,0.07626040211946308,10,-0.10293217207400077,0.006174638542514883,pooled_stratum,power
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,0.07331441389391587,0.053007658499361635,10,0.035395019317062924,0.1112338084707688,pooled_stratum,power
acquisition,amazon,hgb_graph_features,0.0,exposure_80,severe,0.06847085108343509,0.023628866830757055,10,0.05156777801579186,0.08537392415107832,pooled_stratum,power
acquisition,amazon,hgb_graph_features,0.0,zero_exposure,moderate,0.27319409468392286,0.05407482548297752,10,0.23451129483551642,0.3118768945323293,pooled_stratum,power
acquisition,amazon,hgb_graph_features,0.0,zero_exposure,neutral,0.143866906989253,0.026840503555006272,10,0.1246663674114491,0.1630674465670569,pooled_stratum,power
acquisition,amazon,hgb_graph_features,0.0,zero_exposure,severe,-0.03800061976113334,0.029616622687365583,10,-0.05918707533206778,-0.016814164190198908,pooled_stratum,power
acquisition,tfinance,hgb_attributes,0.0,exposure_80,moderate,-0.04981381468140057,0.030401074375587596,10,-0.07156143318490497,-0.028066196177896175,pooled_stratum,power
acquisition,tfinance,hgb_attributes,0.0,exposure_80,neutral,0.0005131000592553337,0.00935395916576335,10,-0.006178319228141075,0.007204519346651743,pooled_stratum,power
acquisition,tfinance,hgb_attributes,0.0,exposure_80,severe,-0.033864076923304,0.024722712326943223,10,-0.05154963992070892,-0.01617851392589909,pooled_stratum,power
acquisition,tfinance,hgb_attributes,0.0,zero_exposure,moderate,0.030903424637694153,0.006373630470116579,10,0.026344004064791204,0.0354628452105971,pooled_stratum,power
acquisition,tfinance,hgb_attributes,0.0,zero_exposure,neutral,0.030765954489004144,0.006034142571933866,10,0.026449388928559664,0.035082520049448625,pooled_stratum,power
acquisition,tfinance,hgb_attributes,0.0,zero_exposure,severe,-0.04776219891713253,0.0542071270676858,10,-0.08653964161783091,-0.008984756216434145,pooled_stratum,power
acquisition,tfinance,hgb_graph_features,0.0,exposure_80,moderate,-0.06741260300079475,0.03755829159351565,10,-0.09428018626867612,-0.04054501973291338,pooled_stratum,power
acquisition,tfinance,hgb_graph_features,0.0,exposure_80,neutral,-0.0038307625315676997,0.01211812595647761,10,-0.012499547621956323,0.004838022558820924,pooled_stratum,power
acquisition,tfinance,hgb_graph_features,0.0,exposure_80,severe,-0.1911746181233634,0.030371481369042146,10,-0.21290106706526707,-0.16944816918145972,pooled_stratum,power
acquisition,tfinance,hgb_graph_features,0.0,zero_exposure,moderate,0.034130766159804135,0.009021380789787864,10,0.027677259110438297,0.04058427320916997,pooled_stratum,power
acquisition,tfinance,hgb_graph_features,0.0,zero_exposure,neutral,0.03620657698037828,0.007554673881684284,10,0.030802288846759222,0.04161086511399734,pooled_stratum,power
acquisition,tfinance,hgb_graph_features,0.0,zero_exposure,severe,-0.114398183374347,0.12069166962292094,10,-0.20073580273223335,-0.028060564016460635,pooled_stratum,power
acquisition,weibo_gadbench,hgb_attributes,0.0,exposure_80,moderate,-0.1614720275134401,0.08145220788625604,10,-0.2197394269314316,-0.10320462809544859,pooled_stratum,power
acquisition,weibo_gadbench,hgb_attributes,0.0,exposure_80,neutral,-0.1037220781561364,0.07567690888230212,10,-0.15785807754760395,-0.049586078764668855,pooled_stratum,power
acquisition,weibo_gadbench,hgb_attributes,0.0,exposure_80,severe,0.004858297503511048,0.007188767699816846,10,-0.0002842371159717831,0.01000083212299388,pooled_stratum,power
acquisition,weibo_gadbench,hgb_attributes,0.0,zero_exposure,moderate,-0.07868374378265189,0.09887793959512672,10,-0.149416760720176,-0.007950726845127765,pooled_stratum,power
acquisition,weibo_gadbench,hgb_attributes,0.0,zero_exposure,neutral,-0.2474594221902846,0.18763716126213104,10,-0.3816869613158813,-0.1132318830646879,pooled_stratum,power
acquisition,weibo_gadbench,hgb_attributes,0.0,zero_exposure,severe,0.005928925288424545,0.007816921568508457,10,0.00033703646096098095,0.011520814115888109,pooled_stratum,power
acquisition,weibo_gadbench,hgb_graph_features,0.0,exposure_80,moderate,-0.25275345679258365,0.1097751427937364,10,-0.33128186329399884,-0.17422505029116847,pooled_stratum,power
acquisition,weibo_gadbench,hgb_graph_features,0.0,exposure_80,neutral,-0.23585770290402835,0.10221783052707352,10,-0.3089799338849094,-0.1627354719231473,pooled_stratum,power
acquisition,weibo_gadbench,hgb_graph_features,0.0,exposure_80,severe,0.007412956075916843,0.006850452755552083,10,0.0025124373882068913,0.012313474763626795,pooled_stratum,power
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,-0.1376903780735761,0.12829355984197088,10,-0.2294660620980907,-0.04591469404906148,pooled_stratum,power
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,-0.28546325870705924,0.12487942712591137,10,-0.3747966193152403,-0.1961298980988782,pooled_stratum,power
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,0.008152314283298734,0.008124626449119715,10,0.0023403066444890276,0.01396432192210844,pooled_stratum,power
allocation,amazon,hgb_attributes,0.25,exposure_80,uniform,-0.1261183449827233,0.14782516888133956,10,-0.23186610041826936,-0.02037058954717727,pooled_stratum,power
allocation,amazon,hgb_attributes,0.25,zero_exposure,uniform,0.18729441344588907,0.07199405495987485,10,0.135792969041511,0.23879585785026713,pooled_stratum,power
allocation,amazon,hgb_attributes,0.5,exposure_80,uniform,-0.08965882990985789,0.08945774012312961,10,-0.15365304209946767,-0.025664617720248112,pooled_stratum,power
allocation,amazon,hgb_attributes,0.5,zero_exposure,uniform,0.12257041512965498,0.05824091534284714,10,0.08090737412909645,0.1642334561302135,pooled_stratum,power
allocation,amazon,hgb_attributes,1.0,exposure_80,uniform,-0.08579422925811939,0.05205256750260179,10,-0.12303039289460976,-0.04855806562162901,pooled_stratum,power
allocation,amazon,hgb_attributes,1.0,zero_exposure,uniform,0.08698540334835861,0.026059256488418357,10,0.06834373425490768,0.10562707244180954,pooled_stratum,power
allocation,amazon,hgb_graph_features,0.25,exposure_80,uniform,-0.05120524516720827,0.12210963370181352,10,-0.13855721492134881,0.03614672458693226,pooled_stratum,power
allocation,amazon,hgb_graph_features,0.25,zero_exposure,uniform,0.1789515875689157,0.04318567327467286,10,0.14805841795288568,0.2098447571849457,pooled_stratum,power
allocation,amazon,hgb_graph_features,0.5,exposure_80,uniform,-0.09271301016790172,0.1347052469061794,10,-0.18907533881272068,0.0036493184769172404,pooled_stratum,power
allocation,amazon,hgb_graph_features,0.5,zero_exposure,uniform,0.11634265057646216,0.03557525072895333,10,0.09089364928586748,0.14179165186705683,pooled_stratum,power
allocation,amazon,hgb_graph_features,1.0,exposure_80,uniform,-0.12319857509617908,0.16524049459286164,10,-0.24140450404919092,-0.004992646143167245,pooled_stratum,power
allocation,amazon,hgb_graph_features,1.0,zero_exposure,uniform,0.09166629901676658,0.03392036306523427,10,0.06740113304501898,0.11593146498851419,pooled_stratum,power
allocation,tfinance,hgb_attributes,0.25,exposure_80,uniform,-0.01626371902344228,0.016608971003102185,10,-0.028145061131577945,-0.004382376915306612,pooled_stratum,power
allocation,tfinance,hgb_attributes,0.25,zero_exposure,uniform,0.024573732785557488,0.003005573537747128,10,0.022423674998927397,0.02672379057218758,pooled_stratum,power
allocation,tfinance,hgb_attributes,0.5,exposure_80,uniform,-0.019914616225255078,0.016289698053716824,10,-0.0315675642241583,-0.008261668226351852,pooled_stratum,power
allocation,tfinance,hgb_attributes,0.5,zero_exposure,uniform,0.026994035748924106,0.006286053911622074,10,0.022497263671941346,0.031490807825906866,pooled_stratum,power
allocation,tfinance,hgb_attributes,1.0,exposure_80,uniform,-0.025486703211678573,0.017996071880431636,10,-0.03836031751168983,-0.012613088911667318,pooled_stratum,power
allocation,tfinance,hgb_attributes,1.0,zero_exposure,uniform,0.02911998608323284,0.008392868426025525,10,0.02311608969377234,0.035123882472693345,pooled_stratum,power
allocation,tfinance,hgb_graph_features,0.25,exposure_80,uniform,-0.04054847061361094,0.021121825523188593,10,-0.05565811436833135,-0.025438826858890533,pooled_stratum,power
allocation,tfinance,hgb_graph_features,0.25,zero_exposure,uniform,0.03168161079763242,0.00581154982322851,10,0.027524278497193307,0.03583894309807153,pooled_stratum,power
allocation,tfinance,hgb_graph_features,0.5,exposure_80,uniform,-0.03612129860356685,0.013399897215778266,10,-0.045707007616170914,-0.026535589590962787,pooled_stratum,power
allocation,tfinance,hgb_graph_features,0.5,zero_exposure,uniform,0.032753247181274335,0.0042495997648039725,10,0.029713266641910503,0.03579322772063817,pooled_stratum,power
allocation,tfinance,hgb_graph_features,1.0,exposure_80,uniform,-0.030009435766113278,0.01219004960948677,10,-0.03872967193838464,-0.021289199593841915,pooled_stratum,power
allocation,tfinance,hgb_graph_features,1.0,zero_exposure,uniform,0.03620354726838652,0.003835518708389937,10,0.03345978247236009,0.038947312064412945,pooled_stratum,power
allocation,weibo_gadbench,hgb_attributes,0.25,exposure_80,uniform,-0.3519327619676586,0.1109758287332898,10,-0.4313200874478352,-0.27254543648748203,pooled_stratum,power
allocation,weibo_gadbench,hgb_attributes,0.25,zero_exposure,uniform,-0.1934252329367784,0.13621338136222072,10,-0.29086641597985885,-0.09598404989369799,pooled_stratum,power
allocation,weibo_gadbench,hgb_attributes,0.5,exposure_80,uniform,-0.18341001287255532,0.10367032044614592,10,-0.25757129254789757,-0.10924873319721304,pooled_stratum,power
allocation,weibo_gadbench,hgb_attributes,0.5,zero_exposure,uniform,-0.0712950169992155,0.03928218616433347,10,-0.09939580015349675,-0.04319423384493426,pooled_stratum,power
allocation,weibo_gadbench,hgb_attributes,1.0,exposure_80,uniform,-0.11106253468243137,0.0489797763993916,10,-0.1461005559826351,-0.07602451338222761,pooled_stratum,power
allocation,weibo_gadbench,hgb_attributes,1.0,zero_exposure,uniform,-0.023093300175447824,0.011985907534351204,10,-0.031667501904471776,-0.014519098446423868,pooled_stratum,power
allocation,weibo_gadbench,hgb_graph_features,0.25,exposure_80,uniform,-0.38066506719281906,0.12736532138447892,10,-0.4717767294263792,-0.2895534049592589,pooled_stratum,power
allocation,weibo_gadbench,hgb_graph_features,0.25,zero_exposure,uniform,-0.2484099171063619,0.11774971394922673,10,-0.33264298815601157,-0.16417684605671223,pooled_stratum,power
allocation,weibo_gadbench,hgb_graph_features,0.5,exposure_80,uniform,-0.3452584648219039,0.10921082491060195,10,-0.4233831826284561,-0.26713374701535175,pooled_stratum,power
allocation,weibo_gadbench,hgb_graph_features,0.5,zero_exposure,uniform,-0.15630695827938346,0.10637647928038926,10,-0.23240410736545525,-0.08020980919331168,pooled_stratum,power
allocation,weibo_gadbench,hgb_graph_features,1.0,exposure_80,uniform,-0.31798408093568686,0.14578992459125797,10,-0.42227591031298567,-0.21369225155838806,pooled_stratum,power
allocation,weibo_gadbench,hgb_graph_features,1.0,zero_exposure,uniform,-0.036287795516577556,0.016055135421406373,10,-0.04777294751657484,-0.02480264351658027,pooled_stratum,power
