dataset,model,label_fraction,removed,method,seed,fdp,power,discoveries,nonempty,n_calib,pool_size
amazon,hgb_attributes,1.0,0.4,exposure,6,0.1470833569471158,0.7893617021276595,174.0,1.0,3161.0,5268.0
amazon,hgb_attributes,1.0,0.4,exposure,7,0.15091248022794568,0.8288770053475936,182.8,1.0,3162.0,5270.0
amazon,hgb_attributes,1.0,0.4,exposure,8,0.13634597535577866,0.784864864864865,168.2,1.0,3166.0,5276.0
amazon,hgb_attributes,1.0,0.4,exposure,9,0.13284174193949896,0.8161290322580645,175.2,1.0,3164.0,5272.0
amazon,hgb_attributes,1.0,0.4,random,0,0.10976858994331247,0.7828756756756757,163.096,1.0,3166.0,5276.0
amazon,hgb_attributes,1.0,0.4,random,1,0.09387833436905436,0.7780765027322405,157.408,1.0,3170.0,5283.0
amazon,hgb_attributes,1.0,0.4,random,2,0.10956453538287217,0.7673005464480874,157.82,1.0,3170.0,5282.0
amazon,hgb_attributes,1.0,0.4,random,3,0.07794684513370245,0.8243225806451612,166.7,1.0,3164.0,5272.0
amazon,hgb_attributes,1.0,0.4,random,4,0.07277639927278748,0.7581739130434783,150.612,1.0,3169.0,5281.0
amazon,hgb_attributes,1.0,0.4,random,5,0.07225317394865621,0.7642795698924731,153.348,1.0,3165.0,5275.0
amazon,hgb_attributes,1.0,0.4,random,6,0.07462082840491586,0.758,154.096,1.0,3161.0,5268.0
amazon,hgb_attributes,1.0,0.4,random,7,0.10259012794944802,0.7950802139037434,165.85999999999999,1.0,3162.0,5270.0
amazon,hgb_attributes,1.0,0.4,random,8,0.09807899944442484,0.7782918918918919,159.748,1.0,3166.0,5276.0
amazon,hgb_attributes,1.0,0.4,random,9,0.08057854047238894,0.7978494623655914,161.716,1.0,3164.0,5272.0
amazon,hgb_attributes,1.0,0.6,exposure,0,0.18119327664809678,0.8248648648648649,186.432,1.0,2111.0,5276.0
amazon,hgb_attributes,1.0,0.6,exposure,1,0.1755663921487047,0.8174863387978142,181.6,1.0,2114.0,5283.0
amazon,hgb_attributes,1.0,0.6,exposure,2,0.16414437489240624,0.7890710382513662,173.0,1.0,2113.0,5282.0
amazon,hgb_attributes,1.0,0.6,exposure,3,0.16463187059629905,0.8620860215053764,192.096,1.0,2109.0,5272.0
amazon,hgb_attributes,1.0,0.6,exposure,4,0.1183797176737229,0.7923913043478261,165.6,1.0,2113.0,5281.0
amazon,hgb_attributes,1.0,0.6,exposure,5,0.14824068090359388,0.832258064516129,182.2,1.0,2110.0,5275.0
amazon,hgb_attributes,1.0,0.6,exposure,6,0.15252875417879475,0.7936170212765957,176.2,1.0,2108.0,5268.0
amazon,hgb_attributes,1.0,0.6,exposure,7,0.15119391800199428,0.8320855614973262,183.6,1.0,2108.0,5270.0
amazon,hgb_attributes,1.0,0.6,exposure,8,0.15112852766949658,0.7881081081081083,171.8,1.0,2111.0,5276.0
amazon,hgb_attributes,1.0,0.6,exposure,9,0.1420095572292363,0.8193548387096774,177.8,1.0,2109.0,5272.0
amazon,hgb_attributes,1.0,0.6,random,0,0.10761669670381324,0.7815135135135135,162.512,1.0,2111.0,5276.0
amazon,hgb_attributes,1.0,0.6,random,1,0.09305236637297438,0.7771803278688525,157.132,1.0,2114.0,5283.0
amazon,hgb_attributes,1.0,0.6,random,2,0.10890942418508272,0.7659016393442623,157.464,1.0,2113.0,5282.0
amazon,hgb_attributes,1.0,0.6,random,3,0.07739165271078105,0.8196559139784947,165.772,1.0,2109.0,5272.0
amazon,hgb_attributes,1.0,0.6,random,4,0.07246902195518377,0.7561739130434784,150.204,1.0,2113.0,5281.0
amazon,hgb_attributes,1.0,0.6,random,5,0.07180168012013803,0.7589892473118279,152.292,1.0,2110.0,5275.0
amazon,hgb_attributes,1.0,0.6,random,6,0.07338979725530985,0.7572127659574468,153.78,1.0,2108.0,5268.0
amazon,hgb_attributes,1.0,0.6,random,7,0.10075791919144624,0.7915508021390373,164.9,1.0,2108.0,5270.0
amazon,hgb_attributes,1.0,0.6,random,8,0.09601306636779142,0.7766702702702702,159.10399999999998,1.0,2111.0,5276.0
amazon,hgb_attributes,1.0,0.6,random,9,0.07895639125822565,0.7943870967741935,160.768,1.0,2109.0,5272.0
amazon,hgb_attributes,1.0,0.8,exposure,0,0.16416747138643378,0.812972972972973,181.8,1.0,1056.0,5276.0
amazon,hgb_attributes,1.0,0.8,exposure,1,0.18562112697375333,0.8185792349726775,184.12,1.0,1057.0,5283.0
amazon,hgb_attributes,1.0,0.8,exposure,2,0.13148870981762548,0.7761311475409837,164.192,1.0,1057.0,5282.0
amazon,hgb_attributes,1.0,0.8,exposure,3,0.16304546487429034,0.8612903225806452,191.6,1.0,1055.0,5272.0
amazon,hgb_attributes,1.0,0.8,exposure,4,0.13159190625753736,0.7913043478260869,168.13600000000002,1.0,1057.0,5281.0
amazon,hgb_attributes,1.0,0.8,exposure,5,0.156788434429252,0.8451612903225808,187.2,1.0,1055.0,5275.0
amazon,hgb_attributes,1.0,0.8,exposure,6,0.1724015275132013,0.8074468085106383,183.6,1.0,1054.0,5268.0
amazon,hgb_attributes,1.0,0.8,exposure,7,0.18740571500890363,0.8556149732620322,197.8,1.0,1054.0,5270.0
amazon,hgb_attributes,1.0,0.8,exposure,8,0.15400899906765433,0.7913513513513515,173.2,1.0,1056.0,5276.0
amazon,hgb_attributes,1.0,0.8,exposure,9,0.14265357956518948,0.8258064516129032,179.6,1.0,1055.0,5272.0
amazon,hgb_attributes,1.0,0.8,random,0,0.10624377457455374,0.7769513513513513,161.576,1.0,1056.0,5276.0
amazon,hgb_attributes,1.0,0.8,random,1,0.08949124416049101,0.7729617486338797,155.792,1.0,1057.0,5283.0
amazon,hgb_attributes,1.0,0.8,random,2,0.10411035212508124,0.7633879781420765,156.31199999999998,1.0,1057.0,5282.0
amazon,hgb_attributes,1.0,0.8,random,3,0.0769755613972414,0.809763440860215,163.976,1.0,1055.0,5272.0
amazon,hgb_attributes,1.0,0.8,random,4,0.07182673159641054,0.7488260869565218,148.78,1.0,1057.0,5281.0
amazon,hgb_attributes,1.0,0.8,random,5,0.07170733338679831,0.7526451612903224,151.184,1.0,1055.0,5275.0
amazon,hgb_attributes,1.0,0.8,random,6,0.06877945366629994,0.7515744680851063,152.004,1.0,1054.0,5268.0
amazon,hgb_attributes,1.0,0.8,random,7,0.09907274812374212,0.7865454545454544,163.872,1.0,1054.0,5270.0
amazon,hgb_attributes,1.0,0.8,random,8,0.09306010466413168,0.7711567567567568,157.60399999999998,1.0,1056.0,5276.0
amazon,hgb_attributes,1.0,0.8,random,9,0.07734151513375255,0.7829677419354838,158.368,1.0,1055.0,5272.0
amazon,hgb_attributes,1.0,0.9,exposure,0,0.18157560946660267,0.8075675675675675,186.2,1.0,528.0,5276.0
amazon,hgb_attributes,1.0,0.9,exposure,1,0.1989235950185886,0.8262295081967214,189.2,1.0,529.0,5283.0
amazon,hgb_attributes,1.0,0.9,exposure,2,0.21507065729985175,0.8153005464480874,192.0,1.0,529.0,5282.0
amazon,hgb_attributes,1.0,0.9,exposure,3,0.15507285580421123,0.8612903225806452,189.8,1.0,528.0,5272.0
amazon,hgb_attributes,1.0,0.9,exposure,4,0.09605510540531059,0.782608695652174,159.4,1.0,529.0,5281.0
amazon,hgb_attributes,1.0,0.9,exposure,5,0.15012498470480443,0.8258064516129032,181.4,1.0,528.0,5275.0
amazon,hgb_attributes,1.0,0.9,exposure,6,0.17615195881917217,0.8063829787234044,184.4,1.0,527.0,5268.0
amazon,hgb_attributes,1.0,0.9,exposure,7,0.22241988553914788,0.8705882352941178,210.6,1.0,527.0,5270.0
amazon,hgb_attributes,1.0,0.9,exposure,8,0.24148319866615364,0.8400000000000001,206.6,1.0,528.0,5276.0
amazon,hgb_attributes,1.0,0.9,exposure,9,0.12151213752355046,0.8150537634408602,173.0,1.0,528.0,5272.0
amazon,hgb_attributes,1.0,0.9,random,0,0.10028856299370474,0.7561945945945946,157.024,0.9879999999999999,528.0,5276.0
amazon,hgb_attributes,1.0,0.9,random,1,0.0892708099366696,0.7647431693989071,154.38799999999998,1.0,529.0,5283.0
amazon,hgb_attributes,1.0,0.9,random,2,0.10290616538171937,0.7553005464480874,154.81199999999998,1.0,529.0,5282.0
amazon,hgb_attributes,1.0,0.9,random,3,0.07291959994118732,0.7881935483870968,159.244,1.0,528.0,5272.0
amazon,hgb_attributes,1.0,0.9,random,4,0.06787590093991511,0.7247391304347826,143.768,0.992,529.0,5281.0
amazon,hgb_attributes,1.0,0.9,random,5,0.0692966922719741,0.7273333333333334,146.18,0.9800000000000001,528.0,5275.0
amazon,hgb_attributes,1.0,0.9,random,6,0.06801081804692641,0.7254255319148936,146.996,0.9960000000000001,527.0,5268.0
amazon,hgb_attributes,1.0,0.9,random,7,0.09009723962073724,0.7565347593582887,156.952,1.0,527.0,5270.0
amazon,hgb_attributes,1.0,0.9,random,8,0.08570252143703973,0.7434378378378378,151.292,0.9879999999999999,528.0,5276.0
amazon,hgb_attributes,1.0,0.9,random,9,0.07665516032934146,0.7426666666666667,150.696,0.984,528.0,5272.0
amazon,hgb_attributes,1.0,0.97,exposure,0,0.15110640168286768,0.7816216216216216,178.52800000000002,1.0,159.0,5276.0
amazon,hgb_attributes,1.0,0.97,exposure,1,0.17793527589967456,0.7027322404371585,164.2,0.8480000000000001,159.0,5283.0
amazon,hgb_attributes,1.0,0.97,exposure,2,0.1413936280718952,0.7783606557377049,169.71999999999997,1.0,159.0,5282.0
amazon,hgb_attributes,1.0,0.97,exposure,3,0.13044969515437557,0.8389247311827956,182.372,1.0,159.0,5272.0
amazon,hgb_attributes,1.0,0.97,exposure,4,0.24130884129540148,0.8094565217391306,203.98,1.0,159.0,5281.0
amazon,hgb_attributes,1.0,0.97,exposure,5,0.19342035692858922,0.708494623655914,182.212,0.8280000000000001,159.0,5275.0
amazon,hgb_attributes,1.0,0.97,exposure,6,0.11907463076790918,0.7797446808510639,168.368,1.0,159.0,5268.0
amazon,hgb_attributes,1.0,0.97,exposure,7,0.20770815774834053,0.8394866310160427,204.496,1.0,159.0,5270.0
amazon,hgb_attributes,1.0,0.97,exposure,8,0.26917679928976856,0.8494054054054054,228.16,1.0,159.0,5276.0
amazon,hgb_attributes,1.0,0.97,exposure,9,0.09350244023646541,0.8038494623655913,165.252,1.0,159.0,5272.0
amazon,hgb_attributes,1.0,0.97,random,0,0.07880964796924837,0.5789405405405406,121.06800000000001,0.76,159.0,5276.0
amazon,hgb_attributes,1.0,0.97,random,1,0.0672359895118328,0.5920437158469946,119.532,0.776,159.0,5283.0
amazon,hgb_attributes,1.0,0.97,random,2,0.07995087438833183,0.6061857923497268,124.076,0.8039999999999999,159.0,5282.0
amazon,hgb_attributes,1.0,0.97,random,3,0.061637247382673996,0.602,122.976,0.76,159.0,5272.0
amazon,hgb_attributes,1.0,0.97,random,4,0.05950894736355115,0.5454565217391304,110.112,0.732,159.0,5281.0
amazon,hgb_attributes,1.0,0.97,random,5,0.06484693822784245,0.5946021505376343,121.612,0.792,159.0,5275.0
amazon,hgb_attributes,1.0,0.97,random,6,0.05717962620387214,0.5716170212765957,116.91599999999998,0.764,159.0,5268.0
amazon,hgb_attributes,1.0,0.97,random,7,0.06731961650687532,0.5609625668449197,116.792,0.724,159.0,5270.0
amazon,hgb_attributes,1.0,0.97,random,8,0.0673090244936873,0.5707675675675675,117.06800000000001,0.76,159.0,5276.0
amazon,hgb_attributes,1.0,0.97,random,9,0.0541114690043905,0.4858494623655914,99.624,0.6279999999999999,159.0,5272.0
amazon,hgb_graph_features,0.25,0.0,exposure,0,0.12427671156920883,0.8108108108108109,171.8,1.0,1347.2,1347.2
amazon,hgb_graph_features,0.25,0.0,exposure,1,0.09201760429584976,0.8,161.6,1.0,1318.2,1318.2
amazon,hgb_graph_features,0.25,0.0,exposure,2,0.1283373985149564,0.7846994535519125,165.0,1.0,1333.6,1333.6
amazon,hgb_graph_features,0.25,0.0,exposure,3,0.04393691109036625,0.7645161290322581,149.4,1.0,1347.6,1347.6
amazon,hgb_graph_features,0.25,0.0,exposure,4,0.08873166058820067,0.7630434782608696,154.4,1.0,1352.6,1352.6
amazon,hgb_graph_features,0.25,0.0,exposure,5,0.08529435222420385,0.7623655913978494,155.2,1.0,1318.6,1318.6
amazon,hgb_graph_features,0.25,0.0,exposure,6,0.08163214425157071,0.7744680851063831,159.0,1.0,1299.6,1299.6
amazon,hgb_graph_features,0.25,0.0,exposure,7,0.08320146019665957,0.7871657754010695,160.8,1.0,1303.8,1303.8
amazon,hgb_graph_features,0.25,0.0,exposure,8,0.09736329632275395,0.7556756756756757,155.2,1.0,1325.0,1325.0
amazon,hgb_graph_features,0.25,0.0,exposure,9,0.06623550120082063,0.7731182795698924,154.6,1.0,1322.0,1322.0
amazon,hgb_graph_features,0.25,0.0,random,0,0.12427671156920883,0.8108108108108109,171.8,1.0,1347.2,1347.2
amazon,hgb_graph_features,0.25,0.0,random,1,0.09201760429584976,0.8,161.6,1.0,1318.2,1318.2
amazon,hgb_graph_features,0.25,0.0,random,2,0.1283373985149564,0.7846994535519125,165.0,1.0,1333.6,1333.6
amazon,hgb_graph_features,0.25,0.0,random,3,0.04393691109036625,0.7645161290322581,149.4,1.0,1347.6,1347.6
amazon,hgb_graph_features,0.25,0.0,random,4,0.08873166058820067,0.7630434782608696,154.4,1.0,1352.6,1352.6
amazon,hgb_graph_features,0.25,0.0,random,5,0.08529435222420385,0.7623655913978494,155.2,1.0,1318.6,1318.6
amazon,hgb_graph_features,0.25,0.0,random,6,0.08163214425157071,0.7744680851063831,159.0,1.0,1299.6,1299.6
amazon,hgb_graph_features,0.25,0.0,random,7,0.08320146019665957,0.7871657754010695,160.8,1.0,1303.8,1303.8
amazon,hgb_graph_features,0.25,0.0,random,8,0.09736329632275395,0.7556756756756757,155.2,1.0,1325.0,1325.0
amazon,hgb_graph_features,0.25,0.0,random,9,0.06623550120082063,0.7731182795698924,154.6,1.0,1322.0,1322.0
amazon,hgb_graph_features,0.25,0.05,exposure,0,0.13838552159669268,0.8248648648648649,177.6,1.0,1280.6,1347.2
amazon,hgb_graph_features,0.25,0.05,exposure,1,0.0971302804089978,0.8043715846994536,163.4,1.0,1253.0,1318.2
amazon,hgb_graph_features,0.25,0.05,exposure,2,0.11887800938395818,0.7846994535519125,163.2,1.0,1267.4,1333.6
amazon,hgb_graph_features,0.25,0.05,exposure,3,0.06248930119531785,0.8129032258064516,161.6,1.0,1280.6,1347.6
amazon,hgb_graph_features,0.25,0.05,exposure,4,0.09212312218109321,0.7663043478260869,155.6,1.0,1285.4,1352.6
amazon,hgb_graph_features,0.25,0.05,exposure,5,0.09338084170049535,0.764516129032258,157.2,1.0,1253.2,1318.6
amazon,hgb_graph_features,0.25,0.05,exposure,6,0.08467879419753635,0.7734042553191489,159.2,1.0,1234.8,1299.6
amazon,hgb_graph_features,0.25,0.05,exposure,7,0.0850493648477563,0.7893048128342246,161.6,1.0,1239.2,1303.8
amazon,hgb_graph_features,0.25,0.05,exposure,8,0.10002996298942061,0.7686486486486487,158.2,1.0,1259.2,1325.0
amazon,hgb_graph_features,0.25,0.05,exposure,9,0.07947815439102575,0.8,162.0,1.0,1256.2,1322.0
amazon,hgb_graph_features,0.25,0.05,random,0,0.12334308057919201,0.8095567567567568,171.372,1.0,1280.6,1347.2
amazon,hgb_graph_features,0.25,0.05,random,1,0.09352527391524953,0.8013989071038251,162.144,1.0,1253.0,1318.2
amazon,hgb_graph_features,0.25,0.05,random,2,0.1187141236180449,0.7802185792349727,162.264,1.0,1267.4,1333.6
amazon,hgb_graph_features,0.25,0.05,random,3,0.04338381188772468,0.7655698924731184,149.5,1.0,1280.6,1347.6
amazon,hgb_graph_features,0.25,0.05,random,4,0.08467710956117604,0.7616304347826087,153.408,1.0,1285.4,1352.6
amazon,hgb_graph_features,0.25,0.05,random,5,0.08465916798537947,0.7613118279569892,154.856,1.0,1253.2,1318.6
amazon,hgb_graph_features,0.25,0.05,random,6,0.0814451019316478,0.7737021276595746,158.792,1.0,1234.8,1299.6
amazon,hgb_graph_features,0.25,0.05,random,7,0.08473266579405128,0.7880427807486631,161.26,1.0,1239.2,1303.8
amazon,hgb_graph_features,0.25,0.05,random,8,0.09764811460038457,0.7544000000000001,155.048,1.0,1259.2,1325.0
amazon,hgb_graph_features,0.25,0.05,random,9,0.06559244032729787,0.7689462365591397,153.696,1.0,1256.2,1322.0
amazon,hgb_graph_features,0.25,0.1,exposure,0,0.16650449868077905,0.8432432432432432,187.2,1.0,1213.0,1347.2
amazon,hgb_graph_features,0.25,0.1,exposure,1,0.10128260541929204,0.8153005464480874,166.2,1.0,1187.0,1318.2
amazon,hgb_graph_features,0.25,0.1,exposure,2,0.12772304843148155,0.7890710382513662,165.8,1.0,1200.8,1333.6
amazon,hgb_graph_features,0.25,0.1,exposure,3,0.10134955207823682,0.8376344086021505,173.4,1.0,1213.2,1347.6
amazon,hgb_graph_features,0.25,0.1,exposure,4,0.106373902835564,0.7728260869565217,159.4,1.0,1218.0,1352.6
amazon,hgb_graph_features,0.25,0.1,exposure,5,0.11204204021351401,0.789247311827957,165.8,1.0,1187.2,1318.6
amazon,hgb_graph_features,0.25,0.1,exposure,6,0.08856027238001271,0.7765957446808511,160.6,1.0,1170.0,1299.6
amazon,hgb_graph_features,0.25,0.1,exposure,7,0.09247842516011182,0.7978609625668449,164.6,1.0,1173.8,1303.8
amazon,hgb_graph_features,0.25,0.1,exposure,8,0.1097826355489147,0.7881081081081082,163.8,1.0,1193.0,1325.0
amazon,hgb_graph_features,0.25,0.1,exposure,9,0.08817504355215407,0.8032258064516128,164.2,1.0,1190.2,1322.0
amazon,hgb_graph_features,0.25,0.1,random,0,0.12076263033606212,0.807827027027027,170.648,1.0,1213.0,1347.2
amazon,hgb_graph_features,0.25,0.1,random,1,0.09314876228986864,0.7995409836065573,161.668,1.0,1187.0,1318.2
amazon,hgb_graph_features,0.25,0.1,random,2,0.12002051300918266,0.7817267759562843,162.888,1.0,1200.8,1333.6
amazon,hgb_graph_features,0.25,0.1,random,3,0.039616609331962524,0.7345376344086022,143.232,1.0,1213.2,1347.6
amazon,hgb_graph_features,0.25,0.1,random,4,0.08072606482312286,0.7606304347826087,152.504,1.0,1218.0,1352.6
amazon,hgb_graph_features,0.25,0.1,random,5,0.08476701062120251,0.7609032258064515,154.81199999999998,1.0,1187.2,1318.6
amazon,hgb_graph_features,0.25,0.1,random,6,0.08162512157041799,0.7731489361702129,158.732,1.0,1170.0,1299.6
amazon,hgb_graph_features,0.25,0.1,random,7,0.08474731356897532,0.7891978609625669,161.496,1.0,1173.8,1303.8
amazon,hgb_graph_features,0.25,0.1,random,8,0.09369113459863158,0.7521729729729731,154.028,1.0,1193.0,1325.0
amazon,hgb_graph_features,0.25,0.1,random,9,0.06697156030797591,0.7728387096774193,154.672,1.0,1190.2,1322.0
amazon,hgb_graph_features,0.25,0.2,exposure,0,0.17295191994254022,0.8475675675675675,189.6,1.0,1078.2,1347.2
amazon,hgb_graph_features,0.25,0.2,exposure,1,0.12619225725483124,0.8295081967213115,174.0,1.0,1055.0,1318.2
amazon,hgb_graph_features,0.25,0.2,exposure,2,0.14641980930390291,0.7978142076502733,171.4,1.0,1067.2,1333.6
amazon,hgb_graph_features,0.25,0.2,exposure,3,0.1327965926601572,0.8473118279569892,182.0,1.0,1078.4,1347.6
amazon,hgb_graph_features,0.25,0.2,exposure,4,0.14498133783198192,0.8,172.6,1.0,1082.6,1352.6
amazon,hgb_graph_features,0.25,0.2,exposure,5,0.17038552650845537,0.821505376344086,184.4,1.0,1055.2,1318.6
amazon,hgb_graph_features,0.25,0.2,exposure,6,0.092730695225807,0.7851063829787236,163.0,1.0,1040.0,1299.6
amazon,hgb_graph_features,0.25,0.2,exposure,7,0.11146577812597899,0.8074866310160427,170.2,1.0,1043.4,1303.8
amazon,hgb_graph_features,0.25,0.2,exposure,8,0.15093451361328092,0.8064864864864865,176.4,1.0,1060.4,1325.0
amazon,hgb_graph_features,0.25,0.2,exposure,9,0.09512092825207578,0.8053763440860215,166.0,1.0,1058.0,1322.0
amazon,hgb_graph_features,0.25,0.2,random,0,0.12117879288720032,0.8069621621621621,170.616,1.0,1078.2,1347.2
amazon,hgb_graph_features,0.25,0.2,random,1,0.09450648376376733,0.8008743169398906,162.172,1.0,1055.0,1318.2
amazon,hgb_graph_features,0.25,0.2,random,2,0.11917732712959475,0.7808524590163936,162.57999999999998,1.0,1067.2,1333.6
amazon,hgb_graph_features,0.25,0.2,random,3,0.041224464829640095,0.739741935483871,144.46800000000002,1.0,1078.4,1347.6
amazon,hgb_graph_features,0.25,0.2,random,4,0.07994073342595691,0.7606086956521739,152.38400000000001,1.0,1082.6,1352.6
amazon,hgb_graph_features,0.25,0.2,random,5,0.08388702963025184,0.7589677419354838,154.32,1.0,1055.2,1318.6
amazon,hgb_graph_features,0.25,0.2,random,6,0.0809417139886531,0.7722765957446809,158.436,1.0,1040.0,1299.6
amazon,hgb_graph_features,0.25,0.2,random,7,0.0860152694892407,0.7886844919786096,161.628,1.0,1043.4,1303.8
amazon,hgb_graph_features,0.25,0.2,random,8,0.09443160723970137,0.749318918918919,153.712,1.0,1060.4,1325.0
amazon,hgb_graph_features,0.25,0.2,random,9,0.06600489266922854,0.7663225806451612,153.352,1.0,1058.0,1322.0
amazon,hgb_graph_features,0.25,0.4,exposure,0,0.17205298453153978,0.8464864864864865,189.2,1.0,808.6,1347.2
amazon,hgb_graph_features,0.25,0.4,exposure,1,0.1458999168759758,0.8382513661202186,180.4,1.0,791.2,1318.2
amazon,hgb_graph_features,0.25,0.4,exposure,2,0.19493234672283044,0.8163934426229508,187.0,1.0,800.6,1333.6
amazon,hgb_graph_features,0.25,0.4,exposure,3,0.1667115245516119,0.8602150537634408,192.6,1.0,809.0,1347.6
amazon,hgb_graph_features,0.25,0.4,exposure,4,0.14944159131767287,0.8010869565217391,174.2,1.0,812.0,1352.6
amazon,hgb_graph_features,0.25,0.4,exposure,5,0.19669129907979416,0.8387096774193548,194.4,1.0,791.4,1318.6
amazon,hgb_graph_features,0.25,0.4,exposure,6,0.09089742812771516,0.7808510638297873,162.0,1.0,780.2,1299.6
amazon,hgb_graph_features,0.25,0.4,exposure,7,0.12593377339501377,0.8117647058823529,174.2,1.0,782.6,1303.8
amazon,hgb_graph_features,0.25,0.4,exposure,8,0.18272738710506714,0.8281081081081082,187.8,1.0,795.2,1325.0
amazon,hgb_graph_features,0.25,0.4,exposure,9,0.08648729522871165,0.8032258064516128,163.8,1.0,793.6,1322.0
amazon,hgb_graph_features,0.25,0.4,random,0,0.11420382933730988,0.7984648648648649,167.62800000000001,1.0,808.6,1347.2
amazon,hgb_graph_features,0.25,0.4,random,1,0.09481659232421487,0.8004590163934425,162.224,1.0,791.2,1318.2
amazon,hgb_graph_features,0.25,0.4,random,2,0.11844391867705317,0.7794754098360656,162.324,1.0,800.6,1333.6
amazon,hgb_graph_features,0.25,0.4,random,3,0.04335937823139996,0.7102150537634409,139.392,0.9640000000000001,809.0,1347.6
amazon,hgb_graph_features,0.25,0.4,random,4,0.07511756696378565,0.7590434782608696,151.256,1.0,812.0,1352.6
amazon,hgb_graph_features,0.25,0.4,random,5,0.08357863108301898,0.7478494623655914,152.192,1.0,791.4,1318.6
amazon,hgb_graph_features,0.25,0.4,random,6,0.08097925710620174,0.771191489361702,158.244,1.0,780.2,1299.6
amazon,hgb_graph_features,0.25,0.4,random,7,0.08415796308176322,0.7795294117647058,159.51600000000002,1.0,782.6,1303.8
amazon,hgb_graph_features,0.25,0.4,random,8,0.09521239586020984,0.7469189189189189,153.45999999999998,1.0,795.2,1325.0
amazon,hgb_graph_features,0.25,0.4,random,9,0.06441849224575258,0.7501075268817204,150.128,1.0,793.6,1322.0
amazon,hgb_graph_features,0.25,0.6,exposure,0,0.15121112631671996,0.8421621621621622,184.0,1.0,539.4,1347.2
amazon,hgb_graph_features,0.25,0.6,exposure,1,0.14497618464338208,0.8404371584699453,181.6,1.0,528.0,1318.2
amazon,hgb_graph_features,0.25,0.6,exposure,2,0.17290557074387403,0.8021857923497269,180.6,1.0,533.8,1333.6
amazon,hgb_graph_features,0.25,0.6,exposure,3,0.18487328455108085,0.861290322580645,198.2,1.0,539.6,1347.6
amazon,hgb_graph_features,0.25,0.6,exposure,4,0.13382499127597164,0.7847826086956522,168.0,1.0,541.6,1352.6
amazon,hgb_graph_features,0.25,0.6,exposure,5,0.17313333418243815,0.8236559139784946,185.8,1.0,527.8,1318.6
amazon,hgb_graph_features,0.25,0.6,exposure,6,0.08598706947123548,0.776595744680851,160.2,1.0,520.2,1299.6
amazon,hgb_graph_features,0.25,0.6,exposure,7,0.10697904571120467,0.8010695187165776,168.2,1.0,521.8,1303.8
amazon,hgb_graph_features,0.25,0.6,exposure,8,0.16291407517241266,0.8118918918918918,179.8,1.0,530.4,1325.0
amazon,hgb_graph_features,0.25,0.6,exposure,9,0.08237391570269484,0.786021505376344,159.8,1.0,529.0,1322.0
amazon,hgb_graph_features,0.25,0.6,random,0,0.1168052101390947,0.7966702702702703,168.096,1.0,539.4,1347.2
amazon,hgb_graph_features,0.25,0.6,random,1,0.09075020448792179,0.7902295081967213,159.676,1.0,528.0,1318.2
amazon,hgb_graph_features,0.25,0.6,random,2,0.10892630602823612,0.7721967213114753,159.348,1.0,533.8,1333.6
amazon,hgb_graph_features,0.25,0.6,random,3,0.046965829530227654,0.7021505376344086,138.56400000000002,0.9640000000000001,539.6,1347.6
amazon,hgb_graph_features,0.25,0.6,random,4,0.07349240201838497,0.7465434782608696,148.752,0.992,541.6,1352.6
amazon,hgb_graph_features,0.25,0.6,random,5,0.08986872179421312,0.7456129032258064,153.196,1.0,527.8,1318.6
amazon,hgb_graph_features,0.25,0.6,random,6,0.07765246889481524,0.7631914893617021,156.092,1.0,520.2,1299.6
amazon,hgb_graph_features,0.25,0.6,random,7,0.08248738230777859,0.7668877005347594,156.88,1.0,521.8,1303.8
amazon,hgb_graph_features,0.25,0.6,random,8,0.0944095773843634,0.7249729729729729,149.524,1.0,530.4,1325.0
amazon,hgb_graph_features,0.25,0.6,random,9,0.06065518324865683,0.7168817204301076,143.26399999999998,0.976,529.0,1322.0
amazon,hgb_graph_features,0.25,0.8,exposure,0,0.1116686757485322,0.8064864864864865,169.4,1.0,269.8,1347.2
amazon,hgb_graph_features,0.25,0.8,exposure,1,0.0991419092094249,0.7661202185792348,158.4,1.0,264.2,1318.2
amazon,hgb_graph_features,0.25,0.8,exposure,2,0.1040065726023792,0.7748633879781421,159.0,1.0,267.2,1333.6
amazon,hgb_graph_features,0.25,0.8,exposure,3,0.1538208084062106,0.8268817204301074,186.8,1.0,270.2,1347.6
amazon,hgb_graph_features,0.25,0.8,exposure,4,0.10358342354258761,0.7728260869565217,159.4,1.0,271.0,1352.6
amazon,hgb_graph_features,0.25,0.8,exposure,5,0.11987250015717414,0.7376344086021506,158.6,1.0,264.0,1318.6
amazon,hgb_graph_features,0.25,0.8,exposure,6,0.054340161067528835,0.6170212765957447,124.6,0.8,260.4,1299.6
amazon,hgb_graph_features,0.25,0.8,exposure,7,0.07171246686099608,0.7518716577540108,152.0,1.0,261.0,1303.8
amazon,hgb_graph_features,0.25,0.8,exposure,8,0.12932902666669405,0.7275675675675676,157.0,1.0,265.2,1325.0
amazon,hgb_graph_features,0.25,0.8,exposure,9,0.08103203858539562,0.7096774193548387,145.8,1.0,264.6,1322.0
amazon,hgb_graph_features,0.25,0.8,random,0,0.1025014819818422,0.7536216216216216,157.428,0.992,269.8,1347.2
amazon,hgb_graph_features,0.25,0.8,random,1,0.08553347402374405,0.7299672131147541,148.08800000000002,0.944,264.2,1318.2
