phase,dataset,model,label_fraction,design,scenario,method,fdp_mean,fdp_std,power_mean,power_std,discoveries_mean,discoveries_std,true_discoveries_mean,true_discoveries_std,nonempty_mean,nonempty_std,reference_labels_mean,reference_labels_std,training_labels_mean,training_labels_std,n_reference_mean,n_reference_std
acquisition,amazon,hgb_attributes,0.0,exposure_80,neutral,uniform_counterfactual,0.08834568622555392,0.013274089236800225,0.7794120518821412,0.020368047684904304,158.68800000000002,5.131230738223418,144.432,4.260017736008982,1.0,0.0,2915.29,3.4232181090638596,864.0,0.0,2637.546,5.571882187475945
acquisition,amazon,hgb_attributes,0.0,exposure_80,neutral,weighted_bh,0.08834568622555392,0.013274089236800225,0.7794120518821412,0.020368047684904304,158.68800000000002,5.131230738223418,144.432,4.260017736008982,1.0,0.0,2915.29,3.4232181090638596,864.0,0.0,2637.546,5.571882187475945
acquisition,amazon,hgb_attributes,0.0,exposure_80,neutral,weighted_by,0.00458068362443653,0.0032011264366749418,0.10020556411041881,0.08290192691439385,18.958,15.543099790939744,18.497999999999998,15.207654359272869,0.21000000000000002,0.1592342788332825,2915.29,3.4232181090638596,864.0,0.0,2637.546,5.571882187475945
acquisition,amazon,hgb_attributes,0.0,exposure_80,severe,equal_alpha,0.042272231250233515,0.00889856649288911,0.2581646648305464,0.045310897127497654,50.374,8.691569606361224,47.866,8.619280970269182,0.946,0.08591985930052622,2359.79,4.729615911114361,864.0,0.0,2217.6639999999998,8.207101531939072
acquisition,amazon,hgb_attributes,0.0,exposure_80,severe,pooled_reference,0.1052089132485166,0.01048517813210233,0.7912632632090879,0.02290580791627626,164.122,5.876722064401396,146.63,4.76085193123154,1.0,0.0,2359.79,4.729615911114361,864.0,0.0,2217.6639999999998,8.207101531939072
acquisition,amazon,hgb_attributes,0.0,exposure_80,severe,pooled_stratum,0.07125249603039571,0.012502128121479961,0.3114913665398052,0.035846930269478154,62.513999999999996,7.555383952299626,57.757999999999996,7.025031118950449,1.0,0.0,2359.79,4.729615911114361,864.0,0.0,2217.6639999999998,8.207101531939072
acquisition,amazon,hgb_attributes,0.0,exposure_80,severe,size_alpha,0.07125249603039571,0.012502128121479961,0.3114913665398052,0.035846930269478154,62.513999999999996,7.555383952299626,57.757999999999996,7.025031118950449,1.0,0.0,2359.79,4.729615911114361,864.0,0.0,2217.6639999999998,8.207101531939072
acquisition,amazon,hgb_attributes,0.0,exposure_80,severe,uniform_counterfactual,0.08711235409794514,0.013699874393065982,0.7773864078263533,0.020727033693194775,158.128,5.401211386758012,144.05599999999998,4.2938902330326645,1.0,0.0,2361.91,2.6086735667341983,864.0,0.0,2136.7580000000003,4.377624419197679
acquisition,amazon,hgb_attributes,0.0,exposure_80,severe,weighted_bh,0.07486803509379936,0.014721663160025603,0.3855546171998703,0.06972564923167093,78.932,15.258338922263677,71.482,13.212487191205817,0.9879999999999999,0.016865480854231365,2359.79,4.729615911114361,864.0,0.0,2217.6639999999998,8.207101531939072
acquisition,amazon,hgb_attributes,0.0,exposure_80,severe,weighted_by,0.0013663626525445781,0.0020384657746304186,0.007678162844262401,0.010895823589821316,1.514,2.149130056557769,1.428,2.0302862414502596,0.024,0.033730961708462716,2359.79,4.729615911114361,864.0,0.0,2217.6639999999998,8.207101531939072
acquisition,amazon,hgb_attributes,0.0,zero_exposure,moderate,equal_alpha,0.046693607324362243,0.00833936548136051,0.45470415050261526,0.06709601609726372,89.08,13.056730916359662,84.186,11.884559731012333,0.952,0.05432413009990229,1441.66,66.63894423600127,864.0,0.0,1305.898,60.857829551979385
acquisition,amazon,hgb_attributes,0.0,zero_exposure,moderate,pooled_reference,0.08488911620384296,0.007975531032572182,0.7741587970707029,0.022388409073373076,157.152,5.682207708667857,143.45999999999998,4.637288479752408,1.0,0.0,1441.66,66.63894423600127,864.0,0.0,1305.898,60.857829551979385
acquisition,amazon,hgb_attributes,0.0,zero_exposure,moderate,pooled_stratum,0.07891175563633593,0.00891908563071761,0.7275614441284308,0.030827407448940785,147.28,6.743925661907414,134.794,5.245815687023531,0.99,0.025385910352879678,1441.66,66.63894423600127,864.0,0.0,1305.898,60.857829551979385
acquisition,amazon,hgb_attributes,0.0,zero_exposure,moderate,size_alpha,0.04224196035920051,0.008993845915994274,0.46306783395918866,0.08690454391141791,90.482,16.9166596387506,85.726,15.588140933984969,0.9259999999999999,0.07777460310981267,1441.66,66.63894423600127,864.0,0.0,1305.898,60.857829551979385
