dataset,model,seed,n,fdp,power,true_discoveries
tolokers,gae,4,1600,0.81,0.11847233047544817,304
tolokers,gae,4,2351,0.8260314759676733,0.15939204988308653,409
tolokers,gae,5,25,0.96,0.0003897116134060795,1
tolokers,gae,5,50,0.9,0.0019485580670303975,5
tolokers,gae,5,100,0.94,0.002338269680436477,6
tolokers,gae,5,200,0.91,0.007014809041309431,18
tolokers,gae,5,400,0.8575,0.022213561964146533,57
tolokers,gae,5,800,0.8325,0.05222135619641465,134
tolokers,gae,5,1600,0.809375,0.11886204208885424,305
tolokers,gae,5,2351,0.8264568268821778,0.15900233826968044,408
tolokers,gae,6,25,0.96,0.0003897116134060795,1
tolokers,gae,6,50,0.9,0.0019485580670303975,5
tolokers,gae,6,100,0.94,0.002338269680436477,6
tolokers,gae,6,200,0.91,0.007014809041309431,18
tolokers,gae,6,400,0.84,0.02494154325798909,64
tolokers,gae,6,800,0.82,0.05611847233047545,144
tolokers,gae,6,1600,0.800625,0.12431800467653936,319
tolokers,gae,6,2351,0.8234793704806466,0.161730319563523,415
tolokers,gae,7,25,0.96,0.0003897116134060795,1
tolokers,gae,7,50,0.9,0.0019485580670303975,5
tolokers,gae,7,100,0.95,0.0019485580670303975,5
tolokers,gae,7,200,0.91,0.007014809041309431,18
tolokers,gae,7,400,0.855,0.02260327357755261,58
tolokers,gae,7,800,0.83625,0.051052221356196414,131
tolokers,gae,7,1600,0.811875,0.11730319563522992,301
tolokers,gae,7,2351,0.8264568268821778,0.15900233826968044,408
tolokers,gae,8,25,0.96,0.0003897116134060795,1
tolokers,gae,8,50,0.9,0.0019485580670303975,5
tolokers,gae,8,100,0.94,0.002338269680436477,6
tolokers,gae,8,200,0.92,0.006235385814497272,16
tolokers,gae,8,400,0.8525,0.02299298519095869,59
tolokers,gae,8,800,0.83125,0.052611067809820736,135
tolokers,gae,8,1600,0.81,0.11847233047544817,304
tolokers,gae,8,2351,0.8256061250531689,0.1597817614964926,410
tolokers,gae,9,25,0.96,0.0003897116134060795,1
tolokers,gae,9,50,0.9,0.0019485580670303975,5
tolokers,gae,9,100,0.95,0.0019485580670303975,5
tolokers,gae,9,200,0.915,0.006625097427903352,17
tolokers,gae,9,400,0.8475,0.02377240841777085,61
tolokers,gae,9,800,0.82875,0.05339049103663289,137
tolokers,gae,9,1600,0.8075,0.12003117692907249,308
tolokers,gae,9,2351,0.8264568268821778,0.15900233826968044,408
tolokers,isolation_forest,0,25,1.0,0.0,0
tolokers,isolation_forest,0,50,1.0,0.0,0
tolokers,isolation_forest,0,100,0.94,0.002338269680436477,6
tolokers,isolation_forest,0,200,0.95,0.003897116134060795,10
tolokers,isolation_forest,0,400,0.875,0.019485580670303974,50
tolokers,isolation_forest,0,800,0.84625,0.04793452844894778,123
tolokers,isolation_forest,0,1600,0.831875,0.10483242400623538,269
tolokers,isolation_forest,0,2351,0.823904721395151,0.16134060795011693,414
tolokers,isolation_forest,1,25,1.0,0.0,0
tolokers,isolation_forest,1,50,0.98,0.0003897116134060795,1
tolokers,isolation_forest,1,100,0.98,0.000779423226812159,2
tolokers,isolation_forest,1,200,0.955,0.0035074045206547155,9
tolokers,isolation_forest,1,400,0.8875,0.017537022603273576,45
tolokers,isolation_forest,1,800,0.85375,0.045596258768511304,117
tolokers,isolation_forest,1,1600,0.8225,0.11067809820732658,284
tolokers,isolation_forest,1,2351,0.8222033177371332,0.16289945440374123,418
tolokers,isolation_forest,2,25,1.0,0.0,0
tolokers,isolation_forest,2,50,1.0,0.0,0
tolokers,isolation_forest,2,100,0.97,0.0011691348402182386,3
tolokers,isolation_forest,2,200,0.94,0.004676539360872954,12
tolokers,isolation_forest,2,400,0.8925,0.01675759937646142,43
tolokers,isolation_forest,2,800,0.84,0.04988308651597818,128
tolokers,isolation_forest,2,1600,0.830625,0.10561184723304755,271
tolokers,isolation_forest,2,2351,0.8226286686516376,0.16250974279033514,417
tolokers,isolation_forest,3,25,1.0,0.0,0
tolokers,isolation_forest,3,50,1.0,0.0,0
tolokers,isolation_forest,3,100,0.93,0.0027279812938425566,7
tolokers,isolation_forest,3,200,0.925,0.005845674201091193,15
tolokers,isolation_forest,3,400,0.88,0.018706157443491817,48
tolokers,isolation_forest,3,800,0.8275,0.05378020265003897,138
tolokers,isolation_forest,3,1600,0.825,0.10911925175370225,280
tolokers,isolation_forest,3,2351,0.8251807741386644,0.16017147310989868,411
tolokers,isolation_forest,4,25,1.0,0.0,0
tolokers,isolation_forest,4,50,1.0,0.0,0
tolokers,isolation_forest,4,100,0.97,0.0011691348402182386,3
tolokers,isolation_forest,4,200,0.95,0.003897116134060795,10
tolokers,isolation_forest,4,400,0.895,0.01636788776305534,42
tolokers,isolation_forest,4,800,0.86,0.043647700701480906,112
tolokers,isolation_forest,4,1600,0.826875,0.10795011691348402,277
tolokers,isolation_forest,4,2351,0.8209272649936198,0.16406858924395948,421
tolokers,isolation_forest,5,25,1.0,0.0,0
tolokers,isolation_forest,5,50,0.98,0.0003897116134060795,1
tolokers,isolation_forest,5,100,0.97,0.0011691348402182386,3
tolokers,isolation_forest,5,200,0.93,0.005455962587685113,14
tolokers,isolation_forest,5,400,0.89,0.0171473109898675,44
tolokers,isolation_forest,5,800,0.85875,0.04403741231488698,113
tolokers,isolation_forest,5,1600,0.834375,0.10327357755261107,265
tolokers,isolation_forest,5,2351,0.8260314759676733,0.15939204988308653,409
tolokers,isolation_forest,6,25,1.0,0.0,0
tolokers,isolation_forest,6,50,1.0,0.0,0
tolokers,isolation_forest,6,100,0.91,0.0035074045206547155,9
tolokers,isolation_forest,6,200,0.93,0.005455962587685113,14
tolokers,isolation_forest,6,400,0.875,0.019485580670303974,50
tolokers,isolation_forest,6,800,0.8275,0.05378020265003897,138
tolokers,isolation_forest,6,1600,0.828125,0.10717069368667187,275
tolokers,isolation_forest,6,2351,0.823904721395151,0.16134060795011693,414
tolokers,isolation_forest,7,25,1.0,0.0,0
tolokers,isolation_forest,7,50,0.98,0.0003897116134060795,1
tolokers,isolation_forest,7,100,0.97,0.0011691348402182386,3
tolokers,isolation_forest,7,200,0.95,0.003897116134060795,10
tolokers,isolation_forest,7,400,0.915,0.013250194855806703,34
tolokers,isolation_forest,7,800,0.86125,0.04325798908807482,111
tolokers,isolation_forest,7,1600,0.823125,0.1102883865939205,283
tolokers,isolation_forest,7,2351,0.82475542322416,0.16056118472330475,412
tolokers,isolation_forest,8,25,1.0,0.0,0
tolokers,isolation_forest,8,50,1.0,0.0,0
tolokers,isolation_forest,8,100,0.98,0.000779423226812159,2
tolokers,isolation_forest,8,200,0.94,0.004676539360872954,12
tolokers,isolation_forest,8,400,0.9075,0.014419329696024942,37
tolokers,isolation_forest,8,800,0.86,0.043647700701480906,112
tolokers,isolation_forest,8,1600,0.82625,0.1083398285268901,278
tolokers,isolation_forest,8,2351,0.8251807741386644,0.16017147310989868,411
tolokers,isolation_forest,9,25,1.0,0.0,0
tolokers,isolation_forest,9,50,1.0,0.0,0
tolokers,isolation_forest,9,100,0.96,0.001558846453624318,4
tolokers,isolation_forest,9,200,0.935,0.005066250974279034,13
tolokers,isolation_forest,9,400,0.8875,0.017537022603273576,45
tolokers,isolation_forest,9,800,0.86625,0.04169914263445051,107
tolokers,isolation_forest,9,1600,0.835,0.10288386593920498,264
tolokers,isolation_forest,9,2351,0.836665248830285,0.14964925954793454,384
tolokers,dominant_degree_normalized,0,25,0.8,0.0019485580670303975,5
tolokers,dominant_degree_normalized,0,50,0.78,0.004286827747466875,11
tolokers,dominant_degree_normalized,0,100,0.75,0.009742790335151987,25
tolokers,dominant_degree_normalized,0,200,0.765,0.018316445830085737,47
tolokers,dominant_degree_normalized,0,400,0.7625,0.03702260327357755,95
tolokers,dominant_degree_normalized,0,800,0.76,0.07482462977396727,192
tolokers,dominant_degree_normalized,0,1600,0.77625,0.13951675759937646,358
tolokers,dominant_degree_normalized,0,2351,0.7754147171416419,0.20576773187840997,528
tolokers,dominant_degree_normalized,1,25,0.8,0.0019485580670303975,5
tolokers,dominant_degree_normalized,1,50,0.76,0.004676539360872954,12
tolokers,dominant_degree_normalized,1,100,0.71,0.011301636788776305,29
tolokers,dominant_degree_normalized,1,200,0.77,0.017926734216679657,46
tolokers,dominant_degree_normalized,1,400,0.76,0.037412314886983634,96
tolokers,dominant_degree_normalized,1,800,0.76625,0.07287607170693687,187
tolokers,dominant_degree_normalized,1,1600,0.778125,0.1383476227591582,355
tolokers,dominant_degree_normalized,1,2351,0.7762654189706508,0.2049883086515978,526
tolokers,dominant_degree_normalized,2,25,0.76,0.002338269680436477,6
tolokers,dominant_degree_normalized,2,50,0.78,0.004286827747466875,11
tolokers,dominant_degree_normalized,2,100,0.72,0.010911925175370226,28
tolokers,dominant_degree_normalized,2,200,0.78,0.0171473109898675,44
tolokers,dominant_degree_normalized,2,400,0.7925,0.0323460639127046,83
tolokers,dominant_degree_normalized,2,800,0.78125,0.0681995323460639,175
tolokers,dominant_degree_normalized,2,1600,0.780625,0.1367887763055339,351
tolokers,dominant_degree_normalized,2,2351,0.7771161207996597,0.20420888542478566,524
tolokers,dominant_degree_normalized,3,25,0.8,0.0019485580670303975,5
tolokers,dominant_degree_normalized,3,50,0.8,0.003897116134060795,10
tolokers,dominant_degree_normalized,3,100,0.72,0.010911925175370226,28
tolokers,dominant_degree_normalized,3,200,0.775,0.017537022603273576,45
tolokers,dominant_degree_normalized,3,400,0.76,0.037412314886983634,96
tolokers,dominant_degree_normalized,3,800,0.77375,0.0705378020265004,181
tolokers,dominant_degree_normalized,3,1600,0.780625,0.1367887763055339,351
tolokers,dominant_degree_normalized,3,2351,0.7775414717141642,0.20381917381137957,523
tolokers,dominant_degree_normalized,4,25,0.76,0.002338269680436477,6
tolokers,dominant_degree_normalized,4,50,0.76,0.004676539360872954,12
tolokers,dominant_degree_normalized,4,100,0.74,0.010132501948558068,26
tolokers,dominant_degree_normalized,4,200,0.785,0.01675759937646142,43
tolokers,dominant_degree_normalized,4,400,0.7825,0.033904910366328915,87
tolokers,dominant_degree_normalized,4,800,0.7625,0.0740452065471551,190
tolokers,dominant_degree_normalized,4,1600,0.775625,0.13990646921278255,359
tolokers,dominant_degree_normalized,4,2351,0.7766907698851553,0.20459859703819175,525
tolokers,dominant_degree_normalized,5,25,0.84,0.001558846453624318,4
tolokers,dominant_degree_normalized,5,50,0.76,0.004676539360872954,12
tolokers,dominant_degree_normalized,5,100,0.74,0.010132501948558068,26
tolokers,dominant_degree_normalized,5,200,0.77,0.017926734216679657,46
tolokers,dominant_degree_normalized,5,400,0.7625,0.03702260327357755,95
tolokers,dominant_degree_normalized,5,800,0.78,0.06858924395947,176
tolokers,dominant_degree_normalized,5,1600,0.780625,0.1367887763055339,351
tolokers,dominant_degree_normalized,5,2351,0.7762654189706508,0.2049883086515978,526
tolokers,dominant_degree_normalized,6,25,0.8,0.0019485580670303975,5
tolokers,dominant_degree_normalized,6,50,0.74,0.005066250974279034,13
tolokers,dominant_degree_normalized,6,100,0.72,0.010911925175370226,28
tolokers,dominant_degree_normalized,6,200,0.765,0.018316445830085737,47
tolokers,dominant_degree_normalized,6,400,0.7675,0.0362431800467654,93
tolokers,dominant_degree_normalized,6,800,0.77375,0.0705378020265004,181
tolokers,dominant_degree_normalized,6,1600,0.775,0.1402961808261886,360
tolokers,dominant_degree_normalized,6,2351,0.7762654189706508,0.2049883086515978,526
tolokers,dominant_degree_normalized,7,25,0.84,0.001558846453624318,4
tolokers,dominant_degree_normalized,7,50,0.8,0.003897116134060795,10
tolokers,dominant_degree_normalized,7,100,0.73,0.010522213561964146,27
tolokers,dominant_degree_normalized,7,200,0.775,0.017537022603273576,45
tolokers,dominant_degree_normalized,7,400,0.7775,0.034684333593141076,89
tolokers,dominant_degree_normalized,7,800,0.77625,0.06975837879968823,179
tolokers,dominant_degree_normalized,7,1600,0.7775,0.1387373343725643,356
tolokers,dominant_degree_normalized,7,2351,0.7758400680561464,0.2053780202650039,527
tolokers,dominant_degree_normalized,8,25,0.8,0.0019485580670303975,5
tolokers,dominant_degree_normalized,8,50,0.82,0.0035074045206547155,9
tolokers,dominant_degree_normalized,8,100,0.71,0.011301636788776305,29
tolokers,dominant_degree_normalized,8,200,0.77,0.017926734216679657,46
tolokers,dominant_degree_normalized,8,400,0.7625,0.03702260327357755,95
tolokers,dominant_degree_normalized,8,800,0.77375,0.0705378020265004,181
tolokers,dominant_degree_normalized,8,1600,0.775625,0.13990646921278255,359
tolokers,dominant_degree_normalized,8,2351,0.7771161207996597,0.20420888542478566,524
tolokers,dominant_degree_normalized,9,25,0.8,0.0019485580670303975,5
tolokers,dominant_degree_normalized,9,50,0.76,0.004676539360872954,12
tolokers,dominant_degree_normalized,9,100,0.71,0.011301636788776305,29
tolokers,dominant_degree_normalized,9,200,0.76,0.018706157443491817,48
tolokers,dominant_degree_normalized,9,400,0.795,0.03195635229929852,82
tolokers,dominant_degree_normalized,9,800,0.77875,0.06897895557287607,177
tolokers,dominant_degree_normalized,9,1600,0.779375,0.13756819953234606,353
tolokers,dominant_degree_normalized,9,2351,0.7771161207996597,0.20420888542478566,524
