phase,dataset,model,label_fraction,design,scenario,method,seed,fdp,power,discoveries,true_discoveries,nonempty,reference_labels,training_labels,n_reference
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,pooled_stratum,9,0.01,0.0012244897959183673,0.32,0.24,0.04,2496.4,840.0,2418.92
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,size_alpha,0,0.00890282131661442,0.0064646464646464655,1.44,1.28,0.12,2524.6,840.0,2430.04
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,size_alpha,1,0.01,0.0015384615384615385,0.4,0.3,0.04,2512.8,840.0,2441.68
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,size_alpha,2,0.023535353535353538,0.006358974358974359,1.5,1.24,0.14,2365.84,840.0,2291.96
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,size_alpha,3,0.015192307692307692,0.002929292929292929,0.74,0.58,0.08,2515.98,840.0,2439.28
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,size_alpha,4,0.0,0.009948717948717949,1.94,1.94,0.18,2403.28,840.0,2332.24
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,size_alpha,5,0.013692307692307693,0.0128,2.72,2.56,0.24,2368.96,840.0,2281.7
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,size_alpha,6,0.02705555555555556,0.015025906735751295,3.16,2.9,0.32,2452.0,840.0,2377.08
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,size_alpha,7,0.07231418519560934,0.08255102040816327,17.54,16.18,1.0,2487.74,840.0,2401.9
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,size_alpha,8,0.0,0.0,0.0,0.0,0.0,2330.68,840.0,2265.18
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,size_alpha,9,0.01,0.0012244897959183673,0.32,0.24,0.04,2496.4,840.0,2418.92
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,uniform_counterfactual,0,0.07692954156431474,0.8195959595959595,175.88,162.28,1.0,2523.5,840.0,2261.9
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,uniform_counterfactual,1,0.10325940172822295,0.8533333333333333,185.76,166.4,1.0,2511.96,840.0,2252.54
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,uniform_counterfactual,2,0.09677640201672905,0.8460512820512821,182.9,164.98,1.0,2374.56,840.0,2126.54
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,uniform_counterfactual,3,0.08549092418441201,0.795959595959596,172.82,157.6,1.0,2519.1,840.0,2256.62
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,uniform_counterfactual,4,0.06904048315388792,0.867897435897436,182.04,169.24,1.0,2410.44,840.0,2163.82
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,uniform_counterfactual,5,0.10306053412293247,0.8518000000000001,190.62,170.36,1.0,2360.58,840.0,2111.84
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,uniform_counterfactual,6,0.09461302079388581,0.8341968911917098,178.12,161.0,1.0,2445.16,840.0,2195.1
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,uniform_counterfactual,7,0.08144258253801624,0.8620408163265306,184.2,168.96,1.0,2490.04,840.0,2232.94
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,uniform_counterfactual,8,0.10721814620501924,0.8642268041237113,188.02,167.66,1.0,2333.2,840.0,2095.12
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,uniform_counterfactual,9,0.10053913594385179,0.8663265306122448,189.0,169.8,1.0,2494.86,840.0,2238.8
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,weighted_bh,0,0.07073786873298084,0.7731313131313131,165.38,153.08,1.0,2524.6,840.0,2430.04
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,weighted_bh,1,0.09532947878130912,0.8114871794871794,176.12,158.24,1.0,2512.8,840.0,2441.68
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,weighted_bh,2,0.08752900456800282,0.8017435897435896,172.3,156.34,1.0,2365.84,840.0,2291.96
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,weighted_bh,3,0.07438517757867132,0.7506060606060606,161.66,148.62,1.0,2515.98,840.0,2439.28
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,weighted_bh,4,0.06221718661676197,0.8179487179487179,170.84,159.5,1.0,2403.28,840.0,2332.24
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,weighted_bh,5,0.09797564585655642,0.8271000000000001,184.58,165.42,1.0,2368.96,840.0,2281.7
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,weighted_bh,6,0.09628861653601878,0.8209326424870466,176.34,158.44,1.0,2452.0,840.0,2377.08
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,weighted_bh,7,0.07217492712018016,0.8448979591836735,179.0,165.6,1.0,2487.74,840.0,2401.9
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,weighted_bh,8,0.10024267354468933,0.8130927835051547,176.68,157.74,0.98,2330.68,840.0,2265.18
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,weighted_bh,9,0.09127572648015177,0.8345918367346938,180.58,163.58,1.0,2496.4,840.0,2418.92
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,weighted_by,0,0.0,0.0,0.0,0.0,0.0,2524.6,840.0,2430.04
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,weighted_by,1,0.0,0.0,0.0,0.0,0.0,2512.8,840.0,2441.68
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,weighted_by,2,0.0,0.0,0.0,0.0,0.0,2365.84,840.0,2291.96
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,weighted_by,3,0.0,0.0,0.0,0.0,0.0,2515.98,840.0,2439.28
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,weighted_by,4,0.0,0.0,0.0,0.0,0.0,2403.28,840.0,2332.24
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,weighted_by,5,0.0,0.0,0.0,0.0,0.0,2368.96,840.0,2281.7
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,weighted_by,6,0.0,0.0,0.0,0.0,0.0,2452.0,840.0,2377.08
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,weighted_by,7,0.0,0.0,0.0,0.0,0.0,2487.74,840.0,2401.9
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,weighted_by,8,0.0,0.0,0.0,0.0,0.0,2330.68,840.0,2265.18
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,moderate,weighted_by,9,0.0,0.0,0.0,0.0,0.0,2496.4,840.0,2418.92
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,equal_alpha,0,0.015099284785924599,0.41727272727272724,84.5,82.62,0.74,2836.6,840.0,2542.74
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,equal_alpha,1,0.012576298004221892,0.3616410256410256,71.96,70.52,0.76,2833.74,840.0,2540.36
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,equal_alpha,2,0.023738192588100726,0.525025641025641,105.22,102.38,1.0,2851.48,840.0,2555.28
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,equal_alpha,3,0.006228216485046198,0.10949494949494949,22.22,21.68,0.26,2831.68,840.0,2536.74
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,equal_alpha,4,0.028604979908046165,0.6742564102564103,135.58,131.48,1.0,2843.96,840.0,2554.2
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,equal_alpha,5,0.0302708002662941,0.6456000000000001,133.32,129.12,1.0,2823.34,840.0,2525.08
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,equal_alpha,6,0.027928452316535166,0.566321243523316,112.78,109.3,1.0,2824.38,840.0,2536.04
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,equal_alpha,7,0.025631263910538615,0.423469387755102,85.06,83.0,0.9,2840.28,840.0,2545.72
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,equal_alpha,8,0.03375399012772144,0.541958762886598,109.64,105.14,0.88,2829.46,840.0,2539.0
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,equal_alpha,9,0.02362715238789618,0.6492857142857144,130.6,127.26,1.0,2842.78,840.0,2550.76
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,pooled_reference,0,0.07850751593450753,0.8237373737373737,177.06,163.1,1.0,2836.6,840.0,2542.74
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,pooled_reference,1,0.10380815051702032,0.8554871794871794,186.28,166.82,1.0,2833.74,840.0,2540.36
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,pooled_reference,2,0.09849363164216879,0.848,183.64,165.36,1.0,2851.48,840.0,2555.28
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,pooled_reference,3,0.08729471784056148,0.7958585858585859,173.26,157.58,1.0,2831.68,840.0,2536.74
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,pooled_reference,4,0.06807421619342839,0.8664615384615385,181.52,168.96,1.0,2843.96,840.0,2554.2
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,pooled_reference,5,0.10357852134600534,0.8534,191.2,170.68,1.0,2823.34,840.0,2525.08
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,pooled_reference,6,0.09834265754592962,0.8383419689119171,179.74,161.8,1.0,2824.38,840.0,2536.04
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,pooled_reference,7,0.07970910665024471,0.8598979591836735,183.38,168.54,1.0,2840.28,840.0,2545.72
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,pooled_reference,8,0.10805095288142974,0.8661855670103092,188.54,168.04,1.0,2829.46,840.0,2539.0
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,pooled_reference,9,0.09960324953847605,0.8687755102040816,189.32,170.28,1.0,2842.78,840.0,2550.76
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,pooled_stratum,0,0.01348236098080525,0.059494949494949496,12.58,11.78,0.2,2836.6,840.0,2542.74
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,pooled_stratum,1,0.01,0.0015384615384615385,0.4,0.3,0.04,2833.74,840.0,2540.36
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,pooled_stratum,2,0.04500855837725839,0.15846153846153846,34.28,30.9,0.4,2851.48,840.0,2555.28
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,pooled_stratum,3,0.015192307692307692,0.002929292929292929,0.74,0.58,0.08,2831.68,840.0,2536.74
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,pooled_stratum,4,0.05942603899442281,0.5157948717948718,109.16,100.58,0.82,2843.96,840.0,2554.2
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,pooled_stratum,5,0.10215952155192948,0.5695,127.26,113.9,1.0,2823.34,840.0,2525.08
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,pooled_stratum,6,0.06390940476536776,0.24849740932642486,53.28,47.96,0.58,2824.38,840.0,2536.04
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,pooled_stratum,7,0.0758846956278001,0.11244897959183672,24.02,22.04,1.0,2840.28,840.0,2545.72
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,pooled_stratum,8,0.04434492771810441,0.1807216494845361,40.06,35.06,0.34,2829.46,840.0,2539.0
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,pooled_stratum,9,0.03745286784507209,0.2103061224489796,46.74,41.22,0.34,2842.78,840.0,2550.76
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,size_alpha,0,0.00890282131661442,0.0064646464646464655,1.44,1.28,0.12,2836.6,840.0,2542.74
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,size_alpha,1,0.01,0.0015384615384615385,0.4,0.3,0.04,2833.74,840.0,2540.36
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,size_alpha,2,0.022603571399479466,0.11066666666666666,22.2,21.58,0.34,2851.48,840.0,2555.28
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,size_alpha,3,0.015192307692307692,0.002929292929292929,0.74,0.58,0.08,2831.68,840.0,2536.74
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,size_alpha,4,0.01698278089929395,0.43005128205128207,86.0,83.86,0.78,2843.96,840.0,2554.2
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,size_alpha,5,0.010053384709500996,0.4814,97.36,96.28,1.0,2823.34,840.0,2525.08
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,size_alpha,6,0.024998239201306775,0.07585492227979275,15.28,14.64,0.36,2824.38,840.0,2536.04
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,size_alpha,7,0.07267782155924571,0.0926530612244898,19.56,18.16,1.0,2840.28,840.0,2545.72
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,size_alpha,8,0.011224690235512534,0.15628865979381443,31.62,30.32,0.28,2829.46,840.0,2539.0
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,size_alpha,9,0.006339597214570697,0.11591836734693878,23.56,22.72,0.2,2842.78,840.0,2550.76
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,uniform_counterfactual,0,0.07850751593450753,0.8237373737373737,177.06,163.1,1.0,2836.6,840.0,2542.74
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,uniform_counterfactual,1,0.10380815051702032,0.8554871794871794,186.28,166.82,1.0,2833.74,840.0,2540.36
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,uniform_counterfactual,2,0.09849363164216879,0.848,183.64,165.36,1.0,2851.48,840.0,2555.28
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,uniform_counterfactual,3,0.08729471784056148,0.7958585858585859,173.26,157.58,1.0,2831.68,840.0,2536.74
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,uniform_counterfactual,4,0.06807421619342839,0.8664615384615385,181.52,168.96,1.0,2843.96,840.0,2554.2
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,uniform_counterfactual,5,0.10357852134600534,0.8534,191.2,170.68,1.0,2823.34,840.0,2525.08
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,uniform_counterfactual,6,0.09834265754592962,0.8383419689119171,179.74,161.8,1.0,2824.38,840.0,2536.04
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,uniform_counterfactual,7,0.07970910665024471,0.8598979591836735,183.38,168.54,1.0,2840.28,840.0,2545.72
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,uniform_counterfactual,8,0.10805095288142974,0.8661855670103092,188.54,168.04,1.0,2829.46,840.0,2539.0
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,uniform_counterfactual,9,0.09960324953847605,0.8687755102040816,189.32,170.28,1.0,2842.78,840.0,2550.76
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,weighted_bh,0,0.07850751593450753,0.8237373737373737,177.06,163.1,1.0,2836.6,840.0,2542.74
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,weighted_bh,1,0.10380815051702032,0.8554871794871794,186.28,166.82,1.0,2833.74,840.0,2540.36
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,weighted_bh,2,0.09849363164216879,0.848,183.64,165.36,1.0,2851.48,840.0,2555.28
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,weighted_bh,3,0.08729471784056148,0.7958585858585859,173.26,157.58,1.0,2831.68,840.0,2536.74
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,weighted_bh,4,0.06807421619342839,0.8664615384615385,181.52,168.96,1.0,2843.96,840.0,2554.2
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,weighted_bh,5,0.10357852134600534,0.8534,191.2,170.68,1.0,2823.34,840.0,2525.08
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,weighted_bh,6,0.09834265754592962,0.8383419689119171,179.74,161.8,1.0,2824.38,840.0,2536.04
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,weighted_bh,7,0.07970910665024471,0.8598979591836735,183.38,168.54,1.0,2840.28,840.0,2545.72
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,weighted_bh,8,0.10805095288142974,0.8661855670103092,188.54,168.04,1.0,2829.46,840.0,2539.0
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,weighted_bh,9,0.09960324953847605,0.8687755102040816,189.32,170.28,1.0,2842.78,840.0,2550.76
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,weighted_by,0,0.0005414304005853302,0.05111111111111111,10.16,10.12,0.14,2836.6,840.0,2542.74
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,weighted_by,1,0.005009713870012533,0.2151794871794872,42.4,41.96,0.52,2833.74,840.0,2540.36
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,weighted_by,2,0.003037136193752907,0.10594871794871795,20.98,20.66,0.22,2851.48,840.0,2555.28
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,weighted_by,3,0.0032807864797859587,0.05757575757575758,11.68,11.4,0.14,2831.68,840.0,2536.74
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,weighted_by,4,0.015478230507203948,0.4353846153846154,86.9,84.9,0.7,2843.96,840.0,2554.2
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,weighted_by,5,0.00849972416945817,0.3204,65.04,64.08,0.62,2823.34,840.0,2525.08
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,weighted_by,6,0.013537307227281404,0.42207253886010365,82.76,81.46,1.0,2824.38,840.0,2536.04
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,weighted_by,7,0.011375573289006577,0.22387755102040818,44.7,43.88,0.62,2840.28,840.0,2545.72
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,weighted_by,8,0.008822203847781504,0.08742268041237113,18.1,16.96,0.14,2829.46,840.0,2539.0
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,neutral,weighted_by,9,0.010580533221659605,0.175,35.48,34.3,0.36,2842.78,840.0,2550.76
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,equal_alpha,0,0.0,0.0,0.0,0.0,0.0,2467.78,840.0,2409.1
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,equal_alpha,1,0.0,0.0,0.0,0.0,0.0,2451.52,840.0,2422.72
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,equal_alpha,2,0.0,0.0,0.0,0.0,0.0,2273.94,840.0,2240.66
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,equal_alpha,3,0.0,0.0,0.0,0.0,0.0,2455.82,840.0,2419.8
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,equal_alpha,4,0.0,0.0,0.0,0.0,0.0,2322.34,840.0,2291.9
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,equal_alpha,5,0.0,0.0014000000000000002,0.28,0.28,0.02,2281.42,840.0,2236.86
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,equal_alpha,6,0.0,0.0,0.0,0.0,0.0,2384.06,840.0,2347.24
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,equal_alpha,7,0.047926103136629455,0.05591836734693877,11.86,10.96,0.66,2422.46,840.0,2375.4
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,equal_alpha,8,0.0,0.0,0.0,0.0,0.0,2239.92,840.0,2214.7
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,equal_alpha,9,0.0,0.0,0.0,0.0,0.0,2429.46,840.0,2394.82
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,pooled_reference,0,0.11406484453689,0.8874747474747474,198.58,175.72,1.0,2467.78,840.0,2409.1
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,pooled_reference,1,0.21856749859122393,0.9482051282051281,236.94,184.9,1.0,2451.52,840.0,2422.72
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,pooled_reference,2,0.2211402748569819,0.9704615384615384,243.24,189.24,1.0,2273.94,840.0,2240.66
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,pooled_reference,3,0.17483370034228216,0.9165656565656566,220.22,181.48,1.0,2455.82,840.0,2419.8
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,pooled_reference,4,0.15193854769984752,0.9466666666666668,218.52,184.6,1.0,2322.34,840.0,2291.9
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,pooled_reference,5,0.16618928206581746,0.9235000000000001,222.06,184.7,1.0,2281.42,840.0,2236.86
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,pooled_reference,6,0.23625556100898057,0.9689119170984456,245.18,187.0,1.0,2384.06,840.0,2347.24
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,pooled_reference,7,0.15881199811868751,0.9445918367346938,220.76,185.14,1.0,2422.46,840.0,2375.4
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,pooled_reference,8,0.21806366559454365,0.9675257731958763,240.34,187.7,1.0,2239.92,840.0,2214.7
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,pooled_reference,9,0.15556038395654304,0.9294897959183673,215.98,182.18,1.0,2429.46,840.0,2394.82
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,pooled_stratum,0,0.00890282131661442,0.0064646464646464655,1.44,1.28,0.12,2467.78,840.0,2409.1
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,pooled_stratum,1,0.01,0.0015384615384615385,0.4,0.3,0.04,2451.52,840.0,2422.72
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,pooled_stratum,2,0.023535353535353538,0.006358974358974359,1.5,1.24,0.14,2273.94,840.0,2240.66
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,pooled_stratum,3,0.015192307692307692,0.002929292929292929,0.74,0.58,0.08,2455.82,840.0,2419.8
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,pooled_stratum,4,0.0,0.009948717948717949,1.94,1.94,0.18,2322.34,840.0,2291.9
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,pooled_stratum,5,0.013692307692307693,0.0128,2.72,2.56,0.24,2281.42,840.0,2236.86
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,pooled_stratum,6,0.02705555555555556,0.015025906735751295,3.16,2.9,0.32,2384.06,840.0,2347.24
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,pooled_stratum,7,0.07231418519560934,0.08255102040816327,17.54,16.18,1.0,2422.46,840.0,2375.4
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,pooled_stratum,8,0.0,0.0,0.0,0.0,0.0,2239.92,840.0,2214.7
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,pooled_stratum,9,0.01,0.0012244897959183673,0.32,0.24,0.04,2429.46,840.0,2394.82
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,size_alpha,0,0.00890282131661442,0.0064646464646464655,1.44,1.28,0.12,2467.78,840.0,2409.1
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,size_alpha,1,0.01,0.0015384615384615385,0.4,0.3,0.04,2451.52,840.0,2422.72
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,size_alpha,2,0.023535353535353538,0.006358974358974359,1.5,1.24,0.14,2273.94,840.0,2240.66
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,size_alpha,3,0.015192307692307692,0.002929292929292929,0.74,0.58,0.08,2455.82,840.0,2419.8
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,size_alpha,4,0.0,0.009948717948717949,1.94,1.94,0.18,2322.34,840.0,2291.9
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,size_alpha,5,0.013692307692307693,0.0128,2.72,2.56,0.24,2281.42,840.0,2236.86
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,size_alpha,6,0.02705555555555556,0.015025906735751295,3.16,2.9,0.32,2384.06,840.0,2347.24
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,size_alpha,7,0.07231418519560934,0.08255102040816327,17.54,16.18,1.0,2422.46,840.0,2375.4
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,size_alpha,8,0.0,0.0,0.0,0.0,0.0,2239.92,840.0,2214.7
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,size_alpha,9,0.01,0.0012244897959183673,0.32,0.24,0.04,2429.46,840.0,2394.82
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,uniform_counterfactual,0,0.07771040977273377,0.8214141414141415,176.42,162.64,1.0,2463.64,840.0,2208.46
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,uniform_counterfactual,1,0.10321242356432435,0.8524102564102565,185.58,166.22,1.0,2450.72,840.0,2197.44
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,uniform_counterfactual,2,0.09498582414299643,0.8414358974358974,181.54,164.08,1.0,2282.46,840.0,2044.04
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,uniform_counterfactual,3,0.08608284770777916,0.7971717171717172,173.14,157.84,1.0,2461.04,840.0,2205.44
acquisition,weibo_gadbench,hgb_graph_features,0.0,zero_exposure,severe,uniform_counterfactual,4,0.0691016633347944,0.8671794871794871,181.9,169.1,1.0,2324.6,840.0,2086.68
