phase,dataset,model,label_fraction,design,scenario,method,seed,fdp,power,discoveries,true_discoveries,nonempty,reference_labels,training_labels,n_reference
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,size_alpha,0,0.0358797607235047,0.15200000000000002,29.9,28.12,0.7,1183.1,864.0,1069.22
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,size_alpha,1,0.031947235580467345,0.19737704918032786,37.54,36.12,1.0,1061.38,864.0,962.72
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,size_alpha,2,0.031143905131220614,0.16021857923497268,30.38,29.32,1.0,1174.08,864.0,1066.32
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,size_alpha,3,0.01880326777512903,0.2443010752688172,46.48,45.44,0.9,1181.68,864.0,1071.6
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,size_alpha,4,0.034091058997134105,0.22434782608695653,42.96,41.28,1.0,1173.36,864.0,1074.88
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,size_alpha,5,0.020971970535924023,0.09924731182795699,19.4,18.46,0.56,1087.18,864.0,988.24
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,size_alpha,6,0.022329233731447812,0.3024468085106383,58.22,56.86,1.0,1345.06,864.0,1217.66
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,size_alpha,7,0.015037751412825782,0.11315508021390375,21.96,21.16,0.54,1109.42,864.0,992.1
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,size_alpha,8,0.02729419614913572,0.08940540540540541,19.72,16.54,0.32,1129.98,864.0,1024.66
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,size_alpha,9,0.019227244000918645,0.1403225806451613,26.98,26.1,0.66,1209.96,864.0,1096.64
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,uniform_counterfactual,0,0.10156916088055404,0.7697297297297296,159.08,142.4,1.0,1187.7,864.0,1075.6
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,uniform_counterfactual,1,0.08721716977692809,0.772896174863388,155.3,141.44,1.0,1059.16,864.0,960.36
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,uniform_counterfactual,2,0.10089302137763158,0.7615300546448087,155.32,139.36,1.0,1172.94,864.0,1061.06
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,uniform_counterfactual,3,0.07899245935397549,0.8143010752688172,165.32,151.46,1.0,1184.36,864.0,1070.94
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,uniform_counterfactual,4,0.07444442506487621,0.7540217391304348,150.28,138.74,1.0,1173.02,864.0,1060.62
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,uniform_counterfactual,5,0.07094899208039593,0.7539784946236558,151.4,140.24,1.0,1092.14,864.0,990.2
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,uniform_counterfactual,6,0.07008352980099332,0.7517021276595744,152.26,141.32,1.0,1342.6,864.0,1214.72
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,uniform_counterfactual,7,0.09769233213313135,0.7847058823529411,163.26,146.74,1.0,1119.08,864.0,1008.44
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,uniform_counterfactual,8,0.09078635842917997,0.7671351351351352,156.44,141.92,1.0,1130.6,864.0,1025.06
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,uniform_counterfactual,9,0.08077906360242607,0.7676344086021506,156.12,142.78,1.0,1214.16,864.0,1096.28
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,weighted_bh,0,0.0809470748708769,0.2934054054054054,60.3,54.28,0.98,1183.1,864.0,1069.22
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,weighted_bh,1,0.05777761521603571,0.35770491803278687,71.38,65.46,1.0,1061.38,864.0,962.72
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,weighted_bh,2,0.0841508884381932,0.33158469945355196,68.42,60.68,1.0,1174.08,864.0,1066.32
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,weighted_bh,3,0.059486676153725895,0.4653763440860215,95.0,86.56,1.0,1181.68,864.0,1071.6
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,weighted_bh,4,0.05940622056072638,0.2980434782608696,59.54,54.84,1.0,1173.36,864.0,1074.88
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,weighted_bh,5,0.06111141299632188,0.3231182795698925,66.36,60.1,0.98,1087.18,864.0,988.24
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,weighted_bh,6,0.054518231575615195,0.39074468085106384,79.72,73.46,0.98,1345.06,864.0,1217.66
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,weighted_bh,7,0.0729372246475088,0.36171122994652405,75.4,67.64,1.0,1109.42,864.0,992.1
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,weighted_bh,8,0.08191068459705449,0.2900540540540541,59.32,53.66,0.92,1129.98,864.0,1024.66
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,weighted_bh,9,0.05399990482906632,0.33838709677419354,67.98,62.94,0.94,1209.96,864.0,1096.64
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,weighted_by,0,0.0,0.0,0.0,0.0,0.0,1183.1,864.0,1069.22
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,weighted_by,1,0.0,0.0,0.0,0.0,0.0,1061.38,864.0,962.72
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,weighted_by,2,0.0,0.0,0.0,0.0,0.0,1174.08,864.0,1066.32
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,weighted_by,3,0.0,0.005591397849462365,1.04,1.04,0.02,1181.68,864.0,1071.6
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,weighted_by,4,0.0,0.0,0.0,0.0,0.0,1173.36,864.0,1074.88
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,weighted_by,5,0.0,0.0,0.0,0.0,0.0,1087.18,864.0,988.24
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,weighted_by,6,0.001350877192982456,0.01202127659574468,2.34,2.26,0.04,1345.06,864.0,1217.66
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,weighted_by,7,0.0,0.0,0.0,0.0,0.0,1109.42,864.0,992.1
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,weighted_by,8,0.0,0.0,0.0,0.0,0.0,1129.98,864.0,1024.66
acquisition,amazon,hgb_attributes,0.0,zero_exposure,severe,weighted_by,9,0.0,0.0,0.0,0.0,0.0,1209.96,864.0,1096.64
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,equal_alpha,0,0.05125045629255141,0.36324324324324325,71.56,67.2,0.86,2445.28,864.0,2282.22
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,equal_alpha,1,0.0577786224958503,0.5133333333333333,100.16,93.94,0.98,2444.68,864.0,2286.32
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,equal_alpha,2,0.05532370546549817,0.3954098360655738,77.82,72.36,0.86,2457.6,864.0,2293.88
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,equal_alpha,3,0.0475736929451645,0.38064516129032255,75.22,70.8,1.0,2446.48,864.0,2280.22
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,equal_alpha,4,0.0530370224773141,0.3930434782608696,76.84,72.32,1.0,2440.44,864.0,2285.84
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,equal_alpha,5,0.053521658915484674,0.3050537634408602,60.52,56.74,1.0,2451.78,864.0,2291.9
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,equal_alpha,6,0.03495777793108197,0.3331914893617022,65.22,62.64,0.98,2450.1,864.0,2279.7
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,equal_alpha,7,0.04627783445557623,0.35090909090909095,69.82,65.62,1.0,2442.68,864.0,2266.82
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,equal_alpha,8,0.06305598471357655,0.2663783783783784,53.68,49.28,0.86,2444.08,864.0,2287.28
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,equal_alpha,9,0.04527963801982601,0.3668817204301075,72.2,68.24,1.0,2451.0,864.0,2284.5
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,pooled_reference,0,0.15025973629503647,0.8345945945945946,182.02,154.4,1.0,2445.28,864.0,2282.22
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,pooled_reference,1,0.11313991371861834,0.8227322404371584,170.18,150.56,1.0,2444.68,864.0,2286.32
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,pooled_reference,2,0.14126937565571107,0.8025136612021858,171.22,146.86,1.0,2457.6,864.0,2293.88
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,pooled_reference,3,0.10210399513952974,0.8354838709677419,173.22,155.4,1.0,2446.48,864.0,2280.22
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,pooled_reference,4,0.11620429009045363,0.7895652173913044,164.62,145.28,1.0,2440.44,864.0,2285.84
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,pooled_reference,5,0.10766549729685314,0.7859139784946236,164.18,146.18,1.0,2451.78,864.0,2291.9
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,pooled_reference,6,0.0839920446643509,0.7819148936170213,160.6,147.0,1.0,2450.1,864.0,2279.7
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,pooled_reference,7,0.10149689227642876,0.8045989304812835,167.68,150.46,1.0,2442.68,864.0,2266.82
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,pooled_reference,8,0.13019950841390593,0.7945945945945947,169.22,147.0,1.0,2444.08,864.0,2287.28
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,pooled_reference,9,0.1059411104016535,0.806236559139785,168.02,149.96,1.0,2451.0,864.0,2284.5
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,pooled_stratum,0,0.09793205447169986,0.35491891891891897,73.88,65.66,1.0,2445.28,864.0,2282.22
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,pooled_stratum,1,0.06220465466200976,0.3028415300546448,59.66,55.42,1.0,2444.68,864.0,2286.32
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,pooled_stratum,2,0.08619944443875084,0.2559562841530055,51.4,46.84,1.0,2457.6,864.0,2293.88
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,pooled_stratum,3,0.07188789809927716,0.36451612903225805,73.38,67.8,1.0,2446.48,864.0,2280.22
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,pooled_stratum,4,0.08083506361170356,0.3247826086956522,65.28,59.76,1.0,2440.44,864.0,2285.84
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,pooled_stratum,5,0.07624046359361844,0.24096774193548387,49.04,44.82,1.0,2451.78,864.0,2291.9
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,pooled_stratum,6,0.06560454981001579,0.3637234042553192,73.46,68.38,1.0,2450.1,864.0,2279.7
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,pooled_stratum,7,0.09345703787146376,0.37058823529411766,77.06,69.3,1.0,2442.68,864.0,2266.82
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,pooled_stratum,8,0.09386738027876948,0.2772972972972973,57.02,51.3,1.0,2444.08,864.0,2287.28
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,pooled_stratum,9,0.07500082501974786,0.32870967741935486,66.58,61.14,1.0,2451.0,864.0,2284.5
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,size_alpha,0,0.09724778857586963,0.3348108108108109,69.36,61.94,1.0,2445.28,864.0,2282.22
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,size_alpha,1,0.06235581330728604,0.292568306010929,57.42,53.54,1.0,2444.68,864.0,2286.32
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,size_alpha,2,0.08619944443875084,0.2559562841530055,51.4,46.84,1.0,2457.6,864.0,2293.88
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,size_alpha,3,0.07188789809927716,0.36451612903225805,73.38,67.8,1.0,2446.48,864.0,2280.22
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,size_alpha,4,0.08083506361170356,0.3247826086956522,65.28,59.76,1.0,2440.44,864.0,2285.84
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,size_alpha,5,0.07624046359361844,0.24096774193548387,49.04,44.82,1.0,2451.78,864.0,2291.9
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,size_alpha,6,0.06560454981001579,0.3637234042553192,73.46,68.38,1.0,2450.1,864.0,2279.7
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,size_alpha,7,0.0917890260339604,0.3607486631016043,74.78,67.46,1.0,2442.68,864.0,2266.82
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,size_alpha,8,0.09386738027876948,0.2772972972972973,57.02,51.3,1.0,2444.08,864.0,2287.28
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,size_alpha,9,0.07500082501974786,0.32870967741935486,66.58,61.14,1.0,2451.0,864.0,2284.5
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,uniform_counterfactual,0,0.11993954562526907,0.8156756756756757,171.78,150.9,1.0,2447.52,864.0,2216.38
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,uniform_counterfactual,1,0.09116179281913692,0.7944262295081966,160.4,145.38,1.0,2447.74,864.0,2217.66
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,uniform_counterfactual,2,0.11657358261622512,0.7873224043715846,163.3,144.08,1.0,2450.62,864.0,2219.48
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,uniform_counterfactual,3,0.06602290430076171,0.8119354838709677,162.06,151.02,1.0,2447.2,864.0,2212.5
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,uniform_counterfactual,4,0.07960199110658409,0.765,153.16,140.76,1.0,2450.86,864.0,2217.94
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,uniform_counterfactual,5,0.08731254594095458,0.7660215053763441,156.36,142.48,1.0,2453.34,864.0,2220.9
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,uniform_counterfactual,6,0.06694905347972396,0.7686170212765957,154.98,144.5,1.0,2450.46,864.0,2215.06
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,uniform_counterfactual,7,0.08427311210753144,0.7881283422459893,161.14,147.38,1.0,2443.62,864.0,2206.46
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,uniform_counterfactual,8,0.0989932137248847,0.7778378378378379,159.88,143.9,1.0,2450.14,864.0,2218.06
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,uniform_counterfactual,9,0.08490489952927505,0.7995698924731183,163.0,148.72,1.0,2447.68,864.0,2211.08
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,weighted_bh,0,0.11621407546050085,0.805081081081081,169.12,148.94,1.0,2445.28,864.0,2282.22
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,weighted_bh,1,0.08846306266602809,0.7735519125683061,156.04,141.56,1.0,2444.68,864.0,2286.32
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,weighted_bh,2,0.11600671294784431,0.7820765027322405,162.4,143.12,1.0,2457.6,864.0,2293.88
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,weighted_bh,3,0.07048935351706191,0.793225806451613,159.44,147.54,1.0,2446.48,864.0,2280.22
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,weighted_bh,4,0.08014745693379792,0.7481521739130435,150.34,137.66,1.0,2440.44,864.0,2285.84
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,weighted_bh,5,0.08110226978242803,0.7364516129032258,149.64,136.98,1.0,2451.78,864.0,2291.9
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,weighted_bh,6,0.07034940096546909,0.7577659574468085,153.6,142.46,1.0,2450.1,864.0,2279.7
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,weighted_bh,7,0.08636259089474024,0.7789304812834225,159.86,145.66,1.0,2442.68,864.0,2266.82
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,weighted_bh,8,0.09803300611377909,0.7621621621621621,156.92,141.0,1.0,2444.08,864.0,2287.28
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,weighted_bh,9,0.08505365955571823,0.7786021505376344,159.2,144.82,1.0,2451.0,864.0,2284.5
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,weighted_by,0,0.0,0.0,0.0,0.0,0.0,2445.28,864.0,2282.22
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,weighted_by,1,0.0,0.0,0.0,0.0,0.0,2444.68,864.0,2286.32
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,weighted_by,2,0.0,0.0,0.0,0.0,0.0,2457.6,864.0,2293.88
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,weighted_by,3,0.002847374847374847,0.01956989247311828,3.82,3.64,0.06,2446.48,864.0,2280.22
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,weighted_by,4,0.0,0.0,0.0,0.0,0.0,2440.44,864.0,2285.84
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,weighted_by,5,0.0,0.0,0.0,0.0,0.0,2451.78,864.0,2291.9
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,weighted_by,6,0.0,0.0,0.0,0.0,0.0,2450.1,864.0,2279.7
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,weighted_by,7,0.0008450704225352112,0.007272727272727273,1.42,1.36,0.02,2442.68,864.0,2266.82
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,weighted_by,8,0.0,0.0,0.0,0.0,0.0,2444.08,864.0,2287.28
acquisition,amazon,hgb_graph_features,0.0,exposure_80,moderate,weighted_by,9,0.0,0.0,0.0,0.0,0.0,2451.0,864.0,2284.5
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,equal_alpha,0,0.04289676928224962,0.6391351351351351,123.62,118.24,1.0,2914.34,864.0,2640.02
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,equal_alpha,1,0.05240664935815686,0.6767213114754098,131.02,123.84,0.98,2917.14,864.0,2642.92
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,equal_alpha,2,0.04888452470361834,0.6440437158469945,124.24,117.86,1.0,2920.02,864.0,2644.44
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,equal_alpha,3,0.038187768623610154,0.6146236559139785,119.44,114.32,1.0,2911.98,864.0,2633.38
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,equal_alpha,4,0.04658185832208124,0.5830434782608696,112.42,107.28,1.0,2913.2,864.0,2637.28
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,equal_alpha,5,0.0405073790903778,0.5378494623655914,104.56,100.04,1.0,2921.38,864.0,2645.1
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,equal_alpha,6,0.03575287393572036,0.5972340425531916,116.54,112.28,1.0,2916.62,864.0,2636.14
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,equal_alpha,7,0.042784565717265216,0.6213903743315509,121.56,116.2,1.0,2910.9,864.0,2628.12
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,equal_alpha,8,0.04153646565829274,0.5475675675675675,106.02,101.3,0.98,2913.64,864.0,2635.88
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,equal_alpha,9,0.03609318492074584,0.6362365591397849,123.1,118.34,1.0,2913.68,864.0,2632.18
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,pooled_reference,0,0.11753374036744715,0.8162162162162163,171.4,151.0,1.0,2914.34,864.0,2640.02
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,pooled_reference,1,0.09154283294995151,0.7963934426229509,160.82,145.74,1.0,2917.14,864.0,2642.92
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,pooled_reference,2,0.12211104987025052,0.7898360655737704,164.84,144.54,1.0,2920.02,864.0,2644.44
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,pooled_reference,3,0.06651892708562172,0.8161290322580644,162.92,151.8,1.0,2911.98,864.0,2633.38
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,pooled_reference,4,0.07787852604259032,0.7636956521739131,152.54,140.52,1.0,2913.2,864.0,2637.28
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,pooled_reference,5,0.0858633851644867,0.7640860215053763,155.68,142.12,1.0,2921.38,864.0,2645.1
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,pooled_reference,6,0.06821553999924572,0.77,155.46,144.76,1.0,2916.62,864.0,2636.14
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,pooled_reference,7,0.08651241420686344,0.7917647058823529,162.28,148.06,1.0,2910.9,864.0,2628.12
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,pooled_reference,8,0.10162199308969341,0.7796756756756758,160.7,144.24,1.0,2913.64,864.0,2635.88
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,pooled_reference,9,0.08659205470807173,0.8026881720430107,163.86,149.3,1.0,2913.68,864.0,2632.18
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,pooled_stratum,0,0.12357645684092367,0.7934054054054055,167.64,146.78,1.0,2914.34,864.0,2640.02
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,pooled_stratum,1,0.08561389479437946,0.6367213114754098,128.12,116.52,1.0,2917.14,864.0,2642.92
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,pooled_stratum,2,0.11220487035084646,0.6946448087431694,143.48,127.12,1.0,2920.02,864.0,2644.44
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,pooled_stratum,3,0.09091836041719797,0.7132258064516129,146.12,132.66,1.0,2911.98,864.0,2633.38
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,pooled_stratum,4,0.0899194297665802,0.6093478260869565,123.42,112.12,1.0,2913.2,864.0,2637.28
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,pooled_stratum,5,0.08463578093944742,0.6351612903225806,129.28,118.14,1.0,2921.38,864.0,2645.1
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,pooled_stratum,6,0.07655442771628723,0.6531914893617021,133.38,122.8,1.0,2916.62,864.0,2636.14
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,pooled_stratum,7,0.09409862113271869,0.7203208556149733,148.78,134.7,1.0,2910.9,864.0,2628.12
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,pooled_stratum,8,0.10120709045772591,0.6445405405405406,133.12,119.24,1.0,2913.64,864.0,2635.88
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,pooled_stratum,9,0.08569102127051485,0.7304301075268818,148.88,135.86,1.0,2913.68,864.0,2632.18
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,size_alpha,0,0.08020929362687872,0.5766486486486486,114.78,106.68,1.0,2914.34,864.0,2640.02
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,size_alpha,1,0.06385098150643044,0.3589071038251366,70.3,65.68,1.0,2917.14,864.0,2642.92
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,size_alpha,2,0.07469176020633185,0.39224043715846996,77.04,71.78,1.0,2920.02,864.0,2644.44
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,size_alpha,3,0.06671403952534047,0.4646236559139785,92.86,86.42,1.0,2911.98,864.0,2633.38
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,size_alpha,4,0.08018442249774514,0.36119565217391303,72.18,66.46,1.0,2913.2,864.0,2637.28
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,size_alpha,5,0.06772869465641441,0.34505376344086025,68.84,64.18,1.0,2921.38,864.0,2645.1
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,size_alpha,6,0.06456333820887857,0.3762765957446808,75.9,70.74,1.0,2916.62,864.0,2636.14
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,size_alpha,7,0.08893157340670128,0.41839572192513363,85.84,78.24,1.0,2910.9,864.0,2628.12
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,size_alpha,8,0.08081210562746857,0.3834594594594595,77.24,70.94,1.0,2913.64,864.0,2635.88
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,size_alpha,9,0.06810127224131757,0.44946236559139785,89.56,83.6,1.0,2913.68,864.0,2632.18
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,uniform_counterfactual,0,0.11753374036744715,0.8162162162162163,171.4,151.0,1.0,2914.34,864.0,2640.02
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,uniform_counterfactual,1,0.09154283294995151,0.7963934426229509,160.82,145.74,1.0,2917.14,864.0,2642.92
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,uniform_counterfactual,2,0.12211104987025052,0.7898360655737704,164.84,144.54,1.0,2920.02,864.0,2644.44
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,uniform_counterfactual,3,0.06651892708562172,0.8161290322580644,162.92,151.8,1.0,2911.98,864.0,2633.38
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,uniform_counterfactual,4,0.07787852604259032,0.7636956521739131,152.54,140.52,1.0,2913.2,864.0,2637.28
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,uniform_counterfactual,5,0.0858633851644867,0.7640860215053763,155.68,142.12,1.0,2921.38,864.0,2645.1
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,uniform_counterfactual,6,0.06821553999924572,0.77,155.46,144.76,1.0,2916.62,864.0,2636.14
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,uniform_counterfactual,7,0.08651241420686344,0.7917647058823529,162.28,148.06,1.0,2910.9,864.0,2628.12
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,uniform_counterfactual,8,0.10162199308969341,0.7796756756756758,160.7,144.24,1.0,2913.64,864.0,2635.88
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,uniform_counterfactual,9,0.08659205470807173,0.8026881720430107,163.86,149.3,1.0,2913.68,864.0,2632.18
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,weighted_bh,0,0.11753374036744715,0.8162162162162163,171.4,151.0,1.0,2914.34,864.0,2640.02
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,weighted_bh,1,0.09154283294995151,0.7963934426229509,160.82,145.74,1.0,2917.14,864.0,2642.92
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,weighted_bh,2,0.12211104987025052,0.7898360655737704,164.84,144.54,1.0,2920.02,864.0,2644.44
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,weighted_bh,3,0.06651892708562172,0.8161290322580644,162.92,151.8,1.0,2911.98,864.0,2633.38
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,weighted_bh,4,0.07787852604259032,0.7636956521739131,152.54,140.52,1.0,2913.2,864.0,2637.28
acquisition,amazon,hgb_graph_features,0.0,exposure_80,neutral,weighted_bh,5,0.0858633851644867,0.7640860215053763,155.68,142.12,1.0,2921.38,864.0,2645.1
