dataset,model,label_fraction,removed,method,seed,fdp,power,discoveries,nonempty,n_calib,pool_size
tfinance,hgb_attributes,0.5,0.05,exposure,3,0.11843665802850792,0.673134328358209,307.0,1.0,12064.8,12699.4
tfinance,hgb_attributes,0.5,0.05,exposure,4,0.11186351585780181,0.6532019704433497,299.4,1.0,12044.2,12677.6
tfinance,hgb_attributes,0.5,0.05,exposure,5,0.1297222432990111,0.6730864197530864,313.4,1.0,12018.8,12651.0
tfinance,hgb_attributes,0.5,0.05,exposure,6,0.10674878225555853,0.6491400491400492,295.8,1.0,12016.6,12648.6
tfinance,hgb_attributes,0.5,0.05,exposure,7,0.1177346584196487,0.6674876847290641,307.2,1.0,12062.4,12696.8
tfinance,hgb_attributes,0.5,0.05,exposure,8,0.13627289199931011,0.6717821782178219,315.0,1.0,12037.0,12670.2
tfinance,hgb_attributes,0.5,0.05,exposure,9,0.10879928186704704,0.6681372549019609,306.2,1.0,12066.0,12700.6
tfinance,hgb_attributes,0.5,0.05,random,0,0.07813636703061806,0.6382376237623762,280.256,1.0,11988.0,12618.4
tfinance,hgb_attributes,0.5,0.05,random,1,0.0787914017120396,0.6531881188118812,286.844,1.0,12091.0,12727.0
tfinance,hgb_attributes,0.5,0.05,random,2,0.09503411886395212,0.6506372549019608,293.588,1.0,12053.8,12687.8
tfinance,hgb_attributes,0.5,0.05,random,3,0.09168242723863042,0.6528258706467662,289.22799999999995,1.0,12064.8,12699.4
tfinance,hgb_attributes,0.5,0.05,random,4,0.09625628575395054,0.6378325123152708,287.028,1.0,12044.2,12677.6
tfinance,hgb_attributes,0.5,0.05,random,5,0.11689010152827602,0.6698962962962962,307.348,1.0,12018.8,12651.0
tfinance,hgb_attributes,0.5,0.05,random,6,0.08142984147516237,0.6388108108108108,283.1,1.0,12016.6,12648.6
tfinance,hgb_attributes,0.5,0.05,random,7,0.09560349292933744,0.6509556650246305,292.29200000000003,1.0,12062.4,12696.8
tfinance,hgb_attributes,0.5,0.05,random,8,0.10662007184246651,0.6548811881188119,296.648,1.0,12037.0,12670.2
tfinance,hgb_attributes,0.5,0.05,random,9,0.09036518110355238,0.6572843137254901,294.852,1.0,12066.0,12700.6
