dataset,detector,seed,strategy,alpha,n_calib,m_test,n_null,in_matched_frame,bh_min_rank,calib_frac_anomalous,calib_mean_exposure,calib_mean_degree,test_mean_degree,score_gap_cohens_d,ks_calib_vs_test,spearman_score_degree,spearman_score_exposure,spearman_score_exposure_p,gamma_t_lo,t_lo,gamma_hat,mean_p,ks_uniform,mean_p_null_p,n_discoveries,realized_fdr,power
weibo,gae,3,exposed_only,0.1,1753,2347,2000,True,13.38084378563284,0.0,0.10949902536940476,112.49229891614375,81.8445,0.171735302924523,0.057822019395322305,-0.0902879748343774,0.007673294309119123,0.49100766711731353,0.08771929824561403,0.0057,1.088266106442577,0.4887805017103763,0.03593044469783352,0.11,0,0.0,0.0
weibo,gae,3,true_contam_05,0.1,1753,2347,2000,True,13.38084378563284,0.05019965772960639,0.03223565339486674,85.74900171135197,81.8445,0.07611926232182901,0.03379264118653737,-0.0902879748343774,0.007673294309119123,0.49100766711731353,0.7017543859649122,0.0057,1.0190962025316457,0.5081128848346637,0.008631128848346603,0.83,0,0.0,0.0
weibo,gae,3,true_contam_10,0.1,1753,2347,2000,True,13.38084378563284,0.09982886480319453,0.032922114010425954,89.27324586423275,81.8445,0.11266040989274777,0.03728579577866514,-0.0902879748343774,0.007673294309119123,0.49100766711731353,0.17543859649122806,0.0057,1.01060546875,0.5122881984036487,0.004750285062713799,0.915,0,0.0,0.0
weibo,gae,3,random_full,0.1,4000,2347,2000,False,5.866033491627093,0.0,0.03222982812881382,90.69625,81.8445,0.03626591201695644,0.0195,-0.0902879748343774,0.007673294309119123,0.49100766711731353,0.2,0.0025,1.0442071748878923,0.49801224693826546,0.01935978505373659,0.325,13,0.07692307692307693,0.0345821325648415
weibo,gae,4,clean,0.1,1778,2347,2000,True,13.192804946599212,0.0,0.0,80.89482564679415,85.326,-0.10342089861281735,0.036219347581552305,-0.08388579897330722,0.007268635678153623,0.5141519447741948,2.5800711743772244,0.00562,1.1402841409691629,0.489477796514896,0.03580044969083751,0.13,18,0.16666666666666666,0.043227665706051875
weibo,gae,4,weighted,0.1,1778,2347,2000,True,13.192804946599212,0.0,0.0,80.89482564679415,85.326,-0.10342089861281735,0.036219347581552305,-0.08388579897330722,0.007268635678153623,0.5141519447741948,2.5800711743772244,0.00562,1.165966216216216,0.4865563015311222,0.041421585160202334,0.07,18,0.16666666666666666,0.043227665706051875
weibo,gae,4,random,0.1,1778,2347,2000,True,13.192804946599212,0.0,0.03363673608275994,87.55343082114736,85.326,0.013742838075899414,0.023636670416197974,-0.08388579897330722,0.007268635678153623,0.5141519447741948,0.6227758007117438,0.00562,1.0696053719008263,0.4950328836424958,0.01971585160202355,0.295,15,0.2,0.0345821325648415
weibo,gae,4,exposed_only,0.1,1778,2347,2000,True,13.192804946599212,0.0,0.10962175966869907,109.07649043869516,85.326,0.15451427836541579,0.05221259842519685,-0.08388579897330722,0.007268635678153623,0.5141519447741948,0.26690391459074736,0.00562,1.1223113718411553,0.4794474423833614,0.0461351883080382,0.005,0,0.0,0.0
weibo,gae,4,true_contam_05,0.1,1778,2347,2000,True,13.192804946599212,0.050056242969628795,0.03346875011191233,86.60686164229472,85.326,0.06460128930023504,0.029176040494938132,-0.08388579897330722,0.007268635678153623,0.5141519447741948,0.44483985765124556,0.00562,1.0127640449438202,0.5106590781337831,0.00383136593591904,0.885,0,0.0,0.0
weibo,gae,4,true_contam_10,0.1,1778,2347,2000,True,13.192804946599212,0.10011248593925759,0.028683020571808052,86.86107986501688,85.326,0.12271845036623343,0.039796962879640047,-0.08388579897330722,0.007268635678153623,0.5141519447741948,0.26690391459074736,0.00562,0.9753675742574257,0.5128901068015739,-0.009097245643620022,0.92,0,0.0,0.0
weibo,gae,4,random_full,0.1,4000,2347,2000,False,5.866033491627093,0.0,0.03178057674768933,90.1525,85.326,0.012197094609494469,0.0325,-0.08388579897330722,0.007268635678153623,0.5141519447741948,0.8,0.0025,1.12491884057971,0.4884427643089228,0.03231467133216692,0.045,15,0.2,0.0345821325648415
