sigma,cross_multiplier,theta,neighbor_noise_fraction,all_null,method,independent_repetitions,fdp_mean,fdp_mcse,power_mean,power_mcse,discoveries_mean,discoveries_mcse,null_tail001_mean,null_tail001_mcse,n_calib_mean,n_calib_mcse,edges_mean,edges_mcse,clipped_probability_fraction_mean,clipped_probability_fraction_mcse
1.2,4.0,2.0,0.5,0,oracle_filtered,500,0.7527811021030488,0.0022545566160211247,0.9792666666666666,0.00127940018789771,123.01,0.977471585982327,0.21008888888888888,0.002819681090090368,198.972,0.19570137981148786,7021.316,12.970329339471249,0.00034404781762579925,6.9113123850530045e-06
1.2,4.0,2.0,0.5,0,matched_random,500,0.06694166123649592,0.0039903821212259665,0.3356,0.013283086350250026,11.554,0.46966300117141296,0.009925925925925927,0.0004110248768971887,198.972,0.19570137981148786,7021.316,12.970329339471249,0.00034404781762579925,6.9113123850530045e-06
1.2,4.0,2.0,0.5,0,mixture_half,500,0.11995913797642782,0.005662565175928385,0.4508,0.014329940410277426,17.05,0.5981191294265482,0.017577777777777776,0.0006543029125874338,198.972,0.19570137981148786,7021.316,12.970329339471249,0.00034404781762579925,6.9113123850530045e-06
1.2,4.0,2.0,0.5,0,partial_filtered,500,0.36997978004677096,0.007970838378660798,0.7708666666666668,0.010556347941053956,41.944,0.8740673403296005,0.046407407407407404,0.0015061143323677334,134.784,0.8492709876245871,7021.316,12.970329339471249,0.00034404781762579925,6.9113123850530045e-06
1.2,4.0,2.0,0.5,0,partial_random,500,0.03826389885720134,0.003808556002322884,0.14686666666666667,0.012778813391663306,5.458,0.48061466155935323,0.007377777777777778,0.0004104337574011467,134.784,0.8492709876245871,7021.316,12.970329339471249,0.00034404781762579925,6.9113123850530045e-06
1.2,1.0,2.0,0.5,1,oracle_filtered,500,0.0,0.0,0.0,0.0,0.0,0.0,0.010133333333333333,0.0003956566687295076,200.0,0.0,7082.808,5.711973700842663,0.00022349457881567974,5.2260887356606714e-06
1.2,1.0,2.0,0.5,1,matched_random,500,0.004,0.002825591608118863,0.0,0.0,0.062,0.04381954249657586,0.0111,0.0004270183712426873,200.0,0.0,7082.808,5.711973700842663,0.00022349457881567974,5.2260887356606714e-06
1.2,1.0,2.0,0.5,1,mixture_half,500,0.0,0.0,0.0,0.0,0.0,0.0,0.010166666666666666,0.0003924101798836652,200.0,0.0,7082.808,5.711973700842663,0.00022349457881567974,5.2260887356606714e-06
1.2,1.0,2.0,0.5,1,partial_filtered,500,0.0,0.0,0.0,0.0,0.0,0.0,0.010286666666666664,0.0004163921340070804,199.856,0.05023519832050631,7082.808,5.711973700842663,0.00022349457881567974,5.2260887356606714e-06
1.2,1.0,2.0,0.5,1,partial_random,500,0.0,0.0,0.0,0.0,0.0,0.0,0.010153333333333332,0.00040338922637836834,199.856,0.05023519832050631,7082.808,5.711973700842663,0.00022349457881567974,5.2260887356606714e-06
