dataset,model,method,budget,seed,discoveries,true_discoveries,fdp,power,nonempty,audit_labels,certificate_failure,bound_failure
amazon,hgb_graph_features,fixed_degree_cs,500,8,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
amazon,hgb_graph_features,fixed_degree_cs,500,9,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,100,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,100,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,100,2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,100,3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,100,4,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,100,5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,100,6,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,100,7,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,100,8,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,100,9,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,250,0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.02
amazon,hgb_graph_features,fixed_score_cs,250,1,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,250,2,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,250,3,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,250,4,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,250,5,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,250,6,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,250,7,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,250,8,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.02
amazon,hgb_graph_features,fixed_score_cs,250,9,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,500,0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,500,1,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,500,2,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,500,3,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,500,4,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.02
amazon,hgb_graph_features,fixed_score_cs,500,5,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,500,6,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,500,7,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,500,8,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
amazon,hgb_graph_features,fixed_score_cs,500,9,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
amazon,hgb_graph_features,uniform_fixed,100,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.02
amazon,hgb_graph_features,uniform_fixed,100,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
amazon,hgb_graph_features,uniform_fixed,100,2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
amazon,hgb_graph_features,uniform_fixed,100,3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.04
amazon,hgb_graph_features,uniform_fixed,100,4,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
amazon,hgb_graph_features,uniform_fixed,100,5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.02
amazon,hgb_graph_features,uniform_fixed,100,6,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.02
amazon,hgb_graph_features,uniform_fixed,100,7,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
amazon,hgb_graph_features,uniform_fixed,100,8,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
amazon,hgb_graph_features,uniform_fixed,100,9,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
amazon,hgb_graph_features,uniform_fixed,250,0,94.48,92.8,0.0049801996609374795,0.1254054054054054,0.28,250.0,0.0,0.0
amazon,hgb_graph_features,uniform_fixed,250,1,94.62,92.38,0.006629909587434055,0.12637482900136798,0.28,250.0,0.0,0.0
amazon,hgb_graph_features,uniform_fixed,250,2,114.12,111.44,0.007984347883527863,0.15224043715846994,0.34,250.0,0.0,0.02
amazon,hgb_graph_features,uniform_fixed,250,3,40.32,39.36,0.002857534773717496,0.05283221476510067,0.12,250.0,0.0,0.0
amazon,hgb_graph_features,uniform_fixed,250,4,66.76,64.76,0.0059937083187562926,0.08822888283378746,0.2,250.0,0.0,0.0
amazon,hgb_graph_features,uniform_fixed,250,5,60.1,58.16,0.005809334862396654,0.07838274932614556,0.18,250.0,0.0,0.0
amazon,hgb_graph_features,uniform_fixed,250,6,60.6,59.34,0.00374551616561391,0.07901464713715046,0.18,250.0,0.0,0.02
amazon,hgb_graph_features,uniform_fixed,250,7,47.34,45.8,0.004556488198586218,0.06114819759679573,0.14,250.0,0.0,0.04
amazon,hgb_graph_features,uniform_fixed,250,8,67.12,65.34,0.0053036912139072636,0.08817813765182186,0.2,250.0,0.0,0.02
amazon,hgb_graph_features,uniform_fixed,250,9,127.84,125.56,0.006779327583921278,0.16831099195710458,0.38,250.0,0.0,0.0
amazon,hgb_graph_features,uniform_fixed,500,0,234.86,231.22,0.013325516165692766,0.31245945945945947,0.86,500.0,0.0,0.0
amazon,hgb_graph_features,uniform_fixed,500,1,202.9,198.5,0.016066377498368013,0.2715458276333789,0.74,500.0,0.0,0.0
amazon,hgb_graph_features,uniform_fixed,500,2,252.12,246.56,0.020754765952728377,0.3368306010928962,0.94,500.0,0.0,0.0
amazon,hgb_graph_features,uniform_fixed,500,3,230.6,225.5,0.01855094711879028,0.30268456375838926,0.84,500.0,0.0,0.0
amazon,hgb_graph_features,uniform_fixed,500,4,176.0,171.18,0.018398429049069676,0.23321525885558583,0.7,500.0,0.0,0.0
amazon,hgb_graph_features,uniform_fixed,500,5,160.6,155.76,0.018348927279715526,0.2099191374663073,0.64,500.0,0.0,0.0
amazon,hgb_graph_features,uniform_fixed,500,6,214.4,210.36,0.014699541297858736,0.2801065246338216,0.78,500.0,0.0,0.02
amazon,hgb_graph_features,uniform_fixed,500,7,120.56,116.72,0.014021622718257621,0.15583444592790388,0.44,500.0,0.0,0.0
amazon,hgb_graph_features,uniform_fixed,500,8,207.52,202.3,0.019100716922010486,0.27300944669365723,0.76,500.0,0.0,0.0
amazon,hgb_graph_features,uniform_fixed,500,9,247.66,243.84,0.01423557243827264,0.3268632707774799,0.94,500.0,0.0,0.04
tolokers,hgb_attributes,adaptive_degree,100,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,100,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,100,2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,100,3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,100,4,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,100,5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,100,6,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,100,7,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,100,8,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,100,9,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,250,0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,250,1,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,250,2,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,250,3,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,250,4,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,250,5,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,250,6,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,250,7,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,250,8,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,250,9,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,500,0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,500,1,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,500,2,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,500,3,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,500,4,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,500,5,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,500,6,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,500,7,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,500,8,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,adaptive_degree,500,9,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,100,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,100,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,100,2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,100,3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,100,4,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,100,5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,100,6,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,100,7,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,100,8,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,100,9,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,250,0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.02
tolokers,hgb_attributes,adaptive_score,250,1,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,250,2,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,250,3,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,250,4,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,250,5,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,250,6,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,250,7,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,250,8,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,250,9,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,500,0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,500,1,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,500,2,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,500,3,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,500,4,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,500,5,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,500,6,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,500,7,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,500,8,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,adaptive_score,500,9,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.04
tolokers,hgb_attributes,fixed_degree_cs,100,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,100,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,100,2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,100,3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,100,4,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,100,5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,100,6,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,100,7,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.02
tolokers,hgb_attributes,fixed_degree_cs,100,8,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.02
tolokers,hgb_attributes,fixed_degree_cs,100,9,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,250,0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,250,1,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,250,2,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,250,3,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,250,4,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,250,5,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,250,6,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,250,7,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,250,8,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,250,9,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,500,0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,500,1,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,500,2,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,500,3,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,500,4,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,500,5,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,500,6,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,500,7,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,500,8,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,fixed_degree_cs,500,9,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,100,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,100,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,100,2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,100,3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,100,4,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,100,5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,100,6,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,100,7,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,100,8,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,100,9,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,250,0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,250,1,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,250,2,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,250,3,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,250,4,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,250,5,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,250,6,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,250,7,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,250,8,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,250,9,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,500,0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,500,1,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,500,2,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.04
tolokers,hgb_attributes,fixed_score_cs,500,3,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.02
tolokers,hgb_attributes,fixed_score_cs,500,4,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,500,5,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,500,6,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,500,7,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,500,8,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,fixed_score_cs,500,9,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,uniform_fixed,100,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,uniform_fixed,100,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,uniform_fixed,100,2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.02
tolokers,hgb_attributes,uniform_fixed,100,3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,uniform_fixed,100,4,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.02
tolokers,hgb_attributes,uniform_fixed,100,5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.02
tolokers,hgb_attributes,uniform_fixed,100,6,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,uniform_fixed,100,7,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,uniform_fixed,100,8,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_attributes,uniform_fixed,100,9,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.02
tolokers,hgb_attributes,uniform_fixed,250,0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.02
tolokers,hgb_attributes,uniform_fixed,250,1,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.02
tolokers,hgb_attributes,uniform_fixed,250,2,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,uniform_fixed,250,3,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.04
tolokers,hgb_attributes,uniform_fixed,250,4,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,uniform_fixed,250,5,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.04
tolokers,hgb_attributes,uniform_fixed,250,6,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.02
tolokers,hgb_attributes,uniform_fixed,250,7,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_attributes,uniform_fixed,250,8,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.02
tolokers,hgb_attributes,uniform_fixed,250,9,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.06
tolokers,hgb_attributes,uniform_fixed,500,0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.02
tolokers,hgb_attributes,uniform_fixed,500,1,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.02
tolokers,hgb_attributes,uniform_fixed,500,2,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.02
tolokers,hgb_attributes,uniform_fixed,500,3,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_attributes,uniform_fixed,500,4,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.04
tolokers,hgb_attributes,uniform_fixed,500,5,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.02
tolokers,hgb_attributes,uniform_fixed,500,6,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.08
tolokers,hgb_attributes,uniform_fixed,500,7,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.04
tolokers,hgb_attributes,uniform_fixed,500,8,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.06
tolokers,hgb_attributes,uniform_fixed,500,9,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.02
tolokers,hgb_graph_features,adaptive_degree,100,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,100,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,100,2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,100,3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,100,4,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,100,5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,100,6,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,100,7,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,100,8,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,100,9,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,250,0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,250,1,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,250,2,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,250,3,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,250,4,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,250,5,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,250,6,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,250,7,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,250,8,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,250,9,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,500,0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,500,1,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,500,2,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,500,3,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,500,4,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
tolokers,hgb_graph_features,adaptive_degree,500,5,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
