seed,trim,method,repetitions,n_calib,pool_size,fdp_mean,fdp_mcse,power_mean,power_mcse,discoveries_mean,discoveries_mcse,tail001_mean,tail001_mcse,tail005_mean,tail005_mcse,tail001_exact,tail001_error,tail001_zerror,tail005_exact,tail005_error,tail005_zerror
0,0.05,exposed_only,200,1592,1592,0.024691358024691357,0.0,0.2276657060518731,5.902621766432102e-18,81.0,0.0,0.0065000000000000014,1.2297128680066881e-19,0.0535,0.0,0.0065,1.734723475976807e-18,1.734723475976807e-06,0.0535,0.0,0.0
0,0.05,random_full,200,4000,5655,0.09938311900825574,0.0028503550666580794,0.22845821325648408,0.00012415886565575343,88.205,0.2931630911113296,0.01142,8.502438314179773e-05,0.060665,7.627558471831338e-05,0.01137816677082551,4.183322917448995e-05,0.492014497826152,0.06059018288728153,7.481711271846436e-05,0.9808789141999347
1,0.0,clean,200,1821,4237,0.005972972972972973,0.004212948008456576,0.0003890489913544669,0.00027611278518115367,0.335,0.2375838915575679,0.018344999999999997,9.506609708024384e-05,0.06404750000000001,0.00029162509275372397,0.018299673362000377,4.5326637999620195e-05,0.4767907739113416,0.06377557848006393,0.0002719215199360747,0.9324352625777342
1,0.0,random,200,1821,6058,0.0,0.0,0.0,0.0,0.0,0.0,0.007885000000000001,0.0001418962569580095,0.04090499999999999,0.0003020114727096326,0.007573187905511017,0.0003118120944889842,2.1974652550648806,0.040911164536849835,-6.1645368498453035e-06,-0.020411598256640292
1,0.0,exposed_only,200,1821,1821,0.0,0.0,0.0,0.0,0.0,0.0,0.004499999999999999,6.148564340033441e-20,0.014000000000000004,2.4594257360133763e-19,0.0045,-8.673617379884035e-19,-8.673617379884035e-07,0.014,3.469446951953614e-18,3.469446951953614e-06
1,0.0,random_full,200,4000,6058,0.0,0.0,0.0,0.0,0.0,0.0,0.007282500000000001,9.421571927653031e-05,0.04137249999999999,0.0001538859094120637,0.007320179655077627,-3.7679655077626356e-05,-0.3999296016308457,0.04129686600211621,7.563399788378111e-05,0.4914939787063563
1,0.01,clean,200,1755,4222,0.3393191902480497,0.0049787015628003015,0.05399135446685878,0.0010649444767817649,29.245,0.7527002479849352,0.021272499999999996,0.0002645940642649058,0.0643,0.00029863592731857827,0.02103938821355417,0.00023311178644582625,0.8810166890684283,0.06386299638803813,0.00043700361196186144,1.463332345460483
1,0.01,random,200,1755,5977,0.2035808816548948,0.008725014160294413,0.03097982708933717,0.0012773752029581857,14.885,0.6471498199391205,0.0117425,0.00015831150118369533,0.05411250000000001,0.00018943308374220276,0.011930867254109355,-0.00018836725410935513,-1.189851986121873,0.05400845368328002,0.00010404631671998704,0.5492510318925201
1,0.01,exposed_only,200,1755,1755,0.0,0.0,0.0,0.0,0.0,0.0,0.007500000000000002,1.844569302010032e-19,0.03100000000000001,7.378277208040128e-19,0.0075,2.6020852139652106e-18,2.6020852139652106e-06,0.031,1.0408340855860843e-17,1.0408340855860843e-05
1,0.01,random_full,200,4000,5977,0.2584087586390218,0.0027424171692126847,0.04155619596541786,0.00010082834273915623,19.52,0.11094840124442293,0.0125625,9.841313160529854e-05,0.054387500000000005,6.344759044808832e-05,0.012508954617040902,5.354538295909879e-05,0.5440877867178441,0.054375616443775,1.1883556225007752e-05,0.18729720295257965
